Trial Number,Complexity Level,Run-time zooming,Run-time non_zooming,Run-time Ratio,Refined Planning Time - zooming,Refined Planning Time - non_zooming,Refined Planning Time - Ratio,Abstract Planning Time - zooming,Abstract Planning Time - non_zooming,Abstract Planning Time - Ratio,Diagnosing - zooming,Diagnosing - non_zooming,Diagnosing - Ratio,Inferring -zooming, Inferring - non_zooming,Inferring - Ratio,# Abstract Plans - zooming,# Abstract Plans - non_zooming,# Abstract Plans - Ratio,# Abstract Actions - zooming,# Abstract Actions - non_zooming,# Abstract Actions - Ratio,# Refined Plans - zooming,# Refined Plans - non_zooming,# Refined Plans - Ratio,# Refined Actions - zooming,# Refined Actions - non_zooming,# Refined Actions - Ratio,Complete Run - zooming,Complete Run - non_zooming
16,4,62.42,38.81,,9.45,34.52,,9.96,3.11,,4.30,1.16,,10.16,0.00,,1,1,,6,0,,9,0,,41,0,,C,A
17,4,42.79,537.09,,9.88,533.74,,6.75,2.35,,2.98,0.99,,6.75,0.00,,1,1,,4,0,,7,0,,25,0,,C,A
18,4,24.42,284.50,,3.97,282.28,,4.68,1.30,,2.62,0.91,,4.47,0.00,,1,1,,3,0,,4,0,,13,0,,C,A
19,4,28.81,168.29,,7.76,165.95,,3.54,1.36,,2.16,0.97,,4.00,0.00,,1,1,,2,0,,7,0,,17,0,,C,A
20,4,25.95,35.00,,4.02,32.57,,4.88,1.36,,2.50,1.06,,4.68,0.00,,1,1,,3,0,,3,0,,15,0,,C,A
21,4,39.07,38.45,,5.84,35.18,,6.67,2.23,,3.01,1.02,,7.26,0.00,,1,1,,4,0,,6,0,,25,0,,C,A
22,4,36.35,37.24,,8.09,35.04,,4.75,1.27,,2.50,0.92,,5.53,0.00,,1,1,,3,0,,8,0,,23,0,,C,A
23,4,68.01,39.98,,9.64,35.36,,11.49,3.68,,4.45,0.93,,12.48,0.00,,1,1,,7,0,,10,0,,45,0,,C,A
24,4,43.93,121.54,,8.45,118.18,,6.65,2.28,,2.86,1.06,,7.72,0.00,,1,1,,4,0,,7,0,,27,0,,C,A
25,4,59.34,1197.31,,9.87,1193.28,,10.45,3.12,,4.19,0.90,,10.24,0.00,,1,1,,6,0,,9,0,,37,0,,C,A
26,4,58.29,113.96,,13.05,110.11,,8.26,2.80,,3.56,1.04,,9.63,0.00,,1,1,,5,0,,8,0,,37,0,,C,A
27,4,61.41,39.93,,7.50,35.05,,12.26,3.69,,4.75,1.17,,11.17,0.00,,1,1,,7,0,,8,0,,37,0,,C,A
28,4,19.27,32.92,,3.76,30.54,,3.37,1.41,,1.86,0.96,,3.16,0.00,,1,1,,2,0,,3,0,,11,0,,C,A
29,4,46.17,122.14,,6.39,118.29,,8.22,2.79,,3.67,1.04,,8.73,0.00,,1,1,,5,0,,6,0,,29,0,,C,A
30,4,53.72,209.52,,10.20,205.83,,8.40,2.72,,3.79,0.96,,8.89,0.00,,1,1,,5,0,,8,0,,33,0,,C,A
31,4,55.49,39.09,,5.84,34.97,,10.31,3.16,,4.39,0.94,,10.15,0.00,,1,1,,6,0,,8,0,,37,0,,C,A
32,4,34.12,326.21,,7.38,323.82,,4.85,1.43,,2.37,0.94,,5.56,0.00,,1,1,,3,0,,7,0,,21,0,,C,A
33,4,44.59,37.19,,9.40,34.01,,6.57,2.28,,2.87,0.89,,7.25,0.00,,1,1,,4,0,,9,0,,29,0,,C,A
34,4,35.59,115.87,,7.82,113.55,,4.49,1.28,,2.32,1.03,,5.68,0.00,,1,1,,3,0,,7,0,,25,0,,C,A
35,4,46.24,116.16,,9.98,113.11,,6.20,2.14,,2.98,0.89,,7.62,0.00,,1,1,,4,0,,9,0,,31,0,,C,A
36,4,44.11,31.64,,13.03,29.39,,4.17,1.31,,2.46,0.93,,5.93,0.00,,1,1,,3,0,,7,0,,29,0,,C,A
37,4,51.35,195.91,,4.40,191.41,,11.39,3.51,,4.52,0.99,,10.31,0.00,,1,1,,7,0,,7,0,,33,0,,C,A
38,4,40.24,116.96,,5.18,113.34,,8.02,2.71,,3.41,0.89,,7.75,0.00,,1,1,,5,0,,5,0,,25,0,,C,A
39,4,29.32,36.61,,3.67,33.57,,6.27,2.05,,2.81,0.97,,5.63,0.00,,1,1,,4,0,,4,0,,17,0,,C,A
40,4,39.76,116.86,,5.23,113.30,,7.77,2.67,,3.20,0.87,,8.02,0.00,,1,1,,5,0,,5,0,,25,0,,C,A
41,4,81.64,526.86,,11.91,521.47,,14.16,4.43,,5.38,0.95,,15.64,0.00,,1,1,,9,0,,12,0,,55,0,,C,A
42,4,8.37,45.39,,1.08,43.09,,1.95,1.41,,1.52,0.87,,1.26,0.00,,1,1,,1,0,,1,0,,4,0,,C,A
43,4,40.04,33.46,,6.74,30.32,,6.31,2.24,,3.22,0.89,,6.65,0.00,,1,1,,4,0,,7,0,,27,0,,C,A
44,4,68.57,222.64,,7.61,217.88,,12.77,3.88,,5.26,0.87,,12.56,0.00,,1,1,,8,0,,10,0,,47,0,,C,A
45,4,60.63,117.47,,7.93,113.16,,11.28,3.25,,4.61,1.05,,10.35,0.00,,1,1,,7,0,,8,0,,41,0,,C,A
46,4,60.17,37.07,,14.76,33.52,,7.97,2.59,,3.52,0.94,,8.56,0.00,,1,1,,5,0,,10,0,,39,0,,C,A
47,4,38.45,178.16,,8.78,174.97,,6.08,2.15,,2.88,1.03,,6.82,0.00,,1,1,,4,0,,7,0,,23,0,,C,A
48,4,39.28,116.78,,6.50,113.65,,6.10,2.06,,2.79,1.05,,6.99,0.00,,1,1,,4,0,,6,0,,27,0,,C,A
49,4,52.24,342.67,,6.95,338.62,,9.47,3.11,,3.83,0.93,,9.55,0.00,,1,1,,6,0,,6,0,,35,0,,C,A
50,4,46.28,37.09,,7.16,33.64,,8.19,2.57,,3.17,0.86,,7.92,0.00,,1,1,,5,0,,9,0,,31,0,,C,A
51,4,20.30,207.72,,5.11,205.40,,3.21,1.25,,1.86,1.06,,3.60,0.00,,1,1,,2,0,,5,0,,11,0,,C,A
52,4,6.94,2091.44,,0.98,2089.36,,1.89,1.20,,1.35,0.87,,1.38,0.00,,1,1,,1,0,,1,0,,2,0,,C,A
53,4,40.00,255.26,,7.14,252.10,,6.66,2.23,,2.64,0.92,,7.11,0.00,,1,1,,4,0,,7,0,,27,0,,C,A
54,4,59.32,34.73,,14.68,31.17,,7.77,2.48,,3.22,1.07,,9.05,0.00,,1,1,,5,0,,10,0,,39,0,,C,A
55,4,49.22,115.88,,15.18,113.63,,4.32,1.41,,2.61,0.83,,6.17,0.00,,1,1,,3,0,,8,0,,33,0,,C,A
56,4,52.06,114.73,,7.26,110.90,,9.41,2.89,,3.85,0.92,,9.35,0.00,,1,1,,6,0,,8,0,,35,0,,C,A
57,4,28.63,35.59,,5.81,33.33,,4.10,1.30,,2.17,0.95,,5.06,0.00,,1,1,,3,0,,4,0,,19,0,,C,A
58,4,28.80,407.63,,10.16,405.39,,3.03,1.37,,1.92,0.86,,3.51,0.00,,1,1,,2,0,,3,0,,17,0,,C,A
59,4,29.70,34.29,,3.76,31.22,,6.48,2.04,,2.92,1.02,,5.80,0.00,,1,1,,4,0,,4,0,,17,0,,C,A
60,4,34.98,151.64,,4.95,148.52,,6.48,2.06,,2.76,1.04,,6.44,0.00,,1,1,,4,0,,6,0,,23,0,,C,A
61,4,49.93,36.76,,7.92,33.27,,8.29,2.56,,3.62,0.91,,8.16,0.00,,1,1,,5,0,,8,0,,35,0,,C,A
62,4,49.96,272.55,,6.87,268.59,,9.38,2.94,,3.77,1.00,,9.55,0.00,,1,1,,6,0,,8,0,,33,0,,C,A
63,4,51.65,37.27,,9.89,33.84,,7.97,2.59,,3.33,0.82,,8.47,0.00,,1,1,,5,0,,10,0,,35,0,,C,A
64,4,9.95,36.11,,1.12,34.04,,1.97,1.21,,1.30,0.85,,1.47,0.00,,1,1,,1,0,,1,0,,6,0,,C,A
65,4,36.31,1312.94,,7.30,1309.83,,6.41,2.12,,3.13,0.98,,6.05,0.00,,1,1,,4,0,,8,0,,21,0,,C,A
66,4,46.69,970.68,,7.21,967.22,,7.97,2.37,,3.47,1.07,,8.29,0.00,,1,1,,5,0,,9,0,,31,0,,C,A
67,4,52.25,37.01,,10.09,33.51,,7.67,2.54,,3.47,0.94,,9.03,0.00,,1,1,,5,0,,10,0,,35,0,,C,A
68,4,57.41,104.54,,9.85,100.70,,9.26,2.91,,3.82,0.93,,9.75,0.00,,1,1,,6,0,,9,0,,39,0,,C,A
69,4,33.83,217.09,,7.10,215.01,,4.73,1.24,,2.22,0.83,,5.45,0.00,,1,1,,3,0,,6,0,,23,0,,C,A
70,4,29.18,115.50,,4.89,113.23,,4.25,1.37,,2.61,0.88,,4.93,0.00,,1,1,,3,0,,3,0,,20,0,,C,A
71,4,63.67,38.42,,5.83,33.64,,13.25,3.82,,5.03,0.95,,12.66,0.00,,1,1,,8,0,,8,0,,41,0,,C,A
72,4,60.65,116.80,,9.20,112.86,,9.71,3.06,,3.74,0.87,,10.96,0.00,,1,1,,6,0,,9,0,,43,0,,C,A
73,4,33.94,1216.48,,3.45,1213.16,,8.18,2.38,,3.27,0.92,,7.21,0.00,,1,1,,5,0,,5,0,,19,0,,C,A
74,4,29.78,115.67,,5.39,113.51,,4.36,1.21,,2.33,0.93,,4.79,0.00,,1,1,,3,0,,5,0,,21,0,,C,A
75,4,36.93,36.51,,6.00,33.70,,6.30,1.92,,2.85,0.88,,5.87,0.00,,1,1,,4,0,,5,0,,25,0,,C,A
76,4,42.15,37.07,,7.52,33.52,,8.29,2.56,,3.28,0.98,,7.30,0.00,,1,1,,5,0,,8,0,,25,0,,C,A
77,4,88.55,220.05,,13.38,214.69,,14.88,4.43,,5.93,0.92,,14.95,0.00,,1,1,,9,0,,12,0,,63,0,,C,A
78,4,41.86,1397.91,,6.12,1394.48,,7.82,2.54,,3.21,0.87,,7.66,0.00,,1,1,,5,0,,7,0,,27,0,,C,A
79,4,20.43,65.45,,3.95,63.25,,3.26,1.30,,1.74,0.89,,3.74,0.00,,1,1,,2,0,,4,0,,13,0,,C,A
80,4,41.88,262.93,,7.20,259.79,,6.61,2.26,,2.87,0.87,,6.64,0.00,,1,1,,4,0,,8,0,,29,0,,C,A
81,4,51.77,37.62,,4.82,33.68,,9.73,3.06,,4.03,0.87,,9.32,0.00,,1,1,,6,0,,8,0,,37,0,,C,A
82,4,48.41,38.20,,5.76,34.25,,9.48,2.98,,3.76,0.96,,8.75,0.00,,1,1,,6,0,,7,0,,33,0,,C,A
83,4,35.06,778.34,,5.10,774.80,,7.68,2.67,,3.20,0.86,,7.04,0.00,,1,1,,5,0,,5,0,,19,0,,C,A
84,4,53.24,38.06,,6.39,34.14,,10.13,2.88,,3.66,1.03,,9.89,0.00,,1,1,,6,0,,8,0,,37,0,,C,A
85,4,17.72,33.42,,2.87,31.29,,4.27,1.20,,2.20,0.92,,4.14,0.00,,1,1,,3,0,,3,0,,7,0,,C,A
86,4,25.96,32.48,,7.20,30.34,,3.02,1.27,,2.02,0.86,,3.86,0.00,,1,1,,2,0,,5,0,,17,0,,C,A
87,4,76.52,220.34,,8.61,215.02,,15.01,4.39,,5.95,0.91,,13.80,0.00,,1,1,,9,0,,9,0,,51,0,,C,A
88,4,30.78,115.31,,5.64,113.06,,4.24,1.31,,2.23,0.92,,5.65,0.00,,1,1,,3,0,,5,0,,21,0,,C,A
89,4,64.46,45.37,,9.08,41.01,,11.60,3.50,,4.56,0.85,,11.06,0.00,,1,1,,7,0,,11,0,,45,0,,C,A
90,4,61.24,35.21,,12.54,31.24,,9.56,3.06,,4.06,0.90,,10.18,0.00,,1,1,,6,0,,10,0,,41,0,,C,A
91,4,45.79,37.54,,4.08,33.64,,9.26,3.03,,4.12,0.86,,9.68,0.00,,1,1,,6,0,,6,0,,29,0,,C,A
92,4,85.49,343.33,,11.80,338.14,,14.71,4.26,,5.35,0.92,,15.12,0.00,,1,1,,9,0,,11,0,,61,0,,C,A
93,4,47.13,58.37,,5.78,54.56,,9.22,2.92,,4.02,0.87,,9.12,0.00,,1,1,,6,0,,7,0,,31,0,,C,A
94,4,45.13,215.11,,7.10,211.74,,7.52,2.37,,3.41,0.98,,8.37,0.00,,1,1,,5,0,,5,0,,29,0,,C,A
95,4,86.74,131.72,,17.29,126.77,,12.53,4.00,,4.87,0.93,,14.17,0.00,,1,1,,8,0,,13,0,,59,0,,C,A
96,4,30.37,35.93,,7.36,33.77,,4.44,1.24,,2.20,0.90,,4.86,0.00,,1,1,,3,0,,7,0,,19,0,,C,A
97,4,74.14,220.33,,9.46,215.42,,12.79,3.96,,4.99,0.94,,13.21,0.00,,1,1,,8,0,,10,0,,53,0,,C,A
98,4,35.66,435.36,,8.22,433.28,,4.42,1.20,,2.25,0.86,,5.52,0.00,,1,1,,3,0,,8,0,,25,0,,C,A
99,4,44.24,256.21,,4.61,252.28,,9.51,3.01,,3.54,0.90,,9.45,0.00,,1,1,,6,0,,6,0,,27,0,,C,A
100,4,27.86,36.04,,4.65,33.73,,4.36,1.40,,2.53,0.90,,4.78,0.00,,1,1,,3,0,,5,0,,19,0,,C,A
101,4,40.14,116.81,,5.86,113.31,,7.77,2.61,,3.37,0.87,,7.41,0.00,,1,1,,5,0,,5,0,,25,0,,C,A
102,4,68.29,38.12,,7.38,33.40,,12.84,3.79,,4.68,0.92,,12.96,0.00,,1,1,,8,0,,10,0,,49,0,,C,A
103,4,59.05,37.76,,7.65,33.43,,11.43,3.36,,4.35,0.95,,10.79,0.00,,1,1,,7,0,,8,0,,39,0,,C,A
104,4,47.88,117.46,,6.29,113.57,,9.62,2.84,,3.90,1.03,,8.95,0.00,,1,1,,6,0,,6,0,,31,0,,C,A
105,4,17.90,35.73,,2.01,33.47,,2.96,1.29,,1.67,0.95,,3.49,0.00,,1,1,,2,0,,2,0,,12,0,,C,A
106,4,49.16,118.03,,9.83,114.58,,7.70,2.54,,3.17,0.90,,9.04,0.00,,1,1,,5,0,,10,0,,33,0,,C,A
107,4,35.34,224.18,,4.64,220.65,,7.89,2.62,,3.16,0.90,,7.47,0.00,,1,1,,5,0,,5,0,,19,0,,C,A
108,4,28.20,35.87,,5.70,33.56,,4.12,1.37,,2.44,0.92,,4.65,0.00,,1,1,,3,0,,4,0,,19,0,,C,A
109,4,58.14,38.06,,6.71,33.56,,11.36,3.53,,4.49,0.95,,10.68,0.00,,1,1,,7,0,,8,0,,39,0,,C,A
110,4,26.70,96.30,,7.44,94.10,,3.07,1.34,,1.90,0.85,,4.06,0.00,,1,1,,2,0,,7,0,,17,0,,C,A
111,4,57.51,37.32,,8.75,33.41,,9.30,3.00,,4.01,0.89,,9.84,0.00,,1,1,,6,0,,10,0,,41,0,,C,A
112,4,65.28,2757.18,,10.27,2752.51,,11.14,3.53,,4.26,1.12,,12.49,0.00,,1,1,,7,0,,12,0,,43,0,,C,A
113,4,36.46,115.24,,8.44,113.00,,4.43,1.19,,2.22,1.03,,5.71,0.00,,1,1,,3,0,,8,0,,25,0,,C,A
114,4,38.30,33.93,,7.40,31.02,,6.36,1.99,,2.73,0.91,,6.69,0.00,,1,1,,4,0,,8,0,,25,0,,C,A
115,4,53.83,37.58,,6.54,33.66,,9.53,2.98,,3.96,0.90,,10.14,0.00,,1,1,,6,0,,8,0,,37,0,,C,A
116,4,23.33,75.80,,5.45,73.60,,2.99,1.35,,1.92,0.83,,3.52,0.00,,1,1,,2,0,,6,0,,15,0,,C,A
117,4,20.32,87.29,,4.28,85.16,,3.23,1.22,,1.91,0.90,,3.21,0.00,,1,1,,2,0,,5,0,,13,0,,C,A
118,4,15.07,32.61,,3.13,30.46,,3.02,1.24,,1.83,0.90,,2.77,0.00,,1,1,,2,0,,2,0,,7,0,,C,A
119,4,43.79,36.36,,9.20,33.38,,6.10,2.12,,3.01,0.85,,6.85,0.00,,1,1,,4,0,,9,0,,29,0,,C,A
120,4,28.25,61.31,,5.38,59.16,,4.17,1.26,,2.38,0.88,,4.68,0.00,,1,1,,3,0,,5,0,,19,0,,C,A
121,4,47.80,316.64,,9.51,313.34,,7.93,2.42,,3.08,0.87,,8.43,0.00,,1,1,,5,0,,10,0,,31,0,,C,A
122,4,39.21,116.55,,5.12,113.04,,8.08,2.62,,3.23,0.88,,7.30,0.00,,1,1,,5,0,,5,0,,25,0,,C,A
123,4,62.81,116.73,,11.78,112.79,,9.49,2.81,,3.73,1.11,,10.46,0.00,,1,1,,6,0,,9,0,,43,0,,C,A
124,4,37.90,36.97,,6.94,33.88,,6.37,2.14,,2.85,0.94,,6.41,0.00,,1,1,,4,0,,5,0,,25,0,,C,A
125,4,23.68,1011.85,,2.93,1009.80,,4.44,1.15,,2.30,0.89,,4.42,0.00,,1,1,,3,0,,3,0,,14,0,,C,A
126,4,56.44,34.88,,9.56,30.82,,9.07,3.16,,3.75,0.87,,10.25,0.00,,1,1,,6,0,,9,0,,37,0,,C,A
127,4,70.67,37.49,,16.31,33.53,,9.28,2.87,,3.99,1.08,,10.23,0.00,,1,1,,6,0,,11,0,,49,0,,C,A
128,4,19.96,35.62,,2.81,33.51,,4.32,1.26,,2.37,0.83,,3.82,0.00,,1,1,,3,0,,3,0,,11,0,,C,A
129,4,21.03,286.58,,4.60,284.53,,3.25,1.19,,1.79,0.85,,3.50,0.00,,1,1,,2,0,,4,0,,13,0,,C,A
130,4,51.17,38.11,,5.86,33.68,,11.44,3.55,,4.36,0.87,,10.03,0.00,,1,1,,7,0,,7,0,,31,0,,C,A
131,4,42.95,110.61,,8.54,107.52,,6.44,2.18,,2.64,0.90,,7.13,0.00,,1,1,,4,0,,8,0,,29,0,,C,A
132,4,23.16,130.72,,5.68,128.61,,3.24,1.21,,2.00,0.89,,3.57,0.00,,1,1,,2,0,,5,0,,15,0,,C,A
133,4,66.82,37.70,,10.19,33.36,,11.38,3.40,,4.63,0.92,,11.19,0.00,,1,1,,7,0,,12,0,,47,0,,C,A
134,4,48.69,35.37,,6.82,31.46,,9.19,2.99,,3.87,0.90,,9.37,0.00,,1,1,,6,0,,8,0,,31,0,,C,A
135,4,49.61,37.15,,8.27,33.57,,7.75,2.68,,3.40,0.88,,8.65,0.00,,1,1,,5,0,,10,0,,35,0,,C,A
136,4,60.65,35.57,,8.09,31.08,,11.16,3.59,,4.17,0.89,,11.27,0.00,,1,1,,7,0,,9,0,,41,0,,C,A
137,4,78.67,118.89,,9.03,113.66,,14.08,4.23,,5.34,0.99,,14.89,0.00,,1,1,,9,0,,11,0,,57,0,,C,A
138,4,31.00,221.35,,7.89,219.23,,4.19,1.24,,2.25,0.88,,4.88,0.00,,1,1,,3,0,,8,0,,19,0,,C,A
139,4,41.75,288.76,,15.41,286.43,,2.99,1.25,,1.98,1.06,,4.86,0.00,,1,1,,2,0,,7,0,,27,0,,C,A
140,4,78.12,117.94,,12.99,113.28,,12.68,3.62,,4.53,1.03,,13.66,0.00,,1,1,,8,0,,13,0,,55,0,,C,A
141,4,67.76,37.96,,11.32,33.61,,11.18,3.31,,4.22,1.02,,11.84,0.00,,1,1,,7,0,,12,0,,47,0,,C,A
142,4,32.78,34.37,,6.47,31.16,,6.29,2.26,,2.70,0.93,,5.78,0.00,,1,1,,4,0,,5,0,,19,0,,C,A
143,4,78.39,220.10,,11.26,215.34,,13.15,3.87,,4.82,0.88,,13.03,0.00,,1,1,,8,0,,12,0,,57,0,,C,A
144,4,42.12,35.37,,7.71,32.36,,6.74,2.16,,2.70,0.84,,7.26,0.00,,1,1,,4,0,,8,0,,29,0,,C,A
145,4,43.81,116.58,,7.08,113.22,,7.82,2.49,,3.31,0.86,,7.89,0.00,,1,1,,5,0,,6,0,,29,0,,C,A
146,4,34.00,594.92,,3.99,591.40,,7.96,2.43,,3.32,1.07,,6.96,0.00,,1,1,,5,0,,5,0,,19,0,,C,A
147,4,45.95,2687.97,,4.84,2684.04,,9.73,2.88,,3.84,1.03,,8.74,0.00,,1,1,,6,0,,7,0,,29,0,,C,A
148,4,39.34,1021.02,,8.14,1018.02,,6.28,2.18,,2.62,0.81,,7.10,0.00,,1,1,,4,0,,7,0,,25,0,,C,A
149,4,67.54,37.70,,9.85,33.40,,11.61,3.39,,4.75,0.89,,11.18,0.00,,1,1,,7,0,,11,0,,47,0,,C,A
150,4,51.18,36.94,,9.40,33.40,,7.81,2.57,,3.70,0.96,,8.11,0.00,,1,1,,5,0,,10,0,,35,0,,C,A
151,4,74.41,124.71,,12.14,119.87,,12.43,3.80,,4.96,1.02,,13.58,0.00,,1,1,,8,0,,13,0,,51,0,,C,A
152,4,38.97,34.24,,7.55,31.19,,6.36,2.14,,3.14,0.90,,6.77,0.00,,1,1,,4,0,,8,0,,25,0,,C,A
153,4,19.60,35.90,,1.93,33.63,,3.77,1.24,,1.89,1.02,,3.65,0.00,,1,1,,2,0,,2,0,,12,0,,C,A
154,4,12.92,110.25,,2.38,107.93,,3.27,1.31,,1.94,0.99,,2.63,0.00,,1,1,,2,0,,2,0,,5,0,,C,A
155,4,61.65,37.51,,11.07,33.68,,9.49,2.88,,3.78,0.94,,10.31,0.00,,1,1,,6,0,,10,0,,43,0,,C,A
156,4,96.89,39.00,,18.85,33.74,,14.58,4.34,,5.99,0.90,,15.15,0.00,,1,1,,9,0,,14,0,,67,0,,C,A
157,4,45.18,136.18,,9.71,133.18,,6.35,2.10,,2.71,0.89,,7.44,0.00,,1,1,,4,0,,9,0,,31,0,,C,A
158,4,45.78,137.45,,11.09,134.33,,6.25,2.15,,2.62,0.97,,6.84,0.00,,1,1,,4,0,,8,0,,31,0,,C,A
159,4,45.45,342.88,,6.24,339.40,,8.01,2.58,,3.34,0.89,,7.93,0.00,,1,1,,5,0,,5,0,,33,0,,C,A
160,4,34.92,2908.63,,6.26,2905.73,,6.09,1.96,,2.89,0.92,,6.36,0.00,,1,1,,4,0,,5,0,,21,0,,C,A
161,4,38.94,409.73,,5.82,406.24,,8.18,2.54,,3.40,0.93,,7.24,0.00,,1,1,,5,0,,6,0,,23,0,,C,A
162,4,60.99,41.68,,7.47,37.12,,11.72,3.58,,4.90,0.96,,11.52,0.00,,1,1,,7,0,,8,0,,39,0,,C,A
163,4,10.07,45.29,,1.51,42.61,,2.49,1.58,,1.50,1.09,,1.59,0.00,,1,1,,1,0,,1,0,,4,0,,C,A
164,4,24.30,77.44,,6.76,75.30,,3.98,1.27,,2.10,0.85,,3.23,0.00,,1,1,,2,0,,3,0,,13,0,,C,A
165,4,43.74,38.20,,8.92,34.61,,6.46,2.47,,2.71,1.11,,7.18,0.00,,1,1,,4,0,,7,0,,29,0,,C,A
166,4,24.34,99.33,,3.59,97.39,,4.09,1.12,,2.29,0.79,,4.78,0.00,,1,1,,3,0,,5,0,,17,0,,C,A
167,4,31.92,148.45,,6.12,146.10,,5.81,1.39,,3.29,0.95,,4.60,0.00,,1,1,,3,0,,4,0,,17,0,,C,A
168,4,7.60,129.68,,1.00,127.66,,1.81,1.12,,1.23,0.89,,1.44,0.00,,1,1,,1,0,,1,0,,4,0,,C,A
169,4,49.38,1178.82,,8.52,1175.41,,8.42,2.60,,3.45,0.80,,8.88,0.00,,1,1,,6,0,,10,0,,37,0,,C,A
170,4,57.72,75.67,,6.37,71.36,,11.35,3.43,,4.32,0.87,,10.84,0.00,,1,1,,8,0,,9,0,,43,0,,C,A
171,4,23.31,345.15,,5.36,343.13,,3.82,1.18,,2.02,0.83,,4.27,0.00,,1,1,,3,0,,7,0,,15,0,,C,A
172,4,39.33,648.60,,4.73,645.08,,8.65,2.74,,3.61,0.77,,7.82,0.00,,1,1,,6,0,,6,0,,25,0,,C,A
173,4,29.21,32.88,,4.20,30.17,,5.70,1.90,,2.53,0.80,,5.42,0.00,,1,1,,4,0,,5,0,,21,0,,C,A
174,4,43.87,172.05,,7.61,169.00,,7.05,2.20,,2.99,0.84,,7.80,0.00,,1,1,,5,0,,10,0,,33,0,,C,A
175,4,18.31,32.26,,2.91,30.30,,3.86,1.13,,2.08,0.82,,3.51,0.00,,1,1,,3,0,,3,0,,11,0,,C,A
176,4,44.45,103.11,,6.93,99.58,,8.63,2.68,,3.55,0.84,,8.30,0.00,,1,1,,6,0,,8,0,,31,0,,C,A
177,4,35.96,101.44,,4.90,98.33,,7.17,2.27,,2.99,0.83,,7.02,0.00,,1,1,,5,0,,5,0,,25,0,,C,A
178,4,46.46,33.75,,7.61,30.22,,8.68,2.69,,3.49,0.83,,8.00,0.00,,1,1,,6,0,,9,0,,33,0,,C,A
179,4,74.11,34.73,,13.23,30.24,,11.58,3.60,,4.39,0.88,,12.15,0.00,,1,1,,8,0,,12,0,,57,0,,C,A
180,4,35.10,32.99,,7.01,30.23,,5.73,1.94,,2.53,0.80,,5.95,0.00,,1,1,,4,0,,8,0,,25,0,,C,A
181,4,19.25,81.52,,2.71,79.59,,3.81,1.13,,2.07,0.79,,3.80,0.00,,1,1,,3,0,,3,0,,13,0,,C,A
