Trial Number,Complexity Level,Run-time zooming,Run-time non_zooming,Run-time Ratio,Refined Planning Time - zooming,Refined Planning Time - non_zooming,Refined Planning Time - Ratio,Abstract Planning Time - zooming,Abstract Planning Time - non_zooming,Abstract Planning Time - Ratio,Diagnosing - zooming,Diagnosing - non_zooming,Diagnosing - Ratio,Inferring -zooming, Inferring - non_zooming,Inferring - Ratio,# Abstract Plans - zooming,# Abstract Plans - non_zooming,# Abstract Plans - Ratio,# Abstract Actions - zooming,# Abstract Actions - non_zooming,# Abstract Actions - Ratio,# Refined Plans - zooming,# Refined Plans - non_zooming,# Refined Plans - Ratio,# Refined Actions - zooming,# Refined Actions - non_zooming,# Refined Actions - Ratio,Complete Run - zooming,Complete Run - non_zooming
84,8,220.65,,,37.97,,,10.04,,,4.42,,,2.77,,,1,,,5,,,16,,,61,,,C,
85,8,19.83,,,1.50,,,3.86,,,2.23,,,0.81,,,1,,,2,,,2,,,5,,,C,
86,8,159.11,,,16.71,,,12.31,,,5.31,,,3.13,,,1,,,6,,,7,,,45,,,C,
87,8,200.59,,,22.49,,,17.01,,,6.92,,,4.17,,,1,,,8,,,11,,,55,,,C,
88,8,209.89,,,38.75,,,9.97,,,4.36,,,2.72,,,1,,,5,,,12,,,57,,,C,
89,8,152.12,,,32.85,,,5.17,,,2.85,,,1.77,,,1,,,3,,,9,,,41,,,C,
90,8,136.70,,,11.84,,,12.03,,,5.33,,,2.78,,,1,,,6,,,7,,,39,,,C,
91,8,119.79,,,23.96,,,3.85,,,2.26,,,1.10,,,1,,,2,,,13,,,33,,,C,
92,8,122.31,,,16.97,,,9.98,,,4.79,,,2.56,,,1,,,5,,,5,,,33,,,C,
93,8,77.79,,,8.93,,,7.74,,,3.76,,,2.05,,,1,,,4,,,4,,,21,,,C,
94,8,145.54,,,32.15,,,7.78,,,3.74,,,2.11,,,1,,,4,,,6,,,37,,,C,
95,8,265.06,,,50.96,,,12.35,,,5.49,,,3.30,,,1,,,6,,,19,,,71,,,C,
96,8,64.37,,,5.12,,,5.14,,,2.85,,,1.40,,,1,,,3,,,3,,,19,,,C,
97,8,193.42,,,26.93,,,7.89,,,3.62,,,2.02,,,1,,,4,,,18,,,57,,,C,
98,8,181.95,,,40.59,,,5.13,,,2.97,,,1.70,,,1,,,3,,,13,,,49,,,C,
99,8,199.54,,,47.36,,,5.17,,,2.82,,,1.78,,,1,,,3,,,17,,,53,,,C,
100,8,180.70,,,67.83,,,7.78,,,3.69,,,2.12,,,1,,,4,,,7,,,37,,,C,
101,8,216.38,,,26.00,,,14.76,,,6.17,,,3.81,,,1,,,7,,,11,,,61,,,C,
102,8,235.45,,,27.22,,,12.08,,,5.25,,,2.82,,,1,,,6,,,19,,,69,,,C,
103,8,146.72,,,18.67,,,10.07,,,4.50,,,2.70,,,1,,,5,,,7,,,41,,,C,
104,8,170.17,,,35.43,,,7.73,,,3.76,,,2.17,,,1,,,4,,,11,,,45,,,C,
105,8,71.05,,,13.71,,,3.95,,,2.39,,,1.16,,,1,,,2,,,2,,,18,,,C,
106,8,70.44,,,5.94,,,8.06,,,3.73,,,1.93,,,1,,,4,,,4,,,19,,,C,
107,8,108.11,,,11.72,,,7.85,,,3.77,,,1.91,,,1,,,4,,,9,,,31,,,C,
108,8,74.23,,,11.12,,,7.77,,,3.62,,,1.80,,,1,,,4,,,9,,,19,,,C,
109,8,268.34,,,53.87,,,12.34,,,5.25,,,3.28,,,1,,,6,,,20,,,71,,,C,
110,8,113.91,,,24.36,,,3.91,,,2.23,,,1.08,,,1,,,2,,,13,,,31,,,C,
111,8,164.61,,,22.62,,,5.08,,,2.92,,,1.52,,,1,,,3,,,16,,,49,,,C,
112,8,258.23,,,36.96,,,17.04,,,7.04,,,4.32,,,1,,,8,,,12,,,71,,,C,
113,8,371.99,,,68.68,,,19.12,,,7.82,,,5.07,,,1,,,9,,,22,,,99,,,C,
114,8,26.43,,,2.27,,,3.97,,,2.27,,,0.88,,,1,,,2,,,3,,,7,,,C,
115,8,173.95,,,37.08,,,5.22,,,2.95,,,1.77,,,1,,,3,,,14,,,47,,,C,
116,8,178.17,,,24.77,,,12.24,,,5.40,,,3.28,,,1,,,6,,,9,,,49,,,C,
117,8,88.63,,,12.76,,,5.19,,,2.91,,,1.54,,,1,,,3,,,8,,,25,,,C,
118,8,154.71,,,20.97,,,9.97,,,4.57,,,2.60,,,1,,,5,,,9,,,43,,,C,
119,8,106.21,,,11.00,,,10.06,,,4.60,,,2.45,,,1,,,5,,,5,,,29,,,C,
120,8,165.64,,,19.37,,,7.85,,,3.73,,,1.94,,,1,,,4,,,15,,,49,,,C,
121,8,124.88,,,22.95,,,7.83,,,3.79,,,2.13,,,1,,,4,,,6,,,33,,,C,
122,8,150.60,,,19.66,,,5.12,,,2.93,,,1.49,,,1,,,3,,,16,,,45,,,C,
123,8,299.57,,,41.97,,,21.97,,,8.86,,,5.40,,,1,,,10,,,15,,,81,,,C,
124,8,180.49,,,34.50,,,7.83,,,3.60,,,2.28,,,1,,,4,,,14,,,49,,,C,
125,8,213.07,,,29.74,,,7.73,,,3.62,,,2.11,,,1,,,4,,,19,,,63,,,C,
126,8,180.97,,,49.97,,,5.31,,,2.78,,,1.56,,,1,,,3,,,17,,,45,,,C,
127,8,116.82,,,16.87,,,10.04,,,4.45,,,2.59,,,1,,,5,,,7,,,31,,,C,
128,8,153.00,,,24.99,,,10.11,,,4.47,,,2.58,,,1,,,5,,,10,,,41,,,C,
129,8,201.99,,,23.32,,,12.17,,,5.19,,,2.88,,,1,,,6,,,13,,,59,,,C,
130,8,234.61,,,55.51,,,7.69,,,3.62,,,2.30,,,1,,,4,,,18,,,61,,,C,
131,8,114.13,,,14.01,,,9.92,,,4.32,,,2.54,,,1,,,5,,,5,,,31,,,C,
132,8,52.37,,,4.31,,,5.22,,,2.99,,,1.27,,,1,,,3,,,3,,,15,,,C,
133,8,106.01,,,15.02,,,7.75,,,3.67,,,1.97,,,1,,,4,,,10,,,29,,,C,
134,8,214.51,,,23.86,,,12.14,,,5.30,,,2.83,,,1,,,6,,,17,,,63,,,C,
135,8,124.50,,,12.22,,,7.97,,,3.75,,,1.82,,,1,,,4,,,9,,,37,,,C,
136,8,144.23,,,26.16,,,7.58,,,3.75,,,2.07,,,1,,,4,,,10,,,39,,,C,
137,8,47.87,,,4.86,,,5.16,,,2.84,,,1.44,,,1,,,3,,,5,,,13,,,C,
138,8,179.42,,,16.56,,,14.37,,,6.08,,,3.64,,,1,,,7,,,9,,,51,,,C,
139,8,125.09,,,16.54,,,5.35,,,2.93,,,1.48,,,1,,,3,,,10,,,37,,,C,
140,8,212.97,,,27.75,,,12.07,,,5.15,,,3.36,,,1,,,6,,,14,,,61,,,C,
141,8,171.92,,,17.18,,,9.94,,,4.44,,,2.33,,,1,,,5,,,13,,,51,,,C,
142,8,170.63,,,19.23,,,7.81,,,3.67,,,1.95,,,1,,,4,,,16,,,51,,,C,
143,8,220.52,,,72.17,,,10.04,,,4.29,,,2.77,,,1,,,5,,,9,,,49,,,C,
144,8,150.05,,,15.40,,,14.64,,,6.09,,,3.56,,,1,,,7,,,7,,,41,,,C,
145,8,132.15,,,13.78,,,7.85,,,3.65,,,1.82,,,1,,,4,,,8,,,39,,,C,
146,8,119.04,,,18.30,,,7.62,,,3.71,,,2.16,,,1,,,4,,,7,,,33,,,C,
147,8,246.64,,,40.57,,,14.63,,,6.03,,,3.72,,,1,,,7,,,14,,,67,,,C,
148,8,180.81,,,32.17,,,10.01,,,4.53,,,2.70,,,1,,,5,,,10,,,49,,,C,
149,8,181.89,,,32.72,,,10.06,,,4.27,,,2.68,,,1,,,5,,,11,,,49,,,C,
150,8,141.10,,,17.50,,,7.79,,,3.62,,,1.87,,,1,,,4,,,9,,,41,,,C,
151,8,87.38,,,9.29,,,10.13,,,4.46,,,2.45,,,1,,,5,,,5,,,23,,,C,
152,8,271.81,,,44.70,,,14.47,,,6.08,,,3.72,,,1,,,7,,,13,,,75,,,C,
153,8,132.50,,,14.87,,,7.72,,,3.64,,,1.82,,,1,,,4,,,15,,,39,,,C,
154,8,48.12,,,4.91,,,5.15,,,2.95,,,1.48,,,1,,,3,,,5,,,13,,,C,
155,8,141.03,,,11.23,,,11.90,,,5.23,,,2.76,,,1,,,6,,,8,,,41,,,C,
156,8,198.48,,,36.99,,,7.72,,,3.71,,,2.20,,,1,,,4,,,17,,,55,,,C,
157,8,223.26,,,45.85,,,7.80,,,3.70,,,2.23,,,1,,,4,,,17,,,61,,,C,
158,8,251.09,,,39.62,,,14.37,,,6.03,,,3.91,,,1,,,7,,,13,,,69,,,C,
159,8,175.55,,,26.86,,,9.99,,,4.42,,,2.68,,,1,,,5,,,14,,,49,,,C,
160,8,159.05,,,18.38,,,14.47,,,6.15,,,3.58,,,1,,,7,,,7,,,43,,,C,
161,8,121.73,,,12.50,,,12.28,,,5.38,,,3.03,,,1,,,6,,,6,,,33,,,C,
162,8,146.88,,,22.87,,,7.64,,,3.56,,,2.11,,,1,,,4,,,9,,,39,,,C,
163,8,187.17,,,23.78,,,12.06,,,5.24,,,3.13,,,1,,,6,,,13,,,53,,,C,
164,8,244.68,,,47.50,,,12.13,,,5.34,,,3.33,,,1,,,6,,,19,,,65,,,C,
165,8,107.73,,,18.79,,,3.75,,,2.22,,,0.99,,,1,,,2,,,9,,,31,,,C,
166,8,149.72,,,19.83,,,7.84,,,3.52,,,2.14,,,1,,,4,,,11,,,43,,,C,
167,8,186.61,,,32.65,,,10.27,,,4.43,,,2.53,,,1,,,5,,,15,,,51,,,C,
168,8,188.61,,,16.42,,,14.50,,,6.11,,,3.29,,,1,,,7,,,9,,,55,,,C,
169,8,319.39,,,47.74,,,21.77,,,8.80,,,5.27,,,1,,,10,,,16,,,87,,,C,
170,8,86.03,,,11.19,,,5.07,,,2.85,,,1.55,,,1,,,3,,,7,,,25,,,C,
171,8,237.86,,,36.79,,,14.61,,,6.17,,,3.68,,,1,,,7,,,13,,,65,,,C,
172,8,78.01,,,13.21,,,5.10,,,2.91,,,1.51,,,1,,,3,,,6,,,21,,,C,
173,8,102.48,,,19.06,,,3.87,,,2.23,,,1.12,,,1,,,2,,,11,,,29,,,C,
174,8,287.86,,,37.94,,,21.80,,,8.79,,,5.20,,,1,,,10,,,15,,,79,,,C,
175,8,169.98,,,29.52,,,7.79,,,3.71,,,2.18,,,1,,,4,,,10,,,47,,,C,
176,8,167.20,,,19.66,,,9.94,,,4.51,,,2.29,,,1,,,5,,,11,,,49,,,C,
177,8,233.09,,,31.97,,,11.93,,,5.21,,,2.99,,,1,,,6,,,12,,,67,,,C,
178,8,51.61,,,6.26,,,3.79,,,2.26,,,1.03,,,1,,,2,,,2,,,14,,,C,
179,8,155.48,,,16.17,,,7.80,,,3.69,,,1.88,,,1,,,4,,,14,,,47,,,C,
180,8,387.97,,,70.51,,,19.20,,,7.93,,,5.03,,,1,,,9,,,23,,,105,,,C,
181,8,236.53,,,36.17,,,14.37,,,6.18,,,3.78,,,1,,,7,,,17,,,65,,,C,
182,8,161.62,,,15.51,,,12.02,,,5.18,,,2.78,,,1,,,6,,,10,,,47,,,C,
183,8,190.14,,,45.15,,,7.80,,,3.71,,,2.12,,,1,,,4,,,16,,,49,,,C,
184,8,215.20,,,48.14,,,7.75,,,3.75,,,2.28,,,1,,,4,,,15,,,57,,,C,
185,8,106.46,,,11.27,,,7.78,,,3.73,,,1.88,,,1,,,4,,,4,,,31,,,C,
186,8,119.29,,,18.06,,,7.71,,,3.68,,,2.10,,,1,,,4,,,7,,,33,,,C,
187,8,197.71,,,34.24,,,12.23,,,5.25,,,3.21,,,1,,,6,,,11,,,53,,,C,
188,8,164.77,,,26.49,,,9.86,,,4.43,,,2.61,,,1,,,5,,,10,,,45,,,C,
189,8,127.77,,,11.52,,,9.99,,,4.47,,,2.57,,,1,,,5,,,9,,,37,,,C,
190,8,98.09,,,7.75,,,7.63,,,3.68,,,2.06,,,1,,,4,,,7,,,29,,,C,
191,8,215.08,,,25.93,,,14.33,,,5.90,,,3.84,,,1,,,7,,,12,,,61,,,C,
192,8,205.75,,,29.55,,,16.72,,,6.89,,,4.16,,,1,,,8,,,10,,,55,,,C,
193,8,127.23,,,24.89,,,5.06,,,2.92,,,1.59,,,1,,,3,,,10,,,35,,,C,
194,8,255.60,,,54.43,,,12.02,,,5.19,,,3.25,,,1,,,6,,,18,,,67,,,C,
195,8,145.29,,,34.66,,,3.86,,,2.20,,,1.21,,,1,,,2,,,14,,,39,,,C,
196,8,129.33,,,15.72,,,5.12,,,2.87,,,1.41,,,1,,,3,,,14,,,39,,,C,
197,8,168.69,,,26.59,,,9.90,,,4.51,,,2.69,,,1,,,5,,,10,,,43,,,C,
198,8,128.07,,,15.65,,,5.07,,,2.80,,,1.41,,,1,,,3,,,14,,,39,,,C,
199,8,302.07,,,45.30,,,18.98,,,7.82,,,4.93,,,1,,,9,,,14,,,83,,,C,
200,8,134.29,,,20.68,,,5.28,,,2.92,,,1.64,,,1,,,3,,,13,,,39,,,C,
