Trial Number,Complexity Level,Run-time zooming,Run-time non_zooming,Run-time Ratio,Planning Time - zooming,Planning Time - non_zooming,Planning Time - Ratio,# Abstract Plans - zooming,# Abstract Plans - non_zooming,# Abstract Plans - Ratio,# Abstract Actions - zooming,# Abstract Actions - non_zooming,# Abstract Actions - Ratio,# Refined Plans - zooming,# Refined Plans - non_zooming,# Refined Plans - Ratio,# Refined Actions - zooming,# Refined Actions - non_zooming,# Refined Actions - Ratio,Complete Run - zooming,Complete Run - non_zooming
106,2,13.78,17.68,1.28,10.97,14.55,1.33,1,1,1.00,4,4,1.00,5,5,1.00,15,15,1.00,C,C
107,2,13.62,17.34,1.27,11.83,15.62,1.32,1,1,1.00,4,4,1.00,4,4,1.00,9,9,1.00,C,C
108,2,11.03,11.79,1.07,8.70,9.66,1.11,1,1,1.00,3,3,1.00,4,4,1.00,11,11,1.00,C,C
109,2,8.09,8.58,1.06,6.32,6.94,1.10,1,1,1.00,2,2,1.00,3,3,1.00,9,9,1.00,C,C
110,2,9.13,10.34,1.13,7.85,9.08,1.16,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
111,2,12.80,14.45,1.13,10.61,12.43,1.17,1,1,1.00,4,4,1.00,4,4,1.00,11,11,1.00,C,C
112,2,10.14,11.56,1.14,8.08,9.47,1.17,1,1,1.00,3,3,1.00,4,4,1.00,11,11,1.00,C,C
113,2,9.83,12.35,1.26,8.17,10.70,1.31,1,1,1.00,3,3,1.00,4,4,1.00,9,9,1.00,C,C
114,2,16.49,19.01,1.15,14.04,16.89,1.20,1,1,1.00,5,5,1.00,5,5,1.00,11,11,1.00,C,C
115,2,7.86,8.10,1.03,6.64,6.90,1.04,1,1,1.00,2,2,1.00,3,3,1.00,7,7,1.00,C,C
116,2,12.92,14.77,1.14,10.80,12.69,1.18,1,1,1.00,4,4,1.00,4,4,1.00,11,11,1.00,C,C
117,2,15.10,16.68,1.10,12.85,14.64,1.14,1,1,1.00,5,5,1.00,5,5,1.00,11,11,1.00,C,C
118,2,15.50,22.07,1.42,13.28,19.87,1.50,1,1,1.00,5,5,1.00,5,5,1.00,11,11,1.00,C,C
119,2,14.03,19.36,1.38,11.07,16.35,1.48,1,1,1.00,4,4,1.00,5,5,1.00,15,15,1.00,C,C
120,2,7.86,8.68,1.10,6.44,7.32,1.14,1,1,1.00,2,2,1.00,3,3,1.00,7,7,1.00,C,C
121,2,4.63,4.84,1.05,3.81,3.96,1.04,1,1,1.00,1,1,1.00,1,1,1.00,4,4,1.00,C,C
122,2,20.45,26.72,1.31,17.32,23.72,1.37,1,1,1.00,6,6,1.00,6,6,1.00,15,15,1.00,C,C
123,2,11.46,13.34,1.16,8.78,10.33,1.18,1,1,1.00,3,3,1.00,4,4,1.00,13,13,1.00,C,C
124,2,11.18,12.39,1.11,8.66,9.98,1.15,1,1,1.00,3,3,1.00,4,4,1.00,13,13,1.00,C,C
125,2,10.15,10.73,1.06,8.26,9.01,1.09,1,1,1.00,3,3,1.00,3,3,1.00,9,9,1.00,C,C
126,2,7.41,8.07,1.09,6.19,6.85,1.11,1,1,1.00,2,2,1.00,3,3,1.00,7,7,1.00,C,C
127,2,7.29,7.44,1.02,6.40,6.61,1.03,1,1,1.00,2,2,1.00,2,2,1.00,4,4,1.00,C,C
128,2,7.47,8.20,1.10,6.00,7.00,1.17,1,1,1.00,2,2,1.00,2,2,1.00,6,6,1.00,C,C
129,2,17.62,18.80,1.07,14.34,15.78,1.10,1,1,1.00,5,5,1.00,6,6,1.00,15,15,1.00,C,C
130,2,6.97,7.44,1.07,6.08,6.60,1.09,1,1,1.00,2,2,1.00,2,2,1.00,4,4,1.00,C,C
131,2,7.40,7.98,1.08,6.13,6.68,1.09,1,1,1.00,2,2,1.00,2,2,1.00,7,7,1.00,C,C
132,2,17.85,20.46,1.15,14.18,17.20,1.21,1,1,1.00,5,5,1.00,6,6,1.00,17,17,1.00,C,C
133,2,7.45,6.99,0.94,6.53,6.18,0.95,1,1,1.00,2,2,1.00,2,2,1.00,4,4,1.00,C,C
134,2,9.05,10.56,1.17,7.78,9.32,1.20,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
135,2,12.17,13.76,1.13,10.44,12.19,1.17,1,1,1.00,4,4,1.00,4,4,1.00,9,9,1.00,C,C
136,2,6.64,7.59,1.14,5.82,6.79,1.17,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
137,2,6.52,8.70,1.34,5.68,7.36,1.30,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
138,2,18.12,19.91,1.10,14.58,16.52,1.13,1,1,1.00,5,5,1.00,6,6,1.00,17,17,1.00,C,C
139,2,12.48,14.66,1.17,10.75,12.94,1.20,1,1,1.00,4,4,1.00,4,4,1.00,9,9,1.00,C,C
140,2,14.09,19.63,1.39,11.52,17.10,1.48,1,1,1.00,4,4,1.00,5,5,1.00,13,13,1.00,C,C
141,2,14.18,15.51,1.09,11.64,12.93,1.11,1,1,1.00,4,4,1.00,5,5,1.00,13,13,1.00,C,C
142,2,13.43,15.32,1.14,11.13,13.15,1.18,1,1,1.00,4,4,1.00,4,4,1.00,11,11,1.00,C,C
143,2,13.36,15.50,1.16,11.15,13.40,1.20,1,1,1.00,4,4,1.00,4,4,1.00,11,11,1.00,C,C
144,2,7.82,8.46,1.08,6.50,7.14,1.10,1,1,1.00,2,2,1.00,3,3,1.00,7,7,1.00,C,C
145,2,14.57,19.79,1.36,11.53,16.70,1.45,1,1,1.00,4,4,1.00,5,5,1.00,15,15,1.00,C,C
146,2,7.11,8.62,1.21,5.83,7.34,1.26,1,1,1.00,2,2,1.00,2,2,1.00,7,7,1.00,C,C
147,2,9.41,10.16,1.08,8.12,8.92,1.10,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
148,2,14.58,16.79,1.15,11.60,13.79,1.19,1,1,1.00,4,4,1.00,5,5,1.00,15,15,1.00,C,C
149,2,15.94,18.33,1.15,13.79,16.15,1.17,1,1,1.00,5,5,1.00,5,5,1.00,11,11,1.00,C,C
150,2,9.44,11.25,1.19,8.17,10.02,1.23,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
151,2,10.62,11.76,1.11,8.36,9.66,1.16,1,1,1.00,3,3,1.00,4,4,1.00,11,11,1.00,C,C
152,2,15.77,17.17,1.09,13.60,15.04,1.11,1,1,1.00,5,5,1.00,5,5,1.00,11,11,1.00,C,C
153,2,10.44,12.13,1.16,8.75,10.43,1.19,1,1,1.00,3,3,1.00,4,4,1.00,9,9,1.00,C,C
154,2,8.15,9.62,1.18,6.42,7.88,1.23,1,1,1.00,2,2,1.00,3,3,1.00,9,9,1.00,C,C
155,2,16.30,21.80,1.34,13.61,19.27,1.42,1,1,1.00,5,5,1.00,5,5,1.00,13,13,1.00,C,C
156,2,11.05,12.51,1.13,8.49,9.98,1.18,1,1,1.00,3,3,1.00,4,4,1.00,13,13,1.00,C,C
157,2,10.67,12.01,1.13,8.51,9.88,1.16,1,1,1.00,3,3,1.00,4,4,1.00,11,11,1.00,C,C
158,2,6.67,7.37,1.11,5.81,6.54,1.12,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
159,2,9.85,10.78,1.09,8.06,9.10,1.13,1,1,1.00,3,3,1.00,3,3,1.00,9,9,1.00,C,C
160,2,11.23,13.04,1.16,8.57,10.52,1.23,1,1,1.00,3,3,1.00,4,4,1.00,13,13,1.00,C,C
161,2,4.68,4.87,1.04,3.77,4.00,1.06,1,1,1.00,1,1,1.00,1,1,1.00,4,4,1.00,C,C
162,2,9.43,10.24,1.09,8.08,8.99,1.11,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
163,2,9.92,11.52,1.16,8.15,9.83,1.20,1,1,1.00,3,3,1.00,3,3,1.00,9,9,1.00,C,C
164,2,17.63,19.64,1.11,14.16,16.26,1.15,1,1,1.00,5,5,1.00,6,6,1.00,17,17,1.00,C,C
165,2,10.62,12.57,1.18,8.52,10.47,1.23,1,1,1.00,3,3,1.00,4,4,1.00,11,11,1.00,C,C
166,2,11.04,12.33,1.12,8.49,9.77,1.15,1,1,1.00,3,3,1.00,4,4,1.00,13,13,1.00,C,C
167,2,10.29,11.46,1.11,8.50,9.73,1.14,1,1,1.00,3,3,1.00,4,4,1.00,9,9,1.00,C,C
168,2,9.47,10.59,1.12,8.11,9.29,1.15,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
169,2,9.87,11.47,1.16,8.12,9.75,1.20,1,1,1.00,3,3,1.00,3,3,1.00,9,9,1.00,C,C
170,2,14.61,16.84,1.15,11.53,13.87,1.20,1,1,1.00,4,4,1.00,5,5,1.00,15,15,1.00,C,C
171,2,13.19,15.28,1.16,11.06,13.20,1.19,1,1,1.00,4,4,1.00,4,4,1.00,11,11,1.00,C,C
172,2,9.25,10.26,1.11,7.91,9.00,1.14,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
173,2,6.78,8.59,1.27,5.90,7.69,1.30,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
174,2,11.00,13.18,1.20,8.43,10.62,1.26,1,1,1.00,3,3,1.00,4,4,1.00,13,13,1.00,C,C
175,2,17.02,19.76,1.16,14.03,16.79,1.20,1,1,1.00,5,5,1.00,6,6,1.00,15,15,1.00,C,C
176,2,9.78,11.30,1.16,8.07,9.64,1.19,1,1,1.00,3,3,1.00,3,3,1.00,9,9,1.00,C,C
177,2,9.22,13.52,1.47,7.98,12.25,1.53,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
178,2,12.78,18.01,1.41,10.98,16.33,1.49,1,1,1.00,4,4,1.00,4,4,1.00,9,9,1.00,C,C
179,2,6.74,8.38,1.24,5.86,7.54,1.29,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
180,2,14.18,20.02,1.41,11.57,17.49,1.51,1,1,1.00,4,4,1.00,5,5,1.00,13,13,1.00,C,C
181,2,7.60,8.40,1.10,6.33,7.12,1.12,1,1,1.00,2,2,1.00,3,3,1.00,7,7,1.00,C,C
182,2,6.69,7.44,1.11,5.82,6.53,1.12,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
183,2,10.78,11.70,1.09,8.54,9.64,1.13,1,1,1.00,3,3,1.00,4,4,1.00,11,11,1.00,C,C
184,2,14.17,16.11,1.14,11.52,13.56,1.18,1,1,1.00,4,4,1.00,5,5,1.00,13,13,1.00,C,C
185,2,14.62,19.36,1.32,11.59,16.33,1.41,1,1,1.00,4,4,1.00,5,5,1.00,15,15,1.00,C,C
186,2,7.72,8.57,1.11,6.40,7.31,1.14,1,1,1.00,2,2,1.00,3,3,1.00,7,7,1.00,C,C
187,2,9.46,10.17,1.07,8.20,8.93,1.09,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
188,2,13.08,18.94,1.45,10.86,16.84,1.55,1,1,1.00,4,4,1.00,4,4,1.00,11,11,1.00,C,C
189,2,12.71,14.70,1.16,10.93,13.01,1.19,1,1,1.00,4,4,1.00,4,4,1.00,9,9,1.00,C,C
190,2,14.09,16.43,1.17,11.47,13.82,1.20,1,1,1.00,4,4,1.00,5,5,1.00,13,13,1.00,C,C
191,2,6.84,7.14,1.04,5.96,6.31,1.06,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
192,2,4.54,4.81,1.06,3.70,3.97,1.07,1,1,1.00,1,1,1.00,1,1,1.00,4,4,1.00,C,C
193,2,13.93,16.53,1.19,11.33,13.98,1.23,1,1,1.00,4,4,1.00,5,5,1.00,13,13,1.00,C,C
194,2,11.15,13.32,1.19,8.53,10.69,1.25,1,1,1.00,3,3,1.00,4,4,1.00,13,13,1.00,C,C
195,2,6.80,8.37,1.23,5.90,7.47,1.27,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
196,2,7.62,8.39,1.10,6.38,7.16,1.12,1,1,1.00,2,2,1.00,3,3,1.00,7,7,1.00,C,C
197,2,10.00,10.61,1.06,8.34,8.92,1.07,1,1,1.00,3,3,1.00,3,3,1.00,9,9,1.00,C,C
198,2,8.01,8.92,1.11,6.34,7.24,1.14,1,1,1.00,2,2,1.00,3,3,1.00,9,9,1.00,C,C
199,2,7.23,8.21,1.13,5.92,6.93,1.17,1,1,1.00,2,2,1.00,2,2,1.00,7,7,1.00,C,C
200,2,16.07,17.46,1.09,13.42,14.88,1.11,1,1,1.00,5,5,1.00,5,5,1.00,13,13,1.00,C,C
