Trial Number,Complexity Level,Run-time zooming,Run-time non_zooming,Run-time Ratio,Planning Time - zooming,Planning Time - non_zooming,Planning Time - Ratio,# Abstract Plans - zooming,# Abstract Plans - non_zooming,# Abstract Plans - Ratio,# Abstract Actions - zooming,# Abstract Actions - non_zooming,# Abstract Actions - Ratio,# Refined Plans - zooming,# Refined Plans - non_zooming,# Refined Plans - Ratio,# Refined Actions - zooming,# Refined Actions - non_zooming,# Refined Actions - Ratio,Complete Run - zooming,Complete Run - non_zooming
36,6,93.89,301.01,3.21,47.27,209.70,4.44,1,1,1.00,6,0,0.00,6,0,0.00,37,0,0.00,C,T
37,6,135.08,246.56,1.83,65.19,246.54,3.78,1,1,1.00,7,0,0.00,14,0,0.00,63,0,0.00,C,A
38,6,169.11,301.01,1.78,86.94,5.69,0.07,1,1,1.00,8,0,0.00,13,0,0.00,63,0,0.00,C,T
39,6,93.17,301.01,3.23,42.61,229.79,5.39,1,1,1.00,4,0,0.00,13,0,0.00,43,0,0.00,C,T
40,6,71.41,301.01,4.22,35.70,223.73,6.27,1,1,1.00,4,0,0.00,4,0,0.00,31,0,0.00,C,T
41,6,68.24,214.42,3.14,35.98,214.41,5.96,1,1,1.00,3,0,0.00,8,1,0.12,29,0,0.00,C,A
42,6,56.23,301.01,5.35,26.35,2.25,0.09,1,1,1.00,3,0,0.00,7,0,0.00,27,0,0.00,C,T
43,6,64.67,233.67,3.61,29.53,233.66,7.91,1,1,1.00,3,0,0.00,10,1,0.10,31,0,0.00,C,A
44,6,49.58,301.01,6.07,26.36,3.13,0.12,1,1,1.00,4,0,0.00,5,0,0.00,21,0,0.00,C,T
45,6,76.31,184.00,2.41,35.85,183.99,5.13,1,1,1.00,4,0,0.00,10,1,0.10,35,0,0.00,C,A
46,6,78.87,223.46,2.83,38.38,223.45,5.82,1,1,1.00,4,1,0.25,8,1,0.12,35,0,0.00,C,A
47,6,78.81,198.45,2.52,38.25,198.44,5.19,1,1,1.00,5,1,0.20,10,1,0.10,35,0,0.00,C,A
48,6,90.39,301.01,3.33,44.92,2.39,0.05,1,1,1.00,3,0,0.00,12,0,0.00,37,0,0.00,C,T
49,6,119.00,301.01,2.53,62.45,4.45,0.07,1,1,1.00,7,0,0.00,7,0,0.00,41,0,0.00,C,T
50,6,92.14,223.56,2.43,46.95,223.55,4.76,1,1,1.00,5,1,0.20,12,1,0.08,41,0,0.00,C,A
51,6,87.31,301.01,3.45,40.76,212.89,5.22,1,1,1.00,5,0,0.00,7,0,0.00,41,0,0.00,C,T
52,6,92.93,301.01,3.24,48.78,3.63,0.07,1,1,1.00,5,0,0.00,6,0,0.00,39,0,0.00,C,T
53,6,110.03,218.53,1.99,54.05,218.52,4.04,1,1,1.00,5,0,0.00,12,1,0.08,49,0,0.00,C,A
54,6,124.01,301.01,2.43,60.64,216.59,3.57,1,1,1.00,5,0,0.00,12,0,0.00,55,0,0.00,C,T
55,6,91.07,301.01,3.31,46.46,215.30,4.63,1,1,1.00,5,0,0.00,9,0,0.00,39,0,0.00,C,T
56,6,25.33,301.01,11.88,13.83,212.09,15.34,1,1,1.00,1,0,0.00,1,0,0.00,10,0,0.00,C,T
57,6,47.61,223.59,4.70,23.59,223.58,9.48,1,1,1.00,3,0,0.00,7,0,0.00,21,0,0.00,C,A
58,6,106.00,216.71,2.04,48.66,216.70,4.45,1,1,1.00,5,1,0.20,12,1,0.08,49,0,0.00,C,A
59,6,109.50,202.43,1.85,54.55,202.42,3.71,1,1,1.00,5,0,0.00,15,1,0.07,47,0,0.00,C,A
60,6,85.78,219.34,2.56,39.88,219.32,5.50,1,1,1.00,5,0,0.00,9,0,0.00,39,0,0.00,C,A
61,6,45.24,301.01,6.65,20.92,2.35,0.11,1,1,1.00,2,0,0.00,7,0,0.00,21,0,0.00,C,T
62,6,68.65,301.01,4.38,32.57,216.17,6.64,1,1,1.00,4,0,0.00,6,0,0.00,31,0,0.00,C,T
63,6,85.63,242.54,2.83,46.83,242.53,5.18,1,1,1.00,7,0,0.00,7,1,0.14,33,0,0.00,C,A
64,6,69.10,301.01,4.36,33.46,216.90,6.48,1,1,1.00,3,0,0.00,9,0,0.00,31,0,0.00,C,T
65,6,110.68,219.13,1.98,54.12,219.12,4.05,1,1,1.00,5,0,0.00,12,1,0.08,49,0,0.00,C,A
66,6,85.26,301.01,3.53,42.57,3.20,0.08,1,1,1.00,4,0,0.00,10,0,0.00,37,0,0.00,C,T
67,6,113.35,301.01,2.66,55.18,249.18,4.52,1,1,1.00,6,0,0.00,9,0,0.00,49,0,0.00,C,T
68,6,115.64,301.01,2.60,54.59,229.59,4.21,1,1,1.00,4,0,0.00,9,0,0.00,45,0,0.00,C,T
69,6,114.54,301.01,2.63,54.03,241.20,4.46,1,1,1.00,4,0,0.00,11,0,0.00,43,0,0.00,C,T
70,6,181.62,217.40,1.20,86.98,217.39,2.50,1,1,1.00,9,0,0.00,15,1,0.07,79,0,0.00,C,A
71,6,111.63,301.01,2.70,53.18,208.16,3.91,1,1,1.00,5,0,0.00,14,0,0.00,53,0,0.00,C,T
72,6,93.02,301.01,3.24,42.29,215.85,5.10,1,1,1.00,4,0,0.00,9,0,0.00,45,0,0.00,C,T
73,6,93.42,301.01,3.22,42.60,213.55,5.01,1,1,1.00,5,0,0.00,9,0,0.00,45,0,0.00,C,T
74,6,46.63,301.01,6.46,25.02,212.11,8.48,1,1,1.00,2,0,0.00,2,0,0.00,18,0,0.00,C,T
75,6,72.28,301.01,4.16,36.24,2.18,0.06,1,1,1.00,3,0,0.00,9,0,0.00,33,0,0.00,C,T
76,6,94.51,301.01,3.18,48.33,220.50,4.56,1,1,1.00,6,0,0.00,6,0,0.00,39,0,0.00,C,T
77,6,36.28,301.01,8.30,20.35,2.15,0.11,1,1,1.00,3,0,0.00,5,0,0.00,15,0,0.00,C,T
78,6,60.55,231.60,3.82,30.63,231.59,7.56,1,1,1.00,3,1,0.33,7,1,0.14,25,0,0.00,C,A
79,6,56.64,301.01,5.31,26.59,2.17,0.08,1,1,1.00,3,0,0.00,7,0,0.00,27,0,0.00,C,T
80,6,101.50,301.01,2.97,49.26,217.02,4.41,1,1,1.00,4,0,0.00,11,0,0.00,45,0,0.00,C,T
81,6,86.32,301.01,3.49,40.12,212.25,5.29,1,1,1.00,5,0,0.00,8,0,0.00,41,0,0.00,C,T
82,6,112.77,214.74,1.90,57.25,214.73,3.75,1,1,1.00,8,0,0.00,8,1,0.12,49,0,0.00,C,A
83,6,100.91,212.10,2.10,52.46,212.09,4.04,1,1,1.00,4,0,0.00,14,1,0.07,43,0,0.00,C,A
84,6,89.65,301.01,3.36,42.04,213.70,5.08,1,1,1.00,4,0,0.00,9,0,0.00,43,0,0.00,C,T
85,6,63.80,301.01,4.72,31.57,2.19,0.07,1,1,1.00,3,0,0.00,8,0,0.00,29,0,0.00,C,T
86,6,82.86,301.01,3.63,40.25,210.51,5.23,1,1,1.00,5,0,0.00,6,0,0.00,37,0,0.00,C,T
87,6,80.40,215.15,2.68,38.54,215.14,5.58,1,1,1.00,4,0,0.00,12,1,0.08,37,0,0.00,C,A
88,6,118.97,301.01,2.53,57.44,214.41,3.73,1,1,1.00,4,0,0.00,15,0,0.00,53,0,0.00,C,T
89,6,121.39,301.01,2.48,60.56,4.15,0.07,1,1,1.00,6,0,0.00,12,0,0.00,53,0,0.00,C,T
90,6,97.83,216.95,2.22,45.35,216.94,4.78,1,1,1.00,5,0,0.00,11,1,0.09,47,0,0.00,C,A
91,6,58.10,301.01,5.18,30.75,3.00,0.10,1,1,1.00,4,0,0.00,9,0,0.00,25,0,0.00,C,T
92,6,129.92,301.01,2.32,58.85,211.07,3.59,1,1,1.00,6,0,0.00,16,0,0.00,63,0,0.00,C,T
93,6,71.74,301.01,4.20,37.33,2.99,0.08,1,1,1.00,4,0,0.00,6,0,0.00,31,0,0.00,C,T
94,6,68.14,301.01,4.42,35.37,3.67,0.10,1,1,1.00,5,0,0.00,6,0,0.00,29,0,0.00,C,T
95,6,119.51,214.21,1.79,56.15,214.20,3.81,1,1,1.00,6,0,0.00,13,1,0.08,55,0,0.00,C,A
96,6,65.51,301.01,4.60,32.62,2.19,0.07,1,1,1.00,2,0,0.00,10,0,0.00,29,0,0.00,C,T
97,6,73.43,301.01,4.10,37.65,3.56,0.09,1,1,1.00,5,0,0.00,7,0,0.00,31,0,0.00,C,T
98,6,126.17,301.01,2.39,60.99,214.50,3.52,1,1,1.00,6,0,0.00,14,0,0.00,57,0,0.00,C,T
99,6,72.43,223.81,3.09,36.40,223.80,6.15,1,1,1.00,5,0,0.00,5,1,0.20,31,0,0.00,C,A
100,6,128.32,301.01,2.35,61.00,213.38,3.50,1,1,1.00,6,0,0.00,13,0,0.00,59,0,0.00,C,T
101,6,61.10,301.01,4.93,32.89,3.59,0.11,1,1,1.00,5,0,0.00,5,0,0.00,25,0,0.00,C,T
102,6,115.37,301.01,2.61,54.30,213.52,3.93,1,1,1.00,7,0,0.00,9,0,0.00,53,0,0.00,C,T
103,6,46.75,301.01,6.44,23.59,210.45,8.92,1,1,1.00,3,0,0.00,4,0,0.00,21,0,0.00,C,T
104,6,67.92,301.01,4.43,34.81,3.17,0.09,1,1,1.00,4,0,0.00,7,0,0.00,29,0,0.00,C,T
105,6,81.34,213.59,2.63,40.55,213.58,5.27,1,1,1.00,6,0,0.00,6,1,0.17,35,0,0.00,C,A
106,6,70.95,221.25,3.12,35.72,221.24,6.19,1,1,1.00,3,0,0.00,8,1,0.12,31,0,0.00,C,A
107,6,138.21,301.01,2.18,69.83,215.47,3.09,1,1,1.00,7,0,0.00,12,0,0.00,59,0,0.00,C,T
108,6,64.16,301.01,4.69,33.88,3.07,0.09,1,1,1.00,4,0,0.00,8,0,0.00,27,0,0.00,C,T
109,6,56.61,301.01,5.32,30.82,213.26,6.92,1,1,1.00,4,0,0.00,4,0,0.00,23,0,0.00,C,T
110,6,80.65,301.01,3.73,38.55,211.78,5.49,1,1,1.00,5,0,0.00,7,0,0.00,37,0,0.00,C,T
111,6,94.11,301.01,3.20,45.10,211.16,4.68,1,1,1.00,4,0,0.00,13,0,0.00,43,0,0.00,C,T
112,6,98.45,301.01,3.06,46.89,212.90,4.54,1,1,1.00,6,0,0.00,8,0,0.00,45,0,0.00,C,T
113,6,78.70,212.78,2.70,38.13,212.77,5.58,1,1,1.00,4,0,0.00,8,1,0.12,35,0,0.00,C,A
114,6,105.29,215.52,2.05,51.12,215.51,4.22,1,1,1.00,7,0,0.00,8,1,0.12,47,0,0.00,C,A
115,6,77.10,198.82,2.58,38.79,198.81,5.13,1,1,1.00,4,0,0.00,10,1,0.10,33,0,0.00,C,A
116,6,124.01,301.01,2.43,63.43,213.26,3.36,1,1,1.00,6,0,0.00,14,0,0.00,53,0,0.00,C,T
117,6,173.62,301.01,1.73,79.69,216.19,2.71,1,1,1.00,9,0,0.00,15,0,0.00,81,0,0.00,C,T
118,6,126.40,301.01,2.38,60.04,212.88,3.55,1,1,1.00,5,0,0.00,15,0,0.00,57,0,0.00,C,T
119,6,95.03,301.01,3.17,50.08,4.21,0.08,1,1,1.00,6,0,0.00,9,0,0.00,39,0,0.00,C,T
120,6,49.07,301.01,6.13,25.51,2.23,0.09,1,1,1.00,2,0,0.00,9,0,0.00,21,0,0.00,C,T
121,6,117.33,301.01,2.57,58.45,212.00,3.63,1,1,1.00,6,0,0.00,11,0,0.00,51,0,0.00,C,T
122,6,184.20,301.01,1.63,89.84,216.00,2.40,1,1,1.00,7,0,0.00,18,0,0.00,81,0,0.00,C,T
123,6,74.52,216.04,2.90,36.99,216.03,5.84,1,1,1.00,4,0,0.00,9,1,0.11,33,0,0.00,C,A
124,6,100.42,301.01,3.00,48.56,214.99,4.43,1,1,1.00,4,0,0.00,10,0,0.00,45,0,0.00,C,T
125,6,42.78,301.01,7.04,21.95,2.23,0.10,1,1,1.00,2,0,0.00,7,0,0.00,19,0,0.00,C,T
126,6,59.49,301.01,5.06,31.00,2.29,0.07,1,1,1.00,2,0,0.00,12,0,0.00,25,0,0.00,C,T
127,6,53.86,301.01,5.59,25.12,2.24,0.09,1,1,1.00,2,0,0.00,11,0,0.00,25,0,0.00,C,T
128,6,93.46,301.01,3.22,44.12,213.34,4.84,1,1,1.00,4,0,0.00,11,0,0.00,43,0,0.00,C,T
129,6,106.91,214.77,2.01,50.93,214.75,4.22,1,1,1.00,5,0,0.00,14,1,0.07,49,0,0.00,C,A
130,6,92.39,301.01,3.26,47.93,213.72,4.46,1,1,1.00,6,0,0.00,8,0,0.00,39,0,0.00,C,T
131,6,82.07,199.70,2.43,41.50,199.69,4.81,1,1,1.00,5,0,0.00,8,1,0.12,35,0,0.00,C,A
132,6,116.39,219.11,1.88,56.94,219.10,3.85,1,1,1.00,6,0,0.00,13,1,0.08,51,0,0.00,C,A
133,6,134.00,217.31,1.62,60.93,217.30,3.57,1,1,1.00,7,0,0.00,16,1,0.06,63,0,0.00,C,A
134,6,111.56,301.01,2.70,50.53,214.21,4.24,1,1,1.00,6,0,0.00,9,0,0.00,53,0,0.00,C,T
135,6,78.80,183.30,2.33,37.09,183.29,4.94,1,1,1.00,4,0,0.00,9,1,0.11,37,0,0.00,C,A
136,6,98.40,301.01,3.06,47.03,213.74,4.54,1,1,1.00,4,0,0.00,14,0,0.00,45,0,0.00,C,T
137,6,63.82,301.01,4.72,30.90,2.25,0.07,1,1,1.00,2,0,0.00,11,0,0.00,29,0,0.00,C,T
138,6,125.48,301.01,2.40,57.58,215.06,3.73,1,1,1.00,5,0,0.00,15,0,0.00,59,0,0.00,C,T
139,6,154.35,301.01,1.95,73.61,214.90,2.92,1,1,1.00,7,0,0.00,13,0,0.00,69,0,0.00,C,T
140,6,84.31,198.44,2.35,39.48,198.43,5.03,1,1,1.00,4,0,0.00,13,1,0.08,39,0,0.00,C,A
141,6,76.53,185.35,2.42,38.57,185.34,4.81,1,1,1.00,5,0,0.00,6,1,0.17,33,0,0.00,C,A
142,6,88.74,301.01,3.39,43.88,2.17,0.05,1,1,1.00,3,0,0.00,13,0,0.00,39,0,0.00,C,T
143,6,140.97,301.01,2.14,70.40,4.62,0.07,1,1,1.00,7,0,0.00,13,0,0.00,61,0,0.00,C,T
144,6,111.63,301.01,2.70,50.54,210.84,4.17,1,1,1.00,5,0,0.00,11,0,0.00,53,0,0.00,C,T
145,6,64.11,301.01,4.70,31.42,2.16,0.07,1,1,1.00,2,0,0.00,11,0,0.00,29,0,0.00,C,T
146,6,156.88,301.01,1.92,81.04,212.11,2.62,1,1,1.00,6,0,0.00,17,0,0.00,65,0,0.00,C,T
147,6,80.30,198.17,2.47,37.52,198.16,5.28,1,1,1.00,4,0,0.00,9,1,0.11,37,0,0.00,C,A
148,6,141.36,215.35,1.52,70.02,215.34,3.08,1,1,1.00,7,0,0.00,12,1,0.08,61,0,0.00,C,A
149,6,97.48,301.01,3.09,45.74,3.60,0.08,1,1,1.00,5,0,0.00,10,0,0.00,45,0,0.00,C,T
150,6,118.71,301.01,2.54,57.12,213.67,3.74,1,1,1.00,8,0,0.00,8,0,0.00,53,0,0.00,C,T
151,6,106.62,301.01,2.82,49.78,212.25,4.26,1,1,1.00,5,0,0.00,12,0,0.00,49,0,0.00,C,T
152,6,116.44,216.56,1.86,52.37,216.55,4.14,1,1,1.00,6,0,0.00,13,1,0.08,55,0,0.00,C,A
153,6,62.22,199.51,3.21,34.02,199.49,5.86,1,1,1.00,5,0,0.00,8,1,0.12,25,0,0.00,C,A
154,6,55.34,301.01,5.44,27.31,2.20,0.08,1,1,1.00,2,0,0.00,9,0,0.00,25,0,0.00,C,T
155,6,170.71,227.75,1.33,78.13,227.74,2.92,1,1,1.00,9,0,0.00,15,1,0.07,79,0,0.00,C,A
156,6,65.20,301.01,4.62,32.60,2.17,0.07,1,1,1.00,2,0,0.00,10,0,0.00,29,0,0.00,C,T
157,6,153.44,301.01,1.96,73.37,215.35,2.93,1,1,1.00,8,0,0.00,11,0,0.00,69,0,0.00,C,T
158,6,82.62,190.25,2.30,39.94,190.24,4.76,1,1,1.00,3,0,0.00,12,1,0.08,37,0,0.00,C,A
159,6,49.89,301.01,6.03,26.42,3.13,0.12,1,1,1.00,4,0,0.00,5,0,0.00,21,0,0.00,C,T
160,6,112.56,301.01,2.67,55.56,214.29,3.86,1,1,1.00,6,0,0.00,9,0,0.00,49,0,0.00,C,T
161,6,139.91,301.01,2.15,69.27,215.26,3.11,1,1,1.00,5,0,0.00,15,0,0.00,61,0,0.00,C,T
162,6,92.47,301.01,3.26,45.80,215.32,4.70,1,1,1.00,5,0,0.00,8,0,0.00,41,0,0.00,C,T
163,6,80.83,199.87,2.47,40.72,199.86,4.91,1,1,1.00,6,0,0.00,7,1,0.14,35,0,0.00,C,A
164,6,47.64,214.59,4.50,24.06,214.58,8.92,1,1,1.00,3,0,0.00,7,1,0.14,21,0,0.00,C,A
165,6,89.34,199.62,2.23,46.58,199.60,4.29,1,1,1.00,6,0,0.00,7,1,0.14,37,0,0.00,C,A
166,6,93.50,214.22,2.29,47.00,214.21,4.56,1,1,1.00,3,0,0.00,13,1,0.08,41,0,0.00,C,A
167,6,99.03,301.01,3.04,48.08,212.39,4.42,1,1,1.00,4,0,0.00,15,0,0.00,45,0,0.00,C,T
168,6,140.87,215.30,1.53,67.40,215.28,3.19,1,1,1.00,9,0,0.00,10,1,0.10,63,0,0.00,C,A
169,6,113.77,301.01,2.65,57.27,3.16,0.06,1,1,1.00,4,0,0.00,15,0,0.00,49,0,0.00,C,T
170,6,164.43,301.01,1.83,78.97,213.44,2.70,1,1,1.00,8,0,0.00,18,0,0.00,73,0,0.00,C,T
171,6,91.76,301.01,3.28,45.20,3.19,0.07,1,1,1.00,4,0,0.00,12,0,0.00,41,0,0.00,C,T
172,6,81.07,216.36,2.67,38.31,216.35,5.65,1,1,1.00,5,0,0.00,8,1,0.12,37,0,0.00,C,A
173,6,60.27,301.01,4.99,29.29,212.42,7.25,1,1,1.00,3,0,0.00,7,0,0.00,27,0,0.00,C,T
174,6,154.70,200.75,1.30,76.71,200.73,2.62,1,1,1.00,8,0,0.00,14,1,0.07,67,0,0.00,C,A
175,6,136.03,301.01,2.21,66.04,213.99,3.24,1,1,1.00,8,0,0.00,10,0,0.00,61,0,0.00,C,T
176,6,74.90,301.01,4.02,37.65,211.67,5.62,1,1,1.00,3,0,0.00,8,0,0.00,33,0,0.00,C,T
177,6,84.75,301.01,3.55,44.45,3.47,0.08,1,1,1.00,4,0,0.00,13,0,0.00,35,0,0.00,C,T
178,6,147.38,301.01,2.04,70.93,214.86,3.03,1,1,1.00,7,0,0.00,13,0,0.00,65,0,0.00,C,T
179,6,18.78,184.21,9.81,11.53,184.20,15.97,1,1,1.00,2,0,0.00,2,1,0.50,7,0,0.00,C,A
180,6,137.73,301.01,2.19,66.45,216.38,3.26,1,1,1.00,8,0,0.00,10,0,0.00,61,0,0.00,C,T
181,6,82.63,216.33,2.62,37.75,216.32,5.73,1,1,1.00,4,1,0.25,13,1,0.08,39,0,0.00,C,A
182,6,62.00,223.85,3.61,30.96,223.84,7.23,1,1,1.00,3,0,0.00,7,1,0.14,27,0,0.00,C,A
183,6,119.56,301.01,2.52,59.03,214.46,3.63,1,1,1.00,5,0,0.00,10,0,0.00,53,0,0.00,C,T
184,6,57.89,301.01,5.20,27.40,2.20,0.08,1,1,1.00,3,0,0.00,7,0,0.00,27,0,0.00,C,T
185,6,57.13,301.01,5.27,28.57,2.25,0.08,1,1,1.00,3,0,0.00,8,0,0.00,25,0,0.00,C,T
186,6,91.24,212.76,2.33,44.10,212.75,4.82,1,1,1.00,4,0,0.00,13,1,0.08,41,0,0.00,C,A
187,6,123.01,211.78,1.72,55.94,211.77,3.79,1,1,1.00,6,0,0.00,16,1,0.06,59,0,0.00,C,A
188,6,86.74,195.11,2.25,44.44,195.10,4.39,1,1,1.00,5,1,0.20,12,1,0.08,37,0,0.00,C,A
189,6,106.47,301.01,2.83,47.41,211.33,4.46,1,1,1.00,5,0,0.00,14,0,0.00,51,0,0.00,C,T
190,6,82.11,301.01,3.67,40.72,3.02,0.07,1,1,1.00,4,0,0.00,10,0,0.00,37,0,0.00,C,T
191,6,146.62,301.01,2.05,67.39,210.12,3.12,1,1,1.00,8,0,0.00,12,0,0.00,69,0,0.00,C,T
192,6,109.04,301.01,2.76,53.60,3.59,0.07,1,1,1.00,5,0,0.00,13,0,0.00,49,0,0.00,C,T
193,6,132.81,301.01,2.27,63.49,209.83,3.30,1,1,1.00,6,0,0.00,13,0,0.00,61,0,0.00,C,T
194,6,75.88,301.01,3.97,38.02,213.03,5.60,1,1,1.00,5,0,0.00,5,0,0.00,33,0,0.00,C,T
195,6,79.25,301.01,3.80,40.39,3.03,0.08,1,1,1.00,4,0,0.00,8,0,0.00,35,0,0.00,C,T
196,6,98.21,301.01,3.06,49.46,2.16,0.04,1,1,1.00,3,0,0.00,14,0,0.00,43,0,0.00,C,T
197,6,64.76,181.26,2.80,32.68,181.25,5.55,1,1,1.00,3,0,0.00,8,1,0.12,29,0,0.00,C,A
198,6,101.00,301.01,2.98,51.90,208.38,4.02,1,1,1.00,4,0,0.00,13,0,0.00,43,0,0.00,C,T
199,6,87.26,218.41,2.50,42.05,218.40,5.19,1,1,1.00,4,0,0.00,12,1,0.08,41,0,0.00,C,A
200,6,83.08,301.01,3.62,38.39,208.84,5.44,1,1,1.00,4,0,0.00,11,0,0.00,39,0,0.00,C,T
