Trial Number,Complexity Level,Run-time zooming,Run-time non_zooming,Run-time Ratio,Planning Time - zooming,Planning Time - non_zooming,Planning Time - Ratio,# Abstract Plans - zooming,# Abstract Plans - non_zooming,# Abstract Plans - Ratio,# Abstract Actions - zooming,# Abstract Actions - non_zooming,# Abstract Actions - Ratio,# Refined Plans - zooming,# Refined Plans - non_zooming,# Refined Plans - Ratio,# Refined Actions - zooming,# Refined Actions - non_zooming,# Refined Actions - Ratio,Complete Run - zooming,Complete Run - non_zooming
23,7,167.31,301.01,1.80,81.80,4.45,0.05,1,1,1.00,7,0,0.00,11,0,0.00,63,0,0.00,C,T
24,7,145.70,301.01,2.07,77.22,3.42,0.04,1,1,1.00,4,0,0.00,10,0,0.00,43,0,0.00,C,T
25,7,157.29,301.01,1.91,72.05,4.16,0.06,1,1,1.00,5,0,0.00,16,0,0.00,53,0,0.00,C,T
26,7,156.90,301.01,1.92,80.47,2.56,0.03,1,1,1.00,3,0,0.00,14,0,0.00,47,0,0.00,C,T
27,7,114.57,301.01,2.63,51.88,2.46,0.05,1,1,1.00,3,0,0.00,14,0,0.00,39,0,0.00,C,T
28,7,47.77,301.01,6.30,24.29,2.50,0.10,1,1,1.00,2,0,0.00,3,0,0.00,15,0,0.00,C,T
29,7,125.06,301.01,2.41,57.74,2.56,0.04,1,1,1.00,3,0,0.00,13,0,0.00,43,0,0.00,C,T
30,7,67.25,301.01,4.48,33.29,2.37,0.07,1,1,1.00,3,0,0.00,3,0,0.00,23,0,0.00,C,T
31,7,267.20,301.01,1.13,197.02,3.03,0.02,1,1,1.00,4,0,0.00,13,0,0.00,53,0,0.00,C,T
32,7,125.76,301.01,2.39,58.21,2.99,0.05,1,1,1.00,4,0,0.00,16,0,0.00,51,0,0.00,C,T
33,7,101.20,301.01,2.97,47.08,2.98,0.06,1,1,1.00,4,0,0.00,14,0,0.00,41,0,0.00,C,T
34,7,191.71,301.01,1.57,102.22,3.87,0.04,1,1,1.00,6,0,0.00,19,0,0.00,67,0,0.00,C,T
35,7,108.05,301.02,2.79,58.53,4.02,0.07,1,1,1.00,6,0,0.00,7,0,0.00,35,0,0.00,C,T
36,7,132.27,301.01,2.28,70.48,2.96,0.04,1,1,1.00,4,0,0.00,17,0,0.00,45,0,0.00,C,T
37,7,147.88,301.01,2.04,79.42,3.20,0.04,1,1,1.00,4,0,0.00,17,0,0.00,51,0,0.00,C,T
38,7,98.72,301.01,3.05,51.78,3.26,0.06,1,1,1.00,4,0,0.00,12,0,0.00,35,0,0.00,C,T
39,7,69.58,301.01,4.33,36.04,3.27,0.09,1,1,1.00,4,0,0.00,6,0,0.00,25,0,0.00,C,T
40,7,198.89,301.01,1.51,98.01,5.38,0.05,1,1,1.00,8,0,0.00,17,0,0.00,73,0,0.00,C,T
41,7,53.79,301.01,5.60,28.71,2.34,0.08,1,1,1.00,3,0,0.00,3,0,0.00,19,0,0.00,C,T
42,7,138.00,301.01,2.18,67.53,3.91,0.06,1,1,1.00,5,0,0.00,9,0,0.00,51,0,0.00,C,T
43,7,162.12,301.01,1.86,74.59,3.86,0.05,1,1,1.00,5,0,0.00,19,0,0.00,63,0,0.00,C,T
44,7,99.96,301.01,3.01,50.35,3.79,0.08,1,1,1.00,4,0,0.00,9,0,0.00,33,0,0.00,C,T
45,7,134.09,301.01,2.24,69.71,3.78,0.05,1,1,1.00,5,0,0.00,13,0,0.00,47,0,0.00,C,T
46,7,120.66,301.01,2.49,64.55,3.25,0.05,1,1,1.00,4,0,0.00,13,0,0.00,41,0,0.00,C,T
47,7,158.34,301.01,1.90,71.02,4.23,0.06,1,1,1.00,6,0,0.00,15,0,0.00,63,0,0.00,C,T
48,7,142.57,301.01,2.11,69.33,3.71,0.05,1,1,1.00,5,0,0.00,15,0,0.00,53,0,0.00,C,T
49,7,108.55,301.01,2.77,52.62,4.32,0.08,1,1,1.00,6,0,0.00,7,0,0.00,41,0,0.00,C,T
50,7,175.67,301.01,1.71,80.25,4.69,0.06,1,1,1.00,7,0,0.00,18,0,0.00,69,0,0.00,C,T
51,7,109.91,301.01,2.74,59.70,2.35,0.04,1,1,1.00,2,0,0.00,16,0,0.00,37,0,0.00,C,T
52,7,142.45,301.01,2.11,78.89,2.32,0.03,1,1,1.00,3,0,0.00,18,0,0.00,47,0,0.00,C,T
53,7,176.78,301.01,1.70,90.33,4.74,0.05,1,1,1.00,7,0,0.00,16,0,0.00,63,0,0.00,C,T
54,7,156.04,301.01,1.93,72.27,4.25,0.06,1,1,1.00,6,0,0.00,12,0,0.00,61,0,0.00,C,T
55,7,51.08,301.01,5.89,28.19,3.34,0.12,1,1,1.00,4,0,0.00,4,0,0.00,17,0,0.00,C,T
56,7,183.65,301.01,1.64,91.78,3.72,0.04,1,1,1.00,5,0,0.00,15,0,0.00,67,0,0.00,C,T
57,7,117.85,301.01,2.55,60.20,2.31,0.04,1,1,1.00,3,0,0.00,15,0,0.00,43,0,0.00,C,T
58,7,184.64,301.01,1.63,96.11,4.36,0.05,1,1,1.00,6,0,0.00,19,0,0.00,65,0,0.00,C,T
59,7,70.41,301.01,4.28,39.86,2.46,0.06,1,1,1.00,3,0,0.00,3,0,0.00,23,0,0.00,C,T
60,7,78.79,301.02,3.82,37.75,2.32,0.06,1,1,1.00,3,0,0.00,13,0,0.00,31,0,0.00,C,T
61,7,197.34,301.01,1.53,103.98,4.41,0.04,1,1,1.00,7,0,0.00,19,0,0.00,69,0,0.00,C,T
62,7,205.79,301.01,1.46,101.05,4.85,0.05,1,1,1.00,8,0,0.00,18,0,0.00,77,0,0.00,C,T
63,7,39.46,301.01,7.63,20.13,2.18,0.11,1,1,1.00,3,0,0.00,4,0,0.00,15,0,0.00,C,T
64,7,84.65,301.01,3.56,43.26,3.96,0.09,1,1,1.00,6,0,0.00,6,0,0.00,31,0,0.00,C,T
65,7,143.15,301.01,2.10,76.23,2.16,0.03,1,1,1.00,3,0,0.00,18,0,0.00,51,0,0.00,C,T
66,7,101.94,301.01,2.95,47.20,3.91,0.08,1,1,1.00,6,0,0.00,7,0,0.00,41,0,0.00,C,T
67,7,112.20,301.01,2.68,57.06,4.62,0.08,1,1,1.00,7,0,0.00,8,0,0.00,41,0,0.00,C,T
68,7,158.38,301.01,1.90,79.43,4.42,0.06,1,1,1.00,7,0,0.00,12,0,0.00,59,0,0.00,C,T
69,7,138.17,301.01,2.18,70.50,3.91,0.06,1,1,1.00,6,0,0.00,10,0,0.00,51,0,0.00,C,T
70,7,128.82,301.01,2.34,58.92,3.42,0.06,1,1,1.00,5,0,0.00,17,0,0.00,53,0,0.00,C,T
71,7,60.23,301.01,5.00,30.34,2.94,0.10,1,1,1.00,4,0,0.00,4,0,0.00,23,0,0.00,C,T
72,7,196.39,301.01,1.53,99.41,4.84,0.05,1,1,1.00,8,0,0.00,13,0,0.00,73,0,0.00,C,T
73,7,132.00,301.01,2.28,62.10,3.45,0.06,1,1,1.00,5,0,0.00,12,0,0.00,53,0,0.00,C,T
74,7,84.66,301.01,3.56,38.72,2.13,0.06,1,1,1.00,3,0,0.00,8,0,0.00,35,0,0.00,C,T
75,7,96.60,301.01,3.12,49.58,3.38,0.07,1,1,1.00,5,0,0.00,9,0,0.00,35,0,0.00,C,T
76,7,114.28,301.01,2.63,54.99,3.58,0.07,1,1,1.00,5,0,0.00,8,0,0.00,45,0,0.00,C,T
77,7,94.73,301.01,3.18,45.62,3.52,0.08,1,1,1.00,5,0,0.00,7,0,0.00,37,0,0.00,C,T
78,7,97.69,301.01,3.08,52.16,2.08,0.04,1,1,1.00,3,0,0.00,6,0,0.00,35,0,0.00,C,T
79,7,46.65,301.01,6.45,21.95,2.23,0.10,1,1,1.00,2,0,0.00,6,0,0.00,19,0,0.00,C,T
80,7,91.69,301.01,3.28,42.67,3.41,0.08,1,1,1.00,5,0,0.00,7,0,0.00,37,0,0.00,C,T
81,7,147.43,301.01,2.04,67.17,3.79,0.06,1,1,1.00,6,0,0.00,13,0,0.00,61,0,0.00,C,T
82,7,56.44,301.02,5.33,29.32,2.12,0.07,1,1,1.00,2,0,0.00,9,0,0.00,21,0,0.00,C,T
83,7,218.85,301.01,1.38,108.51,4.91,0.05,1,1,1.00,8,0,0.00,22,0,0.00,83,0,0.00,C,T
84,7,145.52,301.01,2.07,75.96,3.05,0.04,1,1,1.00,4,0,0.00,13,0,0.00,53,0,0.00,C,T
85,7,182.30,301.01,1.65,93.35,3.39,0.04,1,1,1.00,5,0,0.00,20,0,0.00,67,0,0.00,C,T
86,7,194.50,301.01,1.55,98.64,3.42,0.03,1,1,1.00,5,0,0.00,19,0,0.00,73,0,0.00,C,T
87,7,154.93,301.01,1.94,76.61,3.45,0.05,1,1,1.00,5,0,0.00,17,0,0.00,59,0,0.00,C,T
88,7,148.10,301.01,2.03,67.11,3.91,0.06,1,1,1.00,6,0,0.00,14,0,0.00,61,0,0.00,C,T
89,7,92.04,301.01,3.27,43.20,3.06,0.07,1,1,1.00,4,0,0.00,6,0,0.00,37,0,0.00,C,T
90,7,13.49,301.01,22.31,8.10,2.06,0.25,1,1,1.00,1,0,0.00,1,0,0.00,4,0,0.00,C,T
91,7,100.06,301.01,3.01,51.51,2.07,0.04,1,1,1.00,3,0,0.00,9,0,0.00,37,0,0.00,C,T
92,7,93.55,301.01,3.22,45.02,2.82,0.06,1,1,1.00,4,0,0.00,6,0,0.00,37,0,0.00,C,T
93,7,174.77,301.01,1.72,91.23,5.03,0.06,1,1,1.00,8,0,0.00,12,0,0.00,63,0,0.00,C,T
94,7,52.49,301.01,5.73,28.30,2.06,0.07,1,1,1.00,3,0,0.00,3,0,0.00,18,0,0.00,C,T
95,7,48.57,301.01,6.20,24.00,2.05,0.09,1,1,1.00,3,0,0.00,7,0,0.00,19,0,0.00,C,T
96,7,102.08,301.01,2.95,75.20,2.10,0.03,1,1,1.00,3,0,0.00,7,0,0.00,21,0,0.00,C,T
97,7,197.65,301.01,1.52,90.43,4.42,0.05,1,1,1.00,7,0,0.00,21,0,0.00,81,0,0.00,C,T
98,7,191.91,301.01,1.57,87.28,4.35,0.05,1,1,1.00,7,0,0.00,21,0,0.00,79,0,0.00,C,T
99,7,129.72,301.01,2.32,65.62,2.92,0.04,1,1,1.00,4,0,0.00,14,0,0.00,49,0,0.00,C,T
100,7,135.71,301.01,2.22,73.02,3.47,0.05,1,1,1.00,5,0,0.00,11,0,0.00,47,0,0.00,C,T
101,7,111.92,301.01,2.69,53.49,3.02,0.06,1,1,1.00,4,0,0.00,10,0,0.00,45,0,0.00,C,T
102,7,160.02,301.01,1.88,78.41,4.92,0.06,1,1,1.00,8,0,0.00,11,0,0.00,61,0,0.00,C,T
103,7,61.28,301.01,4.91,34.57,2.20,0.06,1,1,1.00,2,0,0.00,2,0,0.00,20,0,0.00,C,T
104,7,74.34,301.01,4.05,38.79,3.44,0.09,1,1,1.00,5,0,0.00,5,0,0.00,27,0,0.00,C,T
105,7,56.67,301.01,5.31,31.97,2.98,0.09,1,1,1.00,4,0,0.00,5,0,0.00,19,0,0.00,C,T
106,7,113.10,301.01,2.66,53.70,2.97,0.06,1,1,1.00,4,0,0.00,12,0,0.00,45,0,0.00,C,T
107,7,236.69,301.01,1.27,117.43,5.28,0.05,1,1,1.00,9,0,0.00,20,0,0.00,89,0,0.00,C,T
108,7,116.54,301.01,2.58,58.11,2.95,0.05,1,1,1.00,4,0,0.00,13,0,0.00,45,0,0.00,C,T
109,7,157.46,301.01,1.91,71.12,3.87,0.05,1,1,1.00,6,0,0.00,14,0,0.00,65,0,0.00,C,T
110,7,199.38,301.01,1.51,102.29,4.02,0.04,1,1,1.00,6,0,0.00,21,0,0.00,73,0,0.00,C,T
111,7,100.54,301.01,2.99,49.14,3.00,0.06,1,1,1.00,4,0,0.00,7,0,0.00,39,0,0.00,C,T
112,7,54.25,301.01,5.55,29.35,2.12,0.07,1,1,1.00,3,0,0.00,9,0,0.00,19,0,0.00,C,T
113,7,97.50,301.01,3.09,48.41,3.87,0.08,1,1,1.00,6,0,0.00,6,0,0.00,37,0,0.00,C,T
114,7,89.50,301.01,3.36,46.30,3.14,0.07,1,1,1.00,4,0,0.00,9,0,0.00,33,0,0.00,C,T
115,7,86.05,301.01,3.50,42.82,3.53,0.08,1,1,1.00,5,0,0.00,5,0,0.00,33,0,0.00,C,T
116,7,202.95,301.01,1.48,101.49,4.36,0.04,1,1,1.00,7,0,0.00,19,0,0.00,77,0,0.00,C,T
117,7,121.06,301.01,2.49,56.76,2.98,0.05,1,1,1.00,4,0,0.00,18,0,0.00,49,0,0.00,C,T
118,7,140.45,301.01,2.14,78.79,2.07,0.03,1,1,1.00,3,0,0.00,17,0,0.00,47,0,0.00,C,T
119,7,109.72,301.01,2.74,53.09,3.51,0.07,1,1,1.00,5,0,0.00,9,0,0.00,43,0,0.00,C,T
120,7,129.28,301.01,2.33,66.80,3.00,0.04,1,1,1.00,4,0,0.00,14,0,0.00,47,0,0.00,C,T
121,7,150.42,301.01,2.00,72.04,4.83,0.07,1,1,1.00,8,0,0.00,9,0,0.00,59,0,0.00,C,T
122,7,101.89,301.01,2.95,53.14,2.94,0.06,1,1,1.00,4,0,0.00,10,0,0.00,37,0,0.00,C,T
123,7,78.54,301.01,3.83,35.56,2.11,0.06,1,1,1.00,3,0,0.00,8,0,0.00,33,0,0.00,C,T
124,7,125.49,301.01,2.40,57.97,3.00,0.05,1,1,1.00,4,0,0.00,15,0,0.00,51,0,0.00,C,T
125,7,198.59,301.01,1.52,90.20,4.48,0.05,1,1,1.00,7,0,0.00,21,0,0.00,81,0,0.00,C,T
126,7,169.32,301.01,1.78,81.20,4.51,0.06,1,1,1.00,7,0,0.00,17,0,0.00,67,0,0.00,C,T
127,7,187.45,301.01,1.61,87.54,4.84,0.06,1,1,1.00,8,0,0.00,14,0,0.00,75,0,0.00,C,T
128,7,135.10,301.01,2.23,62.37,3.41,0.05,1,1,1.00,5,0,0.00,13,0,0.00,55,0,0.00,C,T
129,7,96.40,301.01,3.12,49.87,3.00,0.06,1,1,1.00,4,0,0.00,9,0,0.00,35,0,0.00,C,T
130,7,164.33,301.01,1.83,87.16,2.10,0.02,1,1,1.00,3,0,0.00,16,0,0.00,59,0,0.00,C,T
131,7,214.15,301.01,1.41,111.89,4.92,0.04,1,1,1.00,8,0,0.00,14,0,0.00,77,0,0.00,C,T
132,7,161.92,301.01,1.86,75.24,3.86,0.05,1,1,1.00,6,0,0.00,12,0,0.00,65,0,0.00,C,T
133,7,149.24,301.01,2.02,69.10,3.99,0.06,1,1,1.00,6,0,0.00,18,0,0.00,61,0,0.00,C,T
134,7,218.23,301.01,1.38,134.60,3.52,0.03,1,1,1.00,5,0,0.00,20,0,0.00,63,0,0.00,C,T
135,7,199.78,301.01,1.51,92.09,5.38,0.06,1,1,1.00,9,0,0.00,20,0,0.00,81,0,0.00,C,T
136,7,85.55,301.01,3.52,42.13,2.10,0.05,1,1,1.00,3,0,0.00,7,0,0.00,33,0,0.00,C,T
137,7,135.79,301.01,2.22,63.38,3.97,0.06,1,1,1.00,6,0,0.00,9,0,0.00,55,0,0.00,C,T
138,7,163.26,301.01,1.84,73.71,4.39,0.06,1,1,1.00,7,0,0.00,17,0,0.00,67,0,0.00,C,T
139,7,215.64,301.01,1.40,107.88,5.37,0.05,1,1,1.00,9,0,0.00,15,0,0.00,81,0,0.00,C,T
140,7,86.84,301.01,3.47,41.14,3.48,0.08,1,1,1.00,5,0,0.00,7,0,0.00,35,0,0.00,C,T
141,7,210.62,301.02,1.43,105.98,3.73,0.04,1,1,1.00,6,0,0.00,19,0,0.00,79,0,0.00,C,T
142,7,82.21,301.01,3.66,36.75,2.17,0.06,1,1,1.00,3,0,0.00,9,0,0.00,35,0,0.00,C,T
143,7,137.35,301.01,2.19,83.24,3.34,0.04,1,1,1.00,5,0,0.00,6,0,0.00,41,0,0.00,C,T
144,7,147.96,301.02,2.03,73.52,4.02,0.05,1,1,1.00,5,0,0.00,13,0,0.00,53,0,0.00,C,T
145,7,179.66,301.01,1.68,91.80,3.87,0.04,1,1,1.00,6,0,0.00,19,0,0.00,67,0,0.00,C,T
146,7,103.14,301.01,2.92,51.48,3.68,0.07,1,1,1.00,5,0,0.00,9,0,0.00,39,0,0.00,C,T
147,7,108.45,301.01,2.78,49.49,2.05,0.04,1,1,1.00,3,0,0.00,14,0,0.00,45,0,0.00,C,T
148,7,180.46,301.01,1.67,83.49,4.40,0.05,1,1,1.00,7,0,0.00,13,0,0.00,73,0,0.00,C,T
149,7,110.41,301.01,2.73,50.73,3.05,0.06,1,1,1.00,4,0,0.00,11,0,0.00,45,0,0.00,C,T
150,7,161.91,301.02,1.86,74.88,4.27,0.06,1,1,1.00,7,0,0.00,15,0,0.00,65,0,0.00,C,T
151,7,180.33,301.01,1.67,91.94,4.05,0.04,1,1,1.00,6,0,0.00,19,0,0.00,67,0,0.00,C,T
152,7,118.54,301.01,2.54,61.64,2.91,0.05,1,1,1.00,4,0,0.00,17,0,0.00,43,0,0.00,C,T
153,7,61.93,301.01,4.86,32.19,2.09,0.06,1,1,1.00,2,0,0.00,9,0,0.00,23,0,0.00,C,T
154,7,146.40,301.01,2.06,73.79,2.98,0.04,1,1,1.00,4,0,0.00,16,0,0.00,55,0,0.00,C,T
155,7,39.50,301.01,7.62,20.28,2.13,0.11,1,1,1.00,2,0,0.00,3,0,0.00,15,0,0.00,C,T
156,7,114.04,301.01,2.64,62.05,4.54,0.07,1,1,1.00,7,0,0.00,8,0,0.00,39,0,0.00,C,T
157,7,179.69,301.01,1.68,87.82,4.41,0.05,1,1,1.00,7,0,0.00,14,0,0.00,69,0,0.00,C,T
158,7,181.96,301.01,1.65,95.34,4.99,0.05,1,1,1.00,8,0,0.00,13,0,0.00,65,0,0.00,C,T
159,7,49.05,301.01,6.14,26.90,2.13,0.08,1,1,1.00,3,0,0.00,5,0,0.00,17,0,0.00,C,T
160,7,106.60,301.01,2.82,54.97,3.40,0.06,1,1,1.00,5,0,0.00,8,0,0.00,39,0,0.00,C,T
161,7,98.32,301.01,3.06,65.63,2.92,0.04,1,1,1.00,4,0,0.00,6,0,0.00,25,0,0.00,C,T
162,7,180.21,301.01,1.67,94.10,3.97,0.04,1,1,1.00,6,0,0.00,18,0,0.00,65,0,0.00,C,T
163,7,180.53,301.01,1.67,88.62,4.33,0.05,1,1,1.00,7,0,0.00,15,0,0.00,69,0,0.00,C,T
164,7,64.13,301.01,4.69,31.32,2.13,0.07,1,1,1.00,3,0,0.00,6,0,0.00,25,0,0.00,C,T
165,7,191.39,301.01,1.57,99.12,4.42,0.04,1,1,1.00,7,0,0.00,13,0,0.00,69,0,0.00,C,T
166,7,114.13,301.01,2.64,52.52,2.11,0.04,1,1,1.00,3,0,0.00,13,0,0.00,47,0,0.00,C,T
167,7,74.93,301.01,4.02,39.26,3.02,0.08,1,1,1.00,4,0,0.00,7,0,0.00,27,0,0.00,C,T
168,7,164.93,301.01,1.83,81.41,3.93,0.05,1,1,1.00,6,0,0.00,13,0,0.00,63,0,0.00,C,T
169,7,123.61,301.01,2.44,56.42,3.01,0.05,1,1,1.00,4,0,0.00,17,0,0.00,51,0,0.00,C,T
170,7,168.00,301.01,1.79,86.87,3.92,0.05,1,1,1.00,6,0,0.00,18,0,0.00,61,0,0.00,C,T
171,7,170.45,301.01,1.77,86.39,3.94,0.05,1,1,1.00,6,0,0.00,14,0,0.00,63,0,0.00,C,T
172,7,150.10,301.01,2.01,69.92,4.38,0.06,1,1,1.00,7,0,0.00,11,0,0.00,61,0,0.00,C,T
173,7,97.31,301.01,3.09,45.68,2.93,0.06,1,1,1.00,4,0,0.00,14,0,0.00,39,0,0.00,C,T
174,7,117.72,301.01,2.56,57.90,4.41,0.08,1,1,1.00,7,0,0.00,8,0,0.00,45,0,0.00,C,T
175,7,98.65,301.01,3.05,49.94,2.98,0.06,1,1,1.00,4,0,0.00,8,0,0.00,37,0,0.00,C,T
176,7,126.00,301.01,2.39,59.29,3.53,0.06,1,1,1.00,5,0,0.00,10,0,0.00,51,0,0.00,C,T
177,7,104.66,301.01,2.88,69.13,2.14,0.03,1,1,1.00,3,0,0.00,9,0,0.00,27,0,0.00,C,T
178,7,134.98,301.01,2.23,62.10,2.91,0.05,1,1,1.00,4,0,0.00,18,0,0.00,55,0,0.00,C,T
179,7,71.70,301.01,4.20,35.94,3.31,0.09,1,1,1.00,5,0,0.00,5,0,0.00,27,0,0.00,C,T
180,7,212.79,301.01,1.41,105.07,4.94,0.05,1,1,1.00,8,0,0.00,15,0,0.00,81,0,0.00,C,T
181,7,171.86,301.01,1.75,85.97,3.88,0.05,1,1,1.00,6,0,0.00,18,0,0.00,65,0,0.00,C,T
182,7,119.33,301.01,2.52,62.66,2.95,0.05,1,1,1.00,4,0,0.00,13,0,0.00,43,0,0.00,C,T
183,7,186.53,301.01,1.61,89.64,4.33,0.05,1,1,1.00,7,0,0.00,17,0,0.00,73,0,0.00,C,T
184,7,71.46,301.01,4.21,38.04,2.94,0.08,1,1,1.00,4,0,0.00,8,0,0.00,25,0,0.00,C,T
185,7,103.62,301.01,2.90,47.60,2.08,0.04,1,1,1.00,3,0,0.00,16,0,0.00,43,0,0.00,C,T
186,7,146.27,301.01,2.06,79.10,2.98,0.04,1,1,1.00,4,0,0.00,18,0,0.00,51,0,0.00,C,T
187,7,47.42,301.01,6.35,25.66,2.11,0.08,1,1,1.00,3,0,0.00,4,0,0.00,17,0,0.00,C,T
188,7,245.06,301.01,1.23,137.79,3.95,0.03,1,1,1.00,6,0,0.00,21,0,0.00,81,0,0.00,C,T
189,7,119.56,301.01,2.52,65.11,2.98,0.05,1,1,1.00,4,0,0.00,13,0,0.00,41,0,0.00,C,T
190,7,144.70,301.01,2.08,71.81,3.90,0.05,1,1,1.00,6,0,0.00,9,0,0.00,55,0,0.00,C,T
191,7,133.05,301.01,2.26,67.99,3.87,0.06,1,1,1.00,6,0,0.00,12,0,0.00,49,0,0.00,C,T
192,7,66.21,301.01,4.55,31.17,2.16,0.07,1,1,1.00,3,0,0.00,9,0,0.00,27,0,0.00,C,T
193,7,131.25,301.01,2.29,61.24,2.93,0.05,1,1,1.00,4,0,0.00,19,0,0.00,53,0,0.00,C,T
194,7,277.08,301.01,1.09,147.99,5.38,0.04,1,1,1.00,9,0,0.00,22,0,0.00,97,0,0.00,C,T
195,7,81.70,301.01,3.68,38.55,2.94,0.08,1,1,1.00,4,0,0.00,5,0,0.00,33,0,0.00,C,T
196,7,105.69,301.01,2.85,49.07,2.95,0.06,1,1,1.00,4,0,0.00,9,0,0.00,43,0,0.00,C,T
197,7,86.93,301.01,3.46,40.63,3.00,0.07,1,1,1.00,4,0,0.00,5,0,0.00,35,0,0.00,C,T
198,7,132.13,301.01,2.28,67.31,3.94,0.06,1,1,1.00,6,0,0.00,11,0,0.00,49,0,0.00,C,T
199,7,232.17,301.01,1.30,113.36,5.32,0.05,1,1,1.00,9,0,0.00,20,0,0.00,89,0,0.00,C,T
200,7,69.06,301.01,4.36,33.18,2.93,0.09,1,1,1.00,4,0,0.00,6,0,0.00,27,0,0.00,C,T
