Trial Number,Complexity Level,Run-time zooming,Run-time non_zooming,Run-time Ratio,Planning Time - zooming,Planning Time - non_zooming,Planning Time - Ratio,# Abstract Plans - zooming,# Abstract Plans - non_zooming,# Abstract Plans - Ratio,# Abstract Actions - zooming,# Abstract Actions - non_zooming,# Abstract Actions - Ratio,# Refined Plans - zooming,# Refined Plans - non_zooming,# Refined Plans - Ratio,# Refined Actions - zooming,# Refined Actions - non_zooming,# Refined Actions - Ratio,Complete Run - zooming,Complete Run - non_zooming
34,3,23.30,200.48,8.60,16.27,193.63,11.90,1,1,1.00,5,5,1.00,6,6,1.00,23,23,1.00,C,C
35,3,18.60,301.01,16.18,12.95,12.37,0.96,1,1,1.00,4,1,0.25,5,1,0.20,19,4,0.21,C,T
36,3,19.28,46.40,2.41,13.42,40.88,3.05,1,1,1.00,4,4,1.00,5,5,1.00,19,19,1.00,C,C
37,3,21.46,135.77,6.33,15.27,131.56,8.62,1,1,1.00,4,4,1.00,7,5,0.71,21,15,0.71,C,C
38,3,14.70,301.01,20.47,10.83,23.27,2.15,1,1,1.00,3,1,0.33,6,1,0.17,13,2,0.15,C,T
39,3,37.83,38.55,1.02,26.64,34.19,1.28,1,1,1.00,8,3,0.38,11,4,0.36,37,14,0.38,C,A
40,3,8.07,53.35,6.61,6.77,52.19,7.71,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
41,3,19.64,301.01,15.33,13.89,23.01,1.66,1,1,1.00,4,2,0.50,7,2,0.29,19,8,0.42,C,T
42,3,20.21,301.01,14.89,15.10,10.55,0.70,1,1,1.00,5,1,0.20,5,1,0.20,17,4,0.24,C,T
43,3,20.10,185.72,9.24,14.41,180.13,12.50,1,1,1.00,4,4,1.00,7,7,1.00,19,19,1.00,C,C
44,3,19.49,301.01,15.44,13.77,40.64,2.95,1,1,1.00,4,1,0.25,6,1,0.17,19,2,0.11,C,T
45,3,21.83,301.01,13.79,16.04,28.30,1.76,1,1,1.00,5,1,0.20,6,1,0.17,19,2,0.11,C,T
46,3,24.37,301.01,12.35,16.83,52.78,3.14,1,1,1.00,5,2,0.40,7,2,0.29,25,8,0.32,C,T
47,3,19.17,6.87,0.36,13.44,6.86,0.51,1,1,1.00,4,0,0.00,5,1,0.20,19,0,0.00,C,A
48,3,33.05,26.90,0.81,22.74,23.86,1.05,1,1,1.00,7,2,0.29,9,3,0.33,33,10,0.30,C,A
49,3,7.91,49.90,6.31,6.56,48.63,7.41,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
50,3,29.67,43.58,1.47,21.66,42.98,1.98,1,1,1.00,7,1,0.14,8,2,0.25,25,2,0.08,C,A
51,3,21.61,301.01,13.93,15.78,44.48,2.82,1,1,1.00,5,2,0.40,6,2,0.33,19,6,0.32,C,T
52,3,21.41,301.01,14.06,15.13,11.83,0.78,1,1,1.00,4,1,0.25,7,1,0.14,21,4,0.19,C,T
53,3,17.21,191.70,11.14,12.46,187.37,15.04,1,1,1.00,4,4,1.00,4,4,1.00,15,15,1.00,C,C
54,3,11.31,301.01,26.63,8.14,1.90,0.23,1,1,1.00,2,0,0.00,4,0,0.00,11,0,0.00,C,T
55,3,25.93,80.62,3.11,17.39,72.62,4.18,1,1,1.00,5,5,1.00,7,7,1.00,27,27,1.00,C,C
56,3,32.10,301.01,9.38,22.59,140.30,6.21,1,1,1.00,7,3,0.43,9,3,0.33,31,10,0.32,C,T
57,3,18.89,301.01,15.94,13.72,14.46,1.05,1,1,1.00,4,1,0.25,5,1,0.20,17,4,0.24,C,T
58,3,21.26,53.83,2.53,14.54,48.92,3.36,1,1,1.00,4,4,1.00,7,5,0.71,21,17,0.81,C,C
59,3,10.14,51.77,5.10,7.63,49.40,6.47,1,1,1.00,2,2,1.00,4,4,1.00,9,9,1.00,C,C
60,3,14.19,6.01,0.42,9.73,6.00,0.62,1,1,1.00,3,0,0.00,4,1,0.25,15,0,0.00,C,A
61,3,19.88,64.60,3.25,13.58,57.77,4.25,1,1,1.00,4,4,1.00,6,7,1.17,21,23,1.10,C,C
62,3,16.18,70.10,4.33,10.50,64.64,6.15,1,1,1.00,3,3,1.00,5,5,1.00,19,19,1.00,C,C
63,3,12.03,64.32,5.35,9.41,61.69,6.56,1,1,1.00,3,3,1.00,3,3,1.00,9,9,1.00,C,C
64,3,24.78,7.17,0.29,16.52,7.16,0.43,1,1,1.00,5,0,0.00,7,1,0.14,27,0,0.00,C,A
65,3,20.92,296.12,14.15,15.63,291.10,18.62,1,1,1.00,5,5,1.00,5,5,1.00,17,17,1.00,C,C
66,3,24.10,19.10,0.79,18.27,17.83,0.98,1,1,1.00,6,1,0.17,6,2,0.33,19,4,0.21,C,A
67,3,14.34,5.94,0.41,10.38,5.93,0.57,1,1,1.00,3,0,0.00,5,1,0.20,13,0,0.00,C,A
68,3,15.76,99.81,6.33,11.21,95.49,8.52,1,1,1.00,3,3,1.00,6,6,1.00,15,15,1.00,C,C
69,3,29.11,301.01,10.34,20.04,31.86,1.59,1,1,1.00,6,3,0.50,9,3,0.33,29,12,0.41,C,T
70,3,29.10,96.76,3.33,20.14,88.11,4.37,1,1,1.00,6,6,1.00,8,8,1.00,29,29,1.00,C,C
71,3,9.77,29.75,3.05,7.18,27.15,3.78,1,1,1.00,2,2,1.00,3,3,1.00,9,9,1.00,C,C
72,3,25.62,7.07,0.28,17.43,7.06,0.40,1,1,1.00,5,0,0.00,8,1,0.12,27,0,0.00,C,A
73,3,15.85,93.07,5.87,10.69,88.15,8.24,1,1,1.00,3,3,1.00,5,5,1.00,17,17,1.00,C,C
74,3,11.79,42.10,3.57,9.25,39.62,4.28,1,1,1.00,3,3,1.00,3,3,1.00,9,9,1.00,C,C
75,3,24.63,122.48,4.97,16.92,114.86,6.79,1,1,1.00,5,5,1.00,7,7,1.00,25,25,1.00,C,C
76,3,17.82,34.06,1.91,12.12,32.26,2.66,1,1,1.00,3,1,0.33,6,4,0.67,19,6,0.32,C,A
77,3,9.67,27.73,2.87,7.20,25.28,3.51,1,1,1.00,2,2,1.00,3,3,1.00,9,9,1.00,C,C
78,3,20.29,65.60,3.23,15.03,60.48,4.02,1,1,1.00,5,5,1.00,5,5,1.00,17,17,1.00,C,C
79,3,19.69,301.01,15.29,14.32,22.30,1.56,1,1,1.00,4,1,0.25,7,1,0.14,17,2,0.12,C,T
80,3,24.49,16.89,0.69,18.47,15.65,0.85,1,1,1.00,6,1,0.17,6,2,0.33,19,4,0.21,C,A
81,3,17.30,75.50,4.36,12.78,69.87,5.47,1,1,1.00,4,4,1.00,5,7,1.40,15,19,1.27,C,C
82,3,23.43,28.12,1.20,18.10,27.51,1.52,1,1,1.00,6,1,0.17,6,2,0.33,17,2,0.12,C,A
83,3,30.98,301.01,9.72,22.19,288.69,13.01,1,1,1.00,7,6,0.86,8,9,1.12,27,27,1.00,C,T
84,3,4.82,40.99,8.51,4.23,40.37,9.54,1,1,1.00,1,1,1.00,1,1,1.00,2,2,1.00,C,C
85,3,16.64,301.01,18.08,11.34,1.83,0.16,1,1,1.00,3,0,0.00,6,0,0.00,17,0,0.00,C,T
86,3,21.51,194.58,9.04,15.10,188.49,12.48,1,1,1.00,4,4,1.00,7,7,1.00,21,21,1.00,C,C
87,3,21.52,7.22,0.34,15.51,7.21,0.47,1,1,1.00,5,0,0.00,5,1,0.20,19,0,0.00,C,A
88,3,5.48,10.46,1.91,4.13,9.16,2.22,1,1,1.00,1,1,1.00,1,1,1.00,4,4,1.00,C,C
89,3,25.18,26.54,1.05,17.49,23.35,1.33,1,1,1.00,5,2,0.40,8,3,0.38,25,10,0.40,C,A
90,3,33.87,8.07,0.24,23.01,8.06,0.35,1,1,1.00,7,0,0.00,10,1,0.10,35,0,0.00,C,A
91,3,12.87,108.45,8.43,9.58,104.01,10.86,1,1,1.00,3,3,1.00,4,6,1.50,11,15,1.36,C,C
92,3,17.01,142.43,8.37,12.29,137.81,11.22,1,1,1.00,4,4,1.00,4,4,1.00,15,15,1.00,C,C
93,3,20.72,301.01,14.53,14.51,20.15,1.39,1,1,1.00,4,2,0.50,7,2,0.29,21,8,0.38,C,T
94,3,25.14,301.01,11.97,17.99,53.41,2.97,1,1,1.00,5,3,0.60,8,3,0.38,23,10,0.43,C,T
95,3,18.36,301.01,16.39,13.16,17.87,1.36,1,1,1.00,4,2,0.50,5,2,0.40,17,8,0.47,C,T
96,3,15.88,301.01,18.95,10.93,1.90,0.17,1,1,1.00,3,0,0.00,5,0,0.00,17,0,0.00,C,T
97,3,25.55,301.01,11.78,17.64,30.97,1.76,1,1,1.00,5,3,0.60,8,3,0.38,25,12,0.48,C,T
98,3,11.85,35.53,3.00,8.64,34.93,4.04,1,1,1.00,2,0,0.00,5,3,0.60,11,2,0.18,C,A
99,3,12.47,62.49,5.01,8.60,58.66,6.82,1,1,1.00,2,2,1.00,5,5,1.00,13,13,1.00,C,C
100,3,10.64,30.24,2.84,7.46,26.67,3.57,1,1,1.00,2,2,1.00,3,3,1.00,11,11,1.00,C,C
101,3,20.80,301.01,14.47,14.37,20.69,1.44,1,1,1.00,4,2,0.50,7,2,0.29,21,8,0.38,C,T
102,3,27.95,7.52,0.27,19.61,7.51,0.38,1,1,1.00,6,0,0.00,7,1,0.14,27,0,0.00,C,A
103,3,25.24,7.29,0.29,17.00,7.28,0.43,1,1,1.00,5,0,0.00,7,1,0.14,27,0,0.00,C,A
104,3,18.32,42.67,2.33,12.98,37.75,2.91,1,1,1.00,4,4,1.00,4,4,1.00,17,17,1.00,C,C
105,3,17.64,6.78,0.38,12.42,6.77,0.54,1,1,1.00,4,0,0.00,4,1,0.25,17,0,0.00,C,A
106,3,16.60,159.21,9.59,12.64,155.51,12.30,1,1,1.00,4,4,1.00,4,4,1.00,13,13,1.00,C,C
107,3,25.51,7.62,0.30,18.39,7.61,0.41,1,1,1.00,6,0,0.00,6,1,0.17,23,0,0.00,C,A
108,3,19.29,280.85,14.56,13.63,275.25,20.19,1,1,1.00,4,4,1.00,5,5,1.00,19,19,1.00,C,C
109,3,16.57,301.01,18.16,12.47,87.98,7.06,1,1,1.00,4,2,0.50,4,2,0.50,13,6,0.46,C,T
110,3,18.55,301.01,16.22,13.36,22.22,1.66,1,1,1.00,4,2,0.50,5,2,0.40,17,8,0.47,C,T
111,3,17.75,65.51,3.69,13.18,61.23,4.65,1,1,1.00,4,4,1.00,4,4,1.00,15,15,1.00,C,C
112,3,17.31,50.36,2.91,12.66,45.97,3.63,1,1,1.00,4,4,1.00,4,4,1.00,15,15,1.00,C,C
113,3,14.62,38.47,2.63,10.27,34.06,3.32,1,1,1.00,3,3,1.00,4,4,1.00,15,15,1.00,C,C
114,3,25.87,144.02,5.57,19.26,142.15,7.38,1,1,1.00,6,2,0.33,7,3,0.43,21,6,0.29,C,A
115,3,10.14,301.01,29.67,7.48,1.96,0.26,1,1,1.00,2,0,0.00,3,0,0.00,9,0,0.00,C,T
116,3,10.03,53.77,5.36,7.50,49.94,6.66,1,1,1.00,2,2,1.00,3,5,1.67,9,13,1.44,C,C
117,3,29.49,301.01,10.21,20.18,34.36,1.70,1,1,1.00,6,3,0.50,8,3,0.38,29,12,0.41,C,T
118,3,9.63,19.73,2.05,7.40,17.67,2.39,1,1,1.00,2,2,1.00,2,2,1.00,7,7,1.00,C,C
119,3,12.77,40.26,3.15,9.50,37.15,3.91,1,1,1.00,3,3,1.00,3,3,1.00,10,10,1.00,C,C
120,3,13.89,5.99,0.43,9.79,5.98,0.61,1,1,1.00,3,0,0.00,4,1,0.25,13,0,0.00,C,A
121,3,23.39,40.85,1.75,17.14,38.99,2.27,1,1,1.00,5,2,0.40,7,3,0.43,21,6,0.29,C,A
122,3,24.82,301.01,12.13,16.81,29.87,1.78,1,1,1.00,5,3,0.60,7,3,0.43,25,12,0.48,C,T
123,3,24.60,15.69,0.64,17.50,14.37,0.82,1,1,1.00,5,1,0.20,7,2,0.29,23,4,0.17,C,A
124,3,14.26,67.27,4.72,9.76,61.51,6.30,1,1,1.00,3,3,1.00,4,6,1.50,15,19,1.27,C,C
125,3,27.42,7.68,0.28,19.01,7.67,0.40,1,1,1.00,6,0,0.00,7,1,0.14,27,0,0.00,C,A
126,3,18.67,244.29,13.08,13.56,237.85,17.54,1,1,1.00,4,4,1.00,5,7,1.40,17,21,1.24,C,C
127,3,22.71,58.85,2.59,16.11,52.50,3.26,1,1,1.00,5,5,1.00,6,6,1.00,21,21,1.00,C,C
128,3,27.73,7.58,0.27,19.71,7.57,0.38,1,1,1.00,6,0,0.00,8,1,0.12,25,0,0.00,C,A
129,3,31.84,7.94,0.25,22.05,7.93,0.36,1,1,1.00,7,1,0.14,8,1,0.12,31,0,0.00,C,A
130,3,13.77,301.01,21.86,9.82,9.27,0.94,1,1,1.00,3,1,0.33,4,1,0.25,13,4,0.31,C,T
131,3,18.71,197.44,10.55,13.38,191.05,14.28,1,1,1.00,4,4,1.00,5,7,1.40,17,21,1.24,C,C
132,3,13.85,6.13,0.44,9.81,6.12,0.62,1,1,1.00,3,1,0.33,4,1,0.25,13,0,0.00,C,A
133,3,20.18,301.01,14.91,13.84,15.95,1.15,1,1,1.00,4,1,0.25,6,1,0.17,21,4,0.19,C,T
134,3,9.36,22.25,2.38,7.39,20.41,2.76,1,1,1.00,2,2,1.00,2,2,1.00,7,7,1.00,C,C
135,3,24.34,301.01,12.37,16.69,24.37,1.46,1,1,1.00,5,2,0.40,7,2,0.29,25,8,0.32,C,T
136,3,20.68,29.73,1.44,14.21,27.66,1.95,1,1,1.00,4,1,0.25,6,4,0.67,21,6,0.29,C,A
137,3,22.74,7.53,0.33,15.76,7.51,0.48,1,1,1.00,5,0,0.00,6,1,0.17,23,0,0.00,C,A
138,3,14.49,39.30,2.71,10.00,35.13,3.51,1,1,1.00,3,3,1.00,4,4,1.00,15,15,1.00,C,C
139,3,15.43,48.33,3.13,10.35,43.16,4.17,1,1,1.00,3,3,1.00,5,5,1.00,17,17,1.00,C,C
140,3,29.63,7.92,0.27,19.99,7.91,0.40,1,1,1.00,6,0,0.00,8,1,0.12,31,0,0.00,C,A
141,3,5.23,10.09,1.93,4.03,8.90,2.21,1,1,1.00,1,1,1.00,1,1,1.00,4,4,1.00,C,C
142,3,8.07,28.16,3.49,6.55,26.90,4.10,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
143,3,20.73,301.01,14.52,15.45,22.90,1.48,1,1,1.00,5,2,0.40,5,2,0.40,17,8,0.47,C,T
144,3,25.46,301.01,11.82,18.12,46.69,2.58,1,1,1.00,5,2,0.40,8,2,0.25,23,6,0.26,C,T
145,3,29.41,301.01,10.24,20.17,33.80,1.68,1,1,1.00,6,3,0.50,8,3,0.38,29,12,0.41,C,T
146,3,24.99,214.17,8.57,18.94,208.55,11.01,1,1,1.00,6,6,1.00,6,6,1.00,19,19,1.00,C,C
147,3,12.10,247.00,20.42,9.35,244.47,26.14,1,1,1.00,3,3,1.00,3,3,1.00,9,9,1.00,C,C
148,3,21.37,67.88,3.18,15.49,67.19,4.34,1,1,1.00,4,1,0.25,7,2,0.29,19,2,0.11,C,A
149,3,22.52,18.21,0.81,16.65,16.93,1.02,1,1,1.00,5,1,0.20,6,2,0.33,19,4,0.21,C,A
150,3,19.15,232.18,12.12,13.20,225.24,17.07,1,1,1.00,4,4,1.00,5,7,1.40,19,23,1.21,C,C
151,3,9.53,18.42,1.93,6.88,15.98,2.32,1,1,1.00,2,2,1.00,2,2,1.00,8,8,1.00,C,C
152,3,15.88,64.76,4.08,11.47,60.39,5.26,1,1,1.00,3,3,1.00,6,6,1.00,15,15,1.00,C,C
153,3,13.70,37.88,2.77,9.68,34.14,3.53,1,1,1.00,3,3,1.00,4,4,1.00,13,13,1.00,C,C
154,3,16.69,301.01,18.03,11.32,298.24,26.35,1,1,1.00,3,1,0.33,6,4,0.67,17,9,0.53,C,T
155,3,16.09,301.01,18.71,12.20,22.01,1.80,1,1,1.00,4,2,0.50,4,2,0.50,13,8,0.62,C,T
156,3,6.55,12.29,1.88,4.71,10.35,2.20,1,1,1.00,1,1,1.00,1,1,1.00,6,6,1.00,C,C
157,3,8.72,301.01,34.52,6.76,1.86,0.28,1,1,1.00,2,0,0.00,2,0,0.00,7,0,0.00,C,T
158,3,12.21,113.30,9.28,8.96,111.49,12.44,1,1,1.00,2,2,1.00,5,3,0.60,11,7,0.64,C,C
159,3,14.65,131.67,8.98,10.21,127.33,12.47,1,1,1.00,3,3,1.00,5,5,1.00,15,15,1.00,C,C
160,3,15.62,301.01,19.27,12.33,35.19,2.85,1,1,1.00,4,2,0.50,4,2,0.50,11,6,0.55,C,T
161,3,19.64,301.01,15.33,15.13,74.94,4.95,1,1,1.00,5,2,0.40,5,2,0.40,15,6,0.40,C,T
162,3,24.25,7.09,0.29,17.79,7.08,0.40,1,1,1.00,5,0,0.00,8,1,0.12,21,0,0.00,C,A
163,3,9.99,301.01,30.12,7.30,1.80,0.25,1,1,1.00,2,0,0.00,3,0,0.00,9,0,0.00,C,T
164,3,24.56,61.71,2.51,16.90,55.60,3.29,1,1,1.00,5,5,1.00,8,6,0.75,25,21,0.84,C,C
165,3,12.95,5.92,0.46,9.55,5.91,0.62,1,1,1.00,3,0,0.00,4,1,0.25,11,0,0.00,C,A
166,3,16.07,59.30,3.69,11.99,55.56,4.63,1,1,1.00,4,4,1.00,4,4,1.00,13,13,1.00,C,C
167,3,21.08,133.19,6.32,13.99,126.41,9.04,1,1,1.00,4,4,1.00,6,6,1.00,23,23,1.00,C,C
168,3,29.94,7.62,0.25,20.29,7.61,0.38,1,1,1.00,6,0,0.00,9,1,0.11,31,0,0.00,C,A
169,3,20.75,6.95,0.33,13.49,6.94,0.51,1,1,1.00,4,0,0.00,6,1,0.17,23,0,0.00,C,A
170,3,18.90,301.01,15.92,13.20,297.99,22.58,1,1,1.00,4,1,0.25,5,3,0.60,19,6,0.32,C,T
171,3,22.07,301.01,13.64,16.15,60.48,3.74,1,1,1.00,5,1,0.20,6,1,0.17,19,2,0.11,C,T
172,3,27.92,301.01,10.78,19.68,43.26,2.20,1,1,1.00,6,3,0.50,8,3,0.38,27,10,0.37,C,T
173,3,10.95,28.75,2.63,7.81,25.71,3.29,1,1,1.00,2,2,1.00,3,3,1.00,11,11,1.00,C,C
174,3,16.08,301.01,18.72,10.91,9.39,0.86,1,1,1.00,3,1,0.33,6,1,0.17,17,6,0.35,C,T
175,3,13.74,32.19,2.34,9.96,28.51,2.86,1,1,1.00,3,3,1.00,3,3,1.00,13,13,1.00,C,C
176,3,29.64,292.67,9.87,20.16,283.41,14.06,1,1,1.00,6,6,1.00,8,8,1.00,31,31,1.00,C,C
177,3,19.18,45.73,2.38,13.58,40.20,2.96,1,1,1.00,4,4,1.00,5,5,1.00,19,19,1.00,C,C
178,3,11.78,301.01,25.54,9.23,1.78,0.19,1,1,1.00,3,0,0.00,3,0,0.00,9,0,0.00,C,T
179,3,23.84,26.54,1.11,16.81,24.06,1.43,1,1,1.00,5,2,0.40,7,3,0.43,23,8,0.35,C,A
180,3,20.65,57.20,2.77,13.65,50.54,3.70,1,1,1.00,4,4,1.00,6,6,1.00,23,23,1.00,C,C
181,3,23.47,18.54,0.79,16.44,17.31,1.05,1,1,1.00,5,1,0.20,7,2,0.29,23,4,0.17,C,A
182,3,22.55,187.74,8.33,15.91,181.45,11.40,1,1,1.00,5,5,1.00,6,6,1.00,21,21,1.00,C,C
183,3,13.06,30.77,2.36,9.34,26.79,2.87,1,1,1.00,3,3,1.00,3,3,1.00,13,13,1.00,C,C
184,3,21.77,6.61,0.30,14.80,6.61,0.45,1,1,1.00,4,0,0.00,7,1,0.14,23,0,0.00,C,A
185,3,21.60,301.01,13.94,15.15,56.75,3.75,1,1,1.00,4,2,0.50,7,2,0.29,21,6,0.29,C,T
186,3,12.79,43.10,3.37,9.63,39.99,4.15,1,1,1.00,3,3,1.00,3,3,1.00,10,10,1.00,C,C
187,3,11.51,301.01,26.14,8.94,16.28,1.82,1,1,1.00,3,1,0.33,3,1,0.33,9,2,0.22,C,T
188,3,14.13,51.57,3.65,10.27,47.25,4.60,1,1,1.00,3,3,1.00,4,5,1.25,13,15,1.15,C,C
189,3,32.79,301.01,9.18,22.51,35.82,1.59,1,1,1.00,7,3,0.43,9,3,0.33,33,12,0.36,C,T
190,3,19.29,25.67,1.33,14.07,25.04,1.78,1,1,1.00,4,1,0.25,6,2,0.33,17,2,0.12,C,A
191,3,25.09,115.98,4.62,18.48,109.42,5.92,1,1,1.00,6,6,1.00,6,6,1.00,21,21,1.00,C,C
192,3,16.21,47.63,2.94,10.48,42.10,4.02,1,1,1.00,3,3,1.00,5,5,1.00,19,19,1.00,C,C
193,3,29.10,301.01,10.34,20.16,34.53,1.71,1,1,1.00,6,3,0.50,9,3,0.33,29,12,0.41,C,T
194,3,21.13,301.01,14.24,14.80,22.08,1.49,1,1,1.00,4,2,0.50,7,2,0.29,21,8,0.38,C,T
195,3,24.59,301.01,12.24,17.50,12.94,0.74,1,1,1.00,5,1,0.20,8,1,0.12,23,2,0.09,C,T
196,3,9.64,12.81,1.33,7.74,12.80,1.65,1,1,1.00,2,0,0.00,3,2,0.67,7,0,0.00,C,A
197,3,24.25,301.01,12.41,17.07,44.08,2.58,1,1,1.00,5,2,0.40,8,2,0.25,23,6,0.26,C,T
198,3,22.89,301.01,13.15,15.76,11.53,0.73,1,1,1.00,4,1,0.25,7,1,0.14,23,4,0.17,C,T
199,3,11.78,40.61,3.45,7.87,36.82,4.68,1,1,1.00,2,2,1.00,4,4,1.00,13,13,1.00,C,C
200,3,16.00,107.37,6.71,10.99,103.67,9.43,1,1,1.00,3,3,1.00,6,4,0.67,17,13,0.76,C,C
