Trial Number,Complexity Level,Run-time zooming,Run-time non_zooming,Run-time Ratio,Planning Time - zooming,Planning Time - non_zooming,Planning Time - Ratio,# Abstract Plans - zooming,# Abstract Plans - non_zooming,# Abstract Plans - Ratio,# Abstract Actions - zooming,# Abstract Actions - non_zooming,# Abstract Actions - Ratio,# Refined Plans - zooming,# Refined Plans - non_zooming,# Refined Plans - Ratio,# Refined Actions - zooming,# Refined Actions - non_zooming,# Refined Actions - Ratio,Complete Run - zooming,Complete Run - non_zooming
38,1,8.78,8.76,1.00,7.69,7.71,1.00,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
39,1,8.90,8.82,0.99,7.77,7.76,1.00,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
40,1,8.84,9.23,1.04,7.75,8.15,1.05,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
41,1,6.41,6.73,1.05,5.71,5.92,1.04,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
42,1,6.73,7.05,1.05,5.99,6.29,1.05,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
43,1,6.39,6.75,1.06,5.65,6.06,1.07,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
44,1,4.03,4.01,1.00,3.66,3.64,1.00,1,1,1.00,1,1,1.00,1,1,1.00,2,2,1.00,C,C
45,1,9.01,9.05,1.00,7.81,7.94,1.02,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
46,1,6.55,6.57,1.00,5.83,5.82,1.00,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
47,1,7.22,6.92,0.96,6.46,6.05,0.94,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
48,1,4.41,4.45,1.01,4.03,4.07,1.01,1,1,1.00,1,1,1.00,1,1,1.00,2,2,1.00,C,C
49,1,9.03,9.28,1.03,7.86,8.13,1.04,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
50,1,7.25,6.84,0.94,6.40,6.05,0.95,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
51,1,7.43,6.47,0.87,6.41,5.75,0.90,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
52,1,4.18,4.40,1.05,3.83,4.05,1.06,1,1,1.00,1,1,1.00,1,1,1.00,2,2,1.00,C,C
53,1,8.89,9.64,1.08,7.77,8.48,1.09,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
54,1,6.61,6.73,1.02,5.89,5.90,1.00,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
55,1,4.31,4.09,0.95,3.94,3.72,0.94,1,1,1.00,1,1,1.00,1,1,1.00,2,2,1.00,C,C
56,1,9.52,9.22,0.97,8.44,7.98,0.95,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
57,1,4.05,4.13,1.02,3.70,3.75,1.01,1,1,1.00,1,1,1.00,1,1,1.00,2,2,1.00,C,C
58,1,6.62,6.29,0.95,5.93,5.60,0.94,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
59,1,9.01,8.89,0.99,7.81,7.79,1.00,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
60,1,4.35,3.82,0.88,3.97,3.48,0.88,1,1,1.00,1,1,1.00,1,1,1.00,2,2,1.00,C,C
61,1,6.67,6.81,1.02,5.74,6.10,1.06,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
62,1,4.00,4.36,1.09,3.63,4.01,1.10,1,1,1.00,1,1,1.00,1,1,1.00,2,2,1.00,C,C
63,1,9.51,10.53,1.11,8.34,9.16,1.10,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
64,1,6.26,6.29,1.01,5.55,5.58,1.01,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
65,1,8.93,9.05,1.01,7.82,7.86,1.00,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
66,1,6.66,6.56,0.99,5.94,5.87,0.99,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
67,1,8.99,8.74,0.97,7.82,7.68,0.98,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
68,1,8.98,8.94,1.00,7.81,7.88,1.01,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
69,1,3.94,4.09,1.04,3.57,3.71,1.04,1,1,1.00,1,1,1.00,1,1,1.00,2,2,1.00,C,C
70,1,6.60,6.42,0.97,5.87,5.70,0.97,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
71,1,4.06,4.24,1.04,3.66,3.91,1.07,1,1,1.00,1,1,1.00,1,1,1.00,2,2,1.00,C,C
72,1,7.00,6.39,0.91,6.24,5.68,0.91,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
73,1,4.07,3.91,0.96,3.70,3.55,0.96,1,1,1.00,1,1,1.00,1,1,1.00,2,2,1.00,C,C
74,1,9.08,9.16,1.01,7.98,8.04,1.01,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
75,1,6.95,7.29,1.05,6.20,6.55,1.06,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
76,1,3.88,4.42,1.14,3.52,4.04,1.15,1,1,1.00,1,1,1.00,1,1,1.00,2,2,1.00,C,C
77,1,6.36,6.48,1.02,5.67,5.76,1.02,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
78,1,6.81,6.93,1.02,6.08,6.03,0.99,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
79,1,9.01,8.96,0.99,7.82,7.84,1.00,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
80,1,6.50,6.75,1.04,5.71,5.99,1.05,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
81,1,4.06,4.14,1.02,3.67,3.78,1.03,1,1,1.00,1,1,1.00,1,1,1.00,2,2,1.00,C,C
82,1,6.73,6.50,0.97,5.94,5.82,0.98,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
83,1,8.76,8.71,0.99,7.68,7.65,1.00,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
84,1,6.88,6.36,0.92,6.14,5.66,0.92,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
85,1,3.97,4.45,1.12,3.61,4.06,1.12,1,1,1.00,1,1,1.00,1,1,1.00,2,2,1.00,C,C
86,1,6.81,6.41,0.94,6.09,5.69,0.93,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
87,1,9.11,8.83,0.97,7.85,7.78,0.99,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
88,1,4.01,4.35,1.08,3.66,3.98,1.09,1,1,1.00,1,1,1.00,1,1,1.00,2,2,1.00,C,C
89,1,6.42,6.76,1.05,5.62,6.05,1.08,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
90,1,6.67,6.70,1.01,5.96,5.97,1.00,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
91,1,9.14,9.13,1.00,8.01,8.04,1.00,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
92,1,3.99,4.36,1.09,3.62,3.99,1.10,1,1,1.00,1,1,1.00,1,1,1.00,2,2,1.00,C,C
93,1,9.28,8.89,0.96,8.13,7.78,0.96,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
94,1,4.05,4.11,1.01,3.69,3.73,1.01,1,1,1.00,1,1,1.00,1,1,1.00,2,2,1.00,C,C
95,1,4.00,3.96,0.99,3.63,3.55,0.98,1,1,1.00,1,1,1.00,1,1,1.00,2,2,1.00,C,C
96,1,8.76,9.01,1.03,7.68,7.92,1.03,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
97,1,8.92,8.73,0.98,7.87,7.68,0.98,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
98,1,3.88,4.20,1.08,3.51,3.83,1.09,1,1,1.00,1,1,1.00,1,1,1.00,2,2,1.00,C,C
99,1,9.16,9.42,1.03,8.03,8.14,1.01,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
100,1,6.41,6.48,1.01,5.67,5.76,1.02,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
101,1,9.07,9.00,0.99,7.90,7.96,1.01,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
102,1,6.59,6.87,1.04,5.88,6.17,1.05,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
103,1,3.90,3.90,1.00,3.55,3.55,1.00,1,1,1.00,1,1,1.00,1,1,1.00,2,2,1.00,C,C
104,1,6.97,6.41,0.92,6.17,5.66,0.92,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
105,1,6.35,6.39,1.01,5.64,5.67,1.01,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
106,1,8.79,8.78,1.00,7.68,7.70,1.00,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
107,1,6.52,7.11,1.09,5.77,6.37,1.10,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
108,1,9.34,9.12,0.98,8.25,8.07,0.98,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
109,1,4.32,4.31,1.00,3.92,3.87,0.99,1,1,1.00,1,1,1.00,1,1,1.00,2,2,1.00,C,C
110,1,6.58,6.24,0.95,5.83,5.51,0.95,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
111,1,6.73,6.23,0.93,5.97,5.54,0.93,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
112,1,6.23,6.43,1.03,5.48,5.71,1.04,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
113,1,6.67,6.59,0.99,5.84,5.88,1.01,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
114,1,9.14,9.01,0.99,8.04,7.92,0.98,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
115,1,3.94,3.95,1.00,3.55,3.61,1.02,1,1,1.00,1,1,1.00,1,1,1.00,2,2,1.00,C,C
116,1,6.43,6.65,1.04,5.71,5.91,1.04,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
117,1,6.39,7.32,1.14,5.66,6.33,1.12,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
118,1,3.93,4.23,1.08,3.57,3.87,1.09,1,1,1.00,1,1,1.00,1,1,1.00,2,2,1.00,C,C
119,1,7.00,6.66,0.95,6.20,5.94,0.96,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
120,1,4.06,4.20,1.04,3.70,3.81,1.03,1,1,1.00,1,1,1.00,1,1,1.00,2,2,1.00,C,C
121,1,8.91,9.05,1.02,7.79,8.01,1.03,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
122,1,4.17,4.02,0.96,3.81,3.66,0.96,1,1,1.00,1,1,1.00,1,1,1.00,2,2,1.00,C,C
123,1,6.52,6.51,1.00,5.76,5.81,1.01,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
124,1,6.65,6.31,0.95,5.93,5.61,0.95,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
125,1,8.97,8.89,0.99,7.80,7.82,1.00,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
126,1,6.35,6.71,1.06,5.62,5.90,1.05,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
127,1,4.02,3.90,0.97,3.67,3.56,0.97,1,1,1.00,1,1,1.00,1,1,1.00,2,2,1.00,C,C
128,1,6.34,6.31,1.00,5.66,5.61,0.99,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
129,1,6.58,6.69,1.02,5.82,5.85,1.00,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
130,1,6.31,6.30,1.00,5.54,5.60,1.01,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
131,1,3.91,4.05,1.04,3.55,3.70,1.04,1,1,1.00,1,1,1.00,1,1,1.00,2,2,1.00,C,C
132,1,6.35,6.73,1.06,5.61,6.00,1.07,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
133,1,6.59,6.54,0.99,5.85,5.88,1.00,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
134,1,6.48,6.48,1.00,5.74,5.76,1.00,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
135,1,4.07,4.20,1.03,3.68,3.80,1.03,1,1,1.00,1,1,1.00,1,1,1.00,2,2,1.00,C,C
136,1,9.30,9.26,1.00,8.09,8.16,1.01,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
137,1,6.40,6.69,1.05,5.68,5.95,1.05,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
138,1,8.89,9.22,1.04,7.83,8.11,1.04,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
139,1,9.05,9.60,1.06,7.95,8.52,1.07,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
140,1,6.80,6.58,0.97,5.99,5.87,0.98,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
141,1,4.05,3.89,0.96,3.71,3.56,0.96,1,1,1.00,1,1,1.00,1,1,1.00,2,2,1.00,C,C
142,1,8.89,9.33,1.05,7.77,8.14,1.05,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
143,1,9.40,9.29,0.99,8.06,8.07,1.00,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
144,1,4.22,4.46,1.06,3.87,4.10,1.06,1,1,1.00,1,1,1.00,1,1,1.00,2,2,1.00,C,C
145,1,9.26,9.33,1.01,8.18,8.05,0.98,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
146,1,9.59,9.01,0.94,8.44,7.93,0.94,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
147,1,9.42,9.44,1.00,8.23,8.38,1.02,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
148,1,8.99,9.16,1.02,7.90,7.98,1.01,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
149,1,6.64,6.48,0.98,5.89,5.66,0.96,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
150,1,6.55,6.40,0.98,5.80,5.66,0.98,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
151,1,3.79,3.89,1.03,3.44,3.54,1.03,1,1,1.00,1,1,1.00,1,1,1.00,2,2,1.00,C,C
152,1,3.90,3.90,1.00,3.57,3.55,0.99,1,1,1.00,1,1,1.00,1,1,1.00,2,2,1.00,C,C
153,1,6.62,6.53,0.99,5.89,5.80,0.98,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
154,1,6.40,6.60,1.03,5.65,5.91,1.05,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
155,1,8.84,8.97,1.01,7.69,7.82,1.02,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
156,1,9.18,9.32,1.02,7.99,8.07,1.01,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
157,1,9.95,9.13,0.92,8.61,7.91,0.92,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
158,1,9.42,8.96,0.95,8.19,7.90,0.96,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
159,1,6.26,6.42,1.03,5.56,5.67,1.02,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
160,1,8.85,9.12,1.03,7.81,7.95,1.02,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
161,1,9.19,8.91,0.97,7.92,7.87,0.99,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
162,1,3.92,3.92,1.00,3.57,3.54,0.99,1,1,1.00,1,1,1.00,1,1,1.00,2,2,1.00,C,C
163,1,8.77,9.45,1.08,7.69,8.32,1.08,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
164,1,9.02,9.48,1.05,7.89,8.37,1.06,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
165,1,9.68,10.61,1.10,8.52,9.09,1.07,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
166,1,8.87,8.91,1.00,7.78,7.86,1.01,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
167,1,6.41,6.21,0.97,5.71,5.52,0.97,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
168,1,8.57,8.59,1.00,7.54,7.56,1.00,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
169,1,3.92,3.90,1.00,3.57,3.54,0.99,1,1,1.00,1,1,1.00,1,1,1.00,2,2,1.00,C,C
170,1,8.58,8.80,1.03,7.51,7.77,1.04,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
171,1,6.29,6.28,1.00,5.58,5.58,1.00,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
172,1,6.26,6.33,1.01,5.54,5.51,0.99,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
173,1,3.80,4.04,1.06,3.45,3.65,1.06,1,1,1.00,1,1,1.00,1,1,1.00,2,2,1.00,C,C
174,1,6.15,6.34,1.03,5.42,5.60,1.03,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
175,1,6.56,6.43,0.98,5.80,5.68,0.98,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
176,1,6.53,6.69,1.03,5.81,5.96,1.02,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
177,1,6.55,6.46,0.99,5.85,5.78,0.99,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
178,1,6.56,7.08,1.08,5.85,6.35,1.09,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
179,1,6.47,6.78,1.05,5.75,6.06,1.05,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
180,1,6.57,7.04,1.07,5.82,6.30,1.08,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
181,1,6.41,6.93,1.08,5.70,6.18,1.08,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
182,1,6.55,6.74,1.03,5.84,5.91,1.01,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
183,1,9.03,9.87,1.09,7.97,8.69,1.09,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
184,1,6.27,5.97,0.95,5.60,5.32,0.95,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
185,1,8.73,9.82,1.13,7.58,8.66,1.14,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
186,1,9.52,8.68,0.91,8.19,7.64,0.93,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
187,1,6.33,6.64,1.05,5.62,5.95,1.06,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
188,1,6.67,6.36,0.95,5.95,5.66,0.95,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
189,1,4.50,4.34,0.96,4.17,4.00,0.96,1,1,1.00,1,1,1.00,1,1,1.00,2,2,1.00,C,C
190,1,3.91,4.29,1.10,3.58,3.95,1.10,1,1,1.00,1,1,1.00,1,1,1.00,2,2,1.00,C,C
191,1,8.45,9.50,1.12,7.73,8.57,1.11,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
192,1,10.12,9.52,0.94,8.90,8.49,0.95,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
193,1,9.34,8.77,0.94,8.11,7.74,0.95,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
194,1,4.01,4.35,1.08,3.69,4.00,1.09,1,1,1.00,1,1,1.00,1,1,1.00,2,2,1.00,C,C
195,1,6.73,10.95,1.63,5.99,9.63,1.61,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
196,1,8.10,10.88,1.34,7.19,9.63,1.34,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
197,1,7.79,7.10,0.91,7.00,6.40,0.91,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
198,1,9.17,10.31,1.12,8.09,9.09,1.12,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
199,1,6.30,6.33,1.00,5.59,5.65,1.01,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
200,1,9.18,8.80,0.96,8.13,7.79,0.96,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
