Trial Number,Complexity Level,Run-time zooming,Run-time non_zooming,Run-time Ratio,Planning Time - zooming,Planning Time - non_zooming,Planning Time - Ratio,# Abstract Plans - zooming,# Abstract Plans - non_zooming,# Abstract Plans - Ratio,# Abstract Actions - zooming,# Abstract Actions - non_zooming,# Abstract Actions - Ratio,# Refined Plans - zooming,# Refined Plans - non_zooming,# Refined Plans - Ratio,# Refined Actions - zooming,# Refined Actions - non_zooming,# Refined Actions - Ratio,Complete Run - zooming,Complete Run - non_zooming
177,5,34.39,301.01,8.75,19.06,2.62,0.14,1,1,1.00,2,0,0.00,8,0,0.00,17,0,0.00,C,T
178,5,97.95,301.01,3.07,58.30,6.15,0.11,1,1,1.00,9,0,0.00,11,0,0.00,43,0,0.00,C,T
179,5,50.14,301.01,6.00,24.66,2.37,0.10,1,1,1.00,3,0,0.00,9,0,0.00,27,0,0.00,C,T
180,5,70.88,83.42,1.18,38.70,83.41,2.16,1,1,1.00,5,0,0.00,11,1,0.09,35,0,0.00,C,A
181,5,28.88,301.01,10.42,16.24,2.53,0.16,1,1,1.00,2,0,0.00,4,0,0.00,15,0,0.00,C,T
182,5,94.98,86.47,0.91,53.77,86.46,1.61,1,1,1.00,8,0,0.00,15,1,0.07,45,0,0.00,C,A
183,5,38.89,301.01,7.74,23.42,3.51,0.15,1,1,1.00,4,0,0.00,5,0,0.00,17,0,0.00,C,T
184,5,52.19,301.01,5.77,31.19,4.46,0.14,1,1,1.00,5,0,0.00,8,0,0.00,25,0,0.00,C,T
185,5,27.27,301.01,11.04,16.14,2.01,0.12,1,1,1.00,3,0,0.00,6,0,0.00,15,0,0.00,C,T
186,5,39.69,69.90,1.76,26.51,69.89,2.64,1,1,1.00,6,0,0.00,6,1,0.17,17,0,0.00,C,A
187,5,24.64,301.01,12.22,15.51,2.01,0.13,1,1,1.00,3,0,0.00,3,0,0.00,12,0,0.00,C,T
188,5,50.18,79.68,1.59,28.09,79.67,2.84,1,1,1.00,5,0,0.00,8,1,0.12,29,0,0.00,C,A
189,5,85.38,301.01,3.53,49.33,4.83,0.10,1,1,1.00,9,0,0.00,11,0,0.00,47,0,0.00,C,T
190,5,56.02,301.01,5.37,31.92,3.64,0.11,1,1,1.00,6,0,0.00,9,0,0.00,31,0,0.00,C,T
191,5,27.16,67.45,2.48,16.49,67.44,4.09,1,1,1.00,3,0,0.00,6,1,0.17,15,0,0.00,C,A
192,5,63.18,301.01,4.76,35.29,3.22,0.09,1,1,1.00,5,0,0.00,12,0,0.00,37,0,0.00,C,T
193,5,36.82,301.01,8.18,21.62,2.01,0.09,1,1,1.00,3,0,0.00,10,0,0.00,21,0,0.00,C,T
194,5,43.32,301.01,6.95,22.95,2.74,0.12,1,1,1.00,4,0,0.00,7,0,0.00,27,0,0.00,C,T
195,5,27.97,67.61,2.42,16.94,67.60,3.99,1,1,1.00,3,0,0.00,6,1,0.17,15,0,0.00,C,A
196,5,26.08,301.01,11.54,15.05,2.08,0.14,1,1,1.00,2,0,0.00,7,0,0.00,15,0,0.00,C,T
197,5,32.54,68.49,2.10,22.89,68.48,2.99,1,1,1.00,5,0,0.00,6,1,0.17,13,0,0.00,C,A
198,5,52.74,301.01,5.71,30.88,3.19,0.10,1,1,1.00,5,0,0.00,9,0,0.00,29,0,0.00,C,T
199,5,58.62,301.01,5.13,31.01,3.13,0.10,1,1,1.00,5,0,0.00,12,0,0.00,37,0,0.00,C,T
200,5,51.10,301.01,5.89,26.10,2.73,0.10,1,1,1.00,4,0,0.00,9,0,0.00,33,0,0.00,C,T
