Trial Number,Complexity Level,Run-time zooming,Run-time non_zooming,Run-time Ratio,Refined Planning Time - zooming,Refined Planning Time - non_zooming,Refined Planning Time - Ratio,Abstract Planning Time - zooming,Abstract Planning Time - non_zooming,Abstract Planning Time - Ratio,Diagnosing - zooming,Diagnosing - non_zooming,Diagnosing - Ratio,Inferring -zooming, Inferring - non_zooming,Inferring - Ratio,# Abstract Plans - zooming,# Abstract Plans - non_zooming,# Abstract Plans - Ratio,# Abstract Actions - zooming,# Abstract Actions - non_zooming,# Abstract Actions - Ratio,# Refined Plans - zooming,# Refined Plans - non_zooming,# Refined Plans - Ratio,# Refined Actions - zooming,# Refined Actions - non_zooming,# Refined Actions - Ratio,Complete Run - zooming,Complete Run - non_zooming
122,8,154.71,,,16.15,,,12.33,,,5.22,,,3.16,,,1,,,6,,,8,,,43,,,C,
123,8,169.77,,,31.91,,,7.84,,,3.80,,,2.27,,,1,,,4,,,13,,,45,,,C,
124,8,206.90,,,41.26,,,7.89,,,3.87,,,2.31,,,1,,,4,,,15,,,55,,,C,
125,8,281.37,,,49.17,,,14.68,,,6.13,,,3.96,,,1,,,7,,,13,,,75,,,C,
126,8,207.16,,,42.38,,,7.91,,,3.68,,,2.42,,,1,,,4,,,14,,,55,,,C,
127,8,171.75,,,15.78,,,12.36,,,5.46,,,3.25,,,1,,,6,,,9,,,49,,,C,
128,8,234.84,,,28.59,,,19.70,,,7.87,,,4.20,,,1,,,9,,,11,,,63,,,C,
129,8,287.38,,,59.13,,,12.12,,,5.27,,,3.41,,,1,,,6,,,19,,,75,,,C,
130,8,164.79,,,41.94,,,5.29,,,3.00,,,1.70,,,1,,,3,,,13,,,41,,,C,
131,8,230.15,,,40.85,,,12.53,,,5.32,,,3.34,,,1,,,6,,,13,,,61,,,C,
132,8,118.34,,,18.87,,,5.26,,,2.93,,,1.48,,,1,,,3,,,7,,,33,,,C,
133,8,110.99,,,8.29,,,10.27,,,4.56,,,2.24,,,1,,,5,,,5,,,31,,,C,
134,8,262.69,,,41.69,,,14.67,,,6.17,,,3.83,,,1,,,7,,,16,,,71,,,C,
135,8,176.61,,,33.75,,,7.74,,,3.62,,,2.25,,,1,,,4,,,10,,,47,,,C,
136,8,108.24,,,9.77,,,8.10,,,3.78,,,1.79,,,1,,,4,,,11,,,31,,,C,
137,8,87.24,,,9.78,,,5.27,,,2.94,,,1.55,,,1,,,3,,,4,,,25,,,C,
138,8,139.51,,,11.21,,,12.61,,,5.26,,,3.14,,,1,,,6,,,7,,,39,,,C,
139,8,111.07,,,13.80,,,10.19,,,4.59,,,2.75,,,1,,,5,,,5,,,29,,,C,
140,8,223.68,,,33.63,,,12.38,,,5.36,,,3.32,,,1,,,6,,,14,,,61,,,C,
141,8,168.79,,,25.37,,,5.12,,,2.84,,,1.56,,,1,,,3,,,17,,,49,,,C,
142,8,247.93,,,45.65,,,10.26,,,4.59,,,2.87,,,1,,,5,,,17,,,67,,,C,
143,8,242.14,,,51.25,,,10.26,,,4.45,,,2.75,,,1,,,5,,,17,,,63,,,C,
144,8,70.30,,,6.45,,,3.73,,,2.31,,,1.00,,,1,,,2,,,8,,,21,,,C,
145,8,191.69,,,23.25,,,10.25,,,4.57,,,2.46,,,1,,,5,,,12,,,55,,,C,
146,8,229.64,,,40.25,,,12.59,,,5.42,,,3.27,,,1,,,6,,,18,,,61,,,C,
147,8,194.85,,,23.42,,,12.50,,,5.39,,,2.91,,,1,,,6,,,15,,,55,,,C,
148,8,174.92,,,17.21,,,10.09,,,4.55,,,2.41,,,1,,,5,,,15,,,51,,,C,
149,8,105.05,,,12.31,,,5.15,,,3.00,,,1.49,,,1,,,3,,,7,,,31,,,C,
150,8,253.85,,,27.62,,,14.67,,,6.21,,,3.32,,,1,,,7,,,18,,,73,,,C,
151,8,128.86,,,19.64,,,8.17,,,3.68,,,2.17,,,1,,,4,,,8,,,35,,,C,
152,8,213.08,,,31.53,,,7.98,,,3.76,,,2.00,,,1,,,4,,,19,,,61,,,C,
