Trial Number,Complexity Level,Run-time zooming,Run-time non_zooming,Run-time Ratio,Refined Planning Time - zooming,Refined Planning Time - non_zooming,Refined Planning Time - Ratio,Abstract Planning Time - zooming,Abstract Planning Time - non_zooming,Abstract Planning Time - Ratio,Diagnosing - zooming,Diagnosing - non_zooming,Diagnosing - Ratio,Inferring -zooming, Inferring - non_zooming,Inferring - Ratio,# Abstract Plans - zooming,# Abstract Plans - non_zooming,# Abstract Plans - Ratio,# Abstract Actions - zooming,# Abstract Actions - non_zooming,# Abstract Actions - Ratio,# Refined Plans - zooming,# Refined Plans - non_zooming,# Refined Plans - Ratio,# Refined Actions - zooming,# Refined Actions - non_zooming,# Refined Actions - Ratio,Complete Run - zooming,Complete Run - non_zooming
17,3,7.97,232.19,29.13,1.20,225.61,188.58,2.93,2.94,1.00,1.68,1.62,0.96,0.76,0.74,0.98,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
18,3,16.73,366.70,21.92,1.93,351.97,182.51,5.76,5.76,1.00,2.61,2.57,0.99,1.62,1.56,0.96,1,1,1.00,4,4,1.00,4,4,1.00,15,15,1.00,C,C
19,3,17.15,49.85,2.91,4.53,39.37,8.69,4.05,3.88,0.96,2.08,2.18,1.05,1.16,1.17,1.02,1,1,1.00,3,3,1.00,6,4,0.67,17,11,0.65,C,C
20,3,13.97,6.38,,2.24,4.40,,3.80,1.15,,2.05,0.82,,1.19,0.00,,1,1,,3,0,,4,0,,15,0,,C,A
21,3,21.55,7.70,,4.13,4.82,,5.83,2.00,,2.43,0.88,,1.58,0.00,,1,1,,4,0,,7,0,,23,0,,C,A
22,3,27.58,58.03,,5.07,48.66,,8.50,4.82,,3.48,1.76,,2.41,0.77,,1,1,,6,2,,9,2,,25,6,,C,A
23,3,19.52,137.21,7.03,3.59,121.48,33.84,5.69,5.68,1.00,2.50,2.57,1.03,1.58,1.53,0.97,1,1,1.00,4,4,1.00,7,7,1.00,19,19,1.00,C,C
24,3,19.47,511.05,26.25,3.41,495.18,145.40,5.86,5.72,0.97,2.53,2.63,1.04,1.57,1.62,1.03,1,1,1.00,4,4,1.00,6,6,1.00,19,19,1.00,C,C
25,3,16.10,62.82,3.90,3.65,50.11,13.74,3.88,3.87,1.00,2.09,2.14,1.02,1.17,1.21,1.03,1,1,1.00,3,3,1.00,6,6,1.00,17,17,1.00,C,C
26,3,25.21,98.90,3.92,4.59,79.36,17.28,7.18,7.39,1.03,2.96,3.21,1.08,1.96,2.00,1.02,1,1,1.00,5,5,1.00,8,6,0.75,25,21,0.84,C,C
27,3,17.09,40.78,2.39,3.45,28.96,8.40,3.93,3.85,0.98,2.18,2.12,0.97,1.21,1.20,0.99,1,1,1.00,3,3,1.00,6,4,0.67,19,15,0.79,C,C
28,3,12.48,47.63,3.82,3.09,38.36,12.41,2.86,3.00,1.05,1.67,1.63,0.98,0.82,0.77,0.94,1,1,1.00,2,2,1.00,5,5,1.00,13,13,1.00,C,C
29,3,9.84,320.85,32.61,1.89,312.85,165.62,2.81,2.94,1.05,1.67,1.59,0.95,0.76,0.84,1.11,1,1,1.00,2,2,1.00,3,3,1.00,9,9,1.00,C,C
30,3,17.36,465.98,26.85,2.59,451.32,173.94,5.77,5.78,1.00,2.62,2.59,0.99,1.57,1.58,1.01,1,1,1.00,4,4,1.00,5,5,1.00,15,15,1.00,C,C
31,3,14.28,23.13,,4.06,20.56,,2.89,1.07,,1.68,0.81,,0.81,0.00,,1,1,,2,0,,5,2,,15,2,,C,A
32,3,24.06,16.35,,4.42,9.87,,7.25,3.44,,3.04,1.26,,2.07,0.41,,1,1,,5,1,,8,1,,23,4,,C,A
33,3,8.68,31.06,3.58,1.19,23.81,20.07,2.98,2.84,0.95,1.70,1.67,0.98,0.80,0.76,0.95,1,1,1.00,2,2,1.00,2,2,1.00,6,6,1.00,C,C
34,3,15.46,6.25,,3.37,4.29,,3.91,1.12,,2.11,0.82,,1.23,0.00,,1,1,,3,0,,6,0,,15,0,,C,A
35,3,15.30,88.58,5.79,3.48,77.03,22.15,3.90,3.80,0.97,2.04,2.14,1.05,1.12,1.14,1.02,1,1,1.00,3,3,1.00,6,6,1.00,15,15,1.00,C,C
36,3,13.72,32.39,2.36,1.79,20.31,11.36,3.84,3.83,1.00,2.11,2.17,1.03,1.22,1.24,1.02,1,1,1.00,3,3,1.00,3,3,1.00,14,14,1.00,C,C
37,3,14.62,6.42,,3.31,4.48,,3.84,1.11,,2.29,0.81,,1.15,0.00,,1,1,,3,0,,6,0,,13,0,,C,A
38,3,25.29,8.27,,3.10,4.60,,8.64,2.80,,3.45,0.87,,2.40,0.00,,1,1,,6,0,,6,0,,23,0,,C,A
39,3,15.99,61.82,3.87,3.40,49.43,14.53,3.92,3.78,0.96,2.14,2.15,1.01,1.19,1.17,0.99,1,1,1.00,3,3,1.00,6,6,1.00,17,17,1.00,C,C
40,3,20.44,7.26,,4.04,4.50,,5.63,1.91,,2.53,0.84,,1.52,0.00,,1,1,,4,0,,7,0,,21,0,,C,A
41,3,28.76,97.93,3.40,3.64,70.97,19.50,10.13,10.41,1.03,4.02,4.18,1.04,2.79,2.86,1.02,1,1,1.00,7,7,1.00,7,7,1.00,25,25,1.00,C,C
42,3,15.83,518.04,32.73,2.04,504.30,247.16,5.63,5.69,1.01,2.45,2.56,1.05,1.50,1.50,1.00,1,1,1.00,4,4,1.00,4,4,1.00,13,13,1.00,C,C
43,3,21.59,15.57,,4.97,9.80,,5.71,2.85,,2.46,1.17,,1.60,0.41,,1,1,,4,1,,7,1,,21,4,,C,A
44,3,25.49,7.44,,4.53,4.31,,7.18,2.25,,2.99,0.86,,2.05,0.00,,1,1,,5,0,,8,0,,27,0,,C,A
45,3,22.23,440.69,19.82,3.11,420.61,135.25,7.25,7.29,1.01,3.07,2.94,0.96,1.97,1.96,1.00,1,1,1.00,5,5,1.00,6,8,1.33,21,25,1.19,C,C
46,3,15.45,443.54,28.70,1.87,430.39,230.42,5.88,5.79,0.98,2.56,2.51,0.98,1.56,1.57,1.01,1,1,1.00,4,4,1.00,4,4,1.00,11,11,1.00,C,C
47,3,10.25,315.43,,2.31,312.81,,2.77,1.15,,1.64,0.82,,0.78,0.00,,1,1,,2,0,,4,2,,9,2,,C,A
48,3,10.72,74.33,6.93,1.86,65.77,35.32,2.90,2.83,0.98,1.70,1.59,0.93,0.81,0.82,1.02,1,1,1.00,2,2,1.00,3,3,1.00,11,11,1.00,C,C
49,3,19.93,450.16,22.59,2.46,432.89,175.88,7.15,7.19,1.01,3.01,3.00,1.00,1.94,1.93,0.99,1,1,1.00,5,5,1.00,5,5,1.00,17,17,1.00,C,C
50,3,32.79,8.16,,4.78,4.28,,10.37,3.06,,3.93,0.80,,2.94,0.00,,1,1,,7,0,,9,0,,33,0,,C,A
51,3,24.79,80.39,3.24,4.18,60.04,14.36,7.13,7.26,1.02,3.06,2.93,0.96,1.99,2.03,1.02,1,1,1.00,5,5,1.00,8,8,1.00,25,25,1.00,C,C
52,3,23.76,104.98,4.42,4.10,85.30,20.79,7.13,7.15,1.00,3.06,2.92,0.95,1.99,2.04,1.02,1,1,1.00,5,5,1.00,7,7,1.00,23,23,1.00,C,C
53,3,20.50,93.64,4.57,4.27,77.80,18.21,5.85,5.78,0.99,2.52,2.59,1.03,1.62,1.63,1.00,1,1,1.00,4,4,1.00,7,7,1.00,19,19,1.00,C,C
54,3,5.58,13.37,2.40,0.61,8.60,14.17,1.88,1.88,1.00,1.24,1.23,0.99,0.44,0.42,0.97,1,1,1.00,1,1,1.00,1,1,1.00,4,4,1.00,C,C
55,3,18.40,7.33,,2.63,4.58,,5.69,1.92,,2.53,0.82,,1.58,0.00,,1,1,,4,0,,5,0,,19,0,,C,A
56,3,20.99,49.56,2.36,4.36,34.46,7.90,5.76,5.77,1.00,2.55,2.57,1.01,1.69,1.64,0.97,1,1,1.00,4,4,1.00,7,5,0.71,21,17,0.81,C,C
57,3,16.70,201.12,12.04,2.15,186.73,86.82,5.71,5.70,1.00,2.60,2.55,0.98,1.50,1.54,1.02,1,1,1.00,4,4,1.00,4,4,1.00,15,15,1.00,C,C
58,3,15.68,448.22,28.59,1.95,434.20,222.77,5.62,5.80,1.03,2.55,2.69,1.05,1.58,1.56,0.99,1,1,1.00,4,4,1.00,4,4,1.00,13,13,1.00,C,C
59,3,25.32,7.64,,4.26,4.49,,7.09,2.34,,3.02,0.80,,2.05,0.00,,1,1,,5,0,,8,0,,27,0,,C,A
60,3,8.72,395.89,45.42,1.22,388.56,318.35,2.97,2.86,0.96,1.68,1.65,0.98,0.77,0.79,1.03,1,1,1.00,2,2,1.00,2,2,1.00,7,7,1.00,C,C
61,3,6.27,10.53,1.68,0.60,5.15,8.60,1.87,1.77,0.95,1.28,1.16,0.90,0.40,0.40,0.99,1,1,1.00,1,1,1.00,1,1,1.00,6,6,1.00,C,C
62,3,18.02,7.12,,3.32,4.35,,5.82,1.93,,2.54,0.83,,1.54,0.00,,1,1,,4,0,,6,0,,15,0,,C,A
63,3,18.31,77.41,4.23,2.72,60.76,22.32,5.82,5.58,0.96,2.65,2.47,0.93,1.58,1.60,1.01,1,1,1.00,4,4,1.00,5,7,1.40,17,21,1.24,C,C
64,3,21.31,75.75,3.55,4.74,61.29,12.92,5.71,5.77,1.01,2.50,2.54,1.02,1.65,1.54,0.93,1,1,1.00,4,4,1.00,7,5,0.71,21,15,0.71,C,C
65,3,13.40,401.46,29.95,2.07,390.33,188.35,3.81,3.79,0.99,2.17,2.03,0.94,1.15,1.18,1.03,1,1,1.00,3,3,1.00,4,4,1.00,13,13,1.00,C,C
66,3,23.29,7.53,,3.47,4.27,,7.34,2.38,,3.02,0.87,,1.95,0.00,,1,1,,5,0,,7,0,,23,0,,C,A
67,3,5.59,15.29,2.74,0.60,10.54,17.58,1.86,1.90,1.02,1.33,1.20,0.90,0.40,0.41,1.02,1,1,1.00,1,1,1.00,1,1,1.00,4,4,1.00,C,C
68,3,17.17,52.67,3.07,2.24,37.87,16.90,5.73,5.94,1.04,2.53,2.59,1.02,1.53,1.61,1.05,1,1,1.00,4,4,1.00,4,4,1.00,15,15,1.00,C,C
69,3,20.01,57.53,2.87,3.61,41.32,11.43,5.81,5.81,1.00,2.63,2.51,0.95,1.57,1.58,1.01,1,1,1.00,4,4,1.00,6,6,1.00,19,19,1.00,C,C
70,3,19.80,81.12,4.10,2.78,64.59,23.26,7.21,7.15,0.99,2.86,3.01,1.05,1.99,1.90,0.96,1,1,1.00,5,5,1.00,5,5,1.00,15,15,1.00,C,C
71,3,20.26,73.87,3.65,4.30,57.56,13.40,5.71,5.89,1.03,2.54,2.54,1.00,1.56,1.59,1.02,1,1,1.00,4,4,1.00,7,7,1.00,19,19,1.00,C,C
72,3,16.94,200.09,11.81,2.37,185.46,78.33,5.75,5.79,1.01,2.59,2.57,0.99,1.54,1.54,1.00,1,1,1.00,4,4,1.00,4,4,1.00,15,15,1.00,C,C
73,3,19.24,18.51,,3.84,12.62,,5.79,2.93,,2.57,1.20,,1.56,0.39,,1,1,,4,1,,7,1,,17,4,,C,A
74,3,20.37,60.91,2.99,3.43,44.60,12.99,5.81,5.72,0.98,2.56,2.56,1.00,1.63,1.59,0.98,1,1,1.00,4,4,1.00,6,6,1.00,21,21,1.00,C,C
75,3,18.10,67.86,3.75,2.68,51.52,19.24,5.90,5.72,0.97,2.54,2.56,1.01,1.56,1.58,1.02,1,1,1.00,4,4,1.00,5,6,1.20,17,19,1.12,C,C
76,3,18.54,7.21,,2.65,4.46,,5.72,1.90,,2.54,0.84,,1.60,0.00,,1,1,,4,0,,5,0,,19,0,,C,A
77,3,15.37,479.15,31.17,3.46,467.45,135.22,3.99,3.83,0.96,2.02,2.05,1.01,1.14,1.23,1.08,1,1,1.00,3,3,1.00,6,6,1.00,15,15,1.00,C,C
78,3,7.84,349.33,44.53,1.15,342.66,297.28,2.81,2.95,1.05,1.72,1.70,0.99,0.77,0.74,0.96,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
79,3,26.50,402.16,15.17,3.73,379.28,101.81,8.51,8.70,1.02,3.50,3.40,0.97,2.55,2.40,0.94,1,1,1.00,6,6,1.00,7,7,1.00,25,25,1.00,C,C
80,3,32.48,31.21,,4.11,20.24,,11.61,5.74,,4.27,1.77,,3.23,0.79,,1,1,,8,2,,8,2,,27,8,,C,A
81,3,25.89,35.60,,3.81,22.23,,8.71,5.99,,3.38,2.26,,2.39,1.19,,1,1,,6,3,,7,3,,23,12,,C,A
82,3,33.29,8.76,,4.79,4.69,,10.12,3.24,,4.02,0.82,,2.85,0.00,,1,1,,7,0,,9,0,,35,0,,C,A
83,3,9.98,24.71,2.47,1.23,16.07,13.03,2.85,2.85,1.00,1.72,1.69,0.98,0.77,0.82,1.06,1,1,1.00,2,2,1.00,2,2,1.00,10,10,1.00,C,C
84,3,15.13,75.52,4.99,3.33,63.64,19.10,3.91,3.87,0.99,1.99,2.13,1.07,1.14,1.21,1.06,1,1,1.00,3,3,1.00,6,6,1.00,15,15,1.00,C,C
85,3,27.49,16.49,,4.14,9.72,,8.63,3.80,,3.51,1.30,,2.32,0.40,,1,1,,6,1,,8,1,,27,4,,C,A
86,3,18.01,219.03,12.16,2.67,202.24,75.63,5.71,5.72,1.00,2.54,2.65,1.04,1.59,1.64,1.03,1,1,1.00,4,4,1.00,5,7,1.40,17,21,1.24,C,C
87,3,23.15,7.54,,3.77,4.31,,7.09,2.32,,3.00,0.90,,1.96,0.00,,1,1,,5,0,,7,0,,23,0,,C,A
88,3,15.92,417.26,26.21,3.24,404.74,125.09,3.94,3.83,0.97,2.01,2.12,1.05,1.16,1.21,1.04,1,1,1.00,3,3,1.00,6,6,1.00,17,17,1.00,C,C
89,3,17.48,7.34,,2.15,4.49,,5.73,1.94,,2.53,0.90,,1.54,0.00,,1,1,,4,0,,4,0,,17,0,,C,A
90,3,16.99,77.73,4.58,4.03,65.70,16.30,4.36,3.91,0.90,2.25,2.18,0.97,1.25,1.15,0.92,1,1,1.00,3,3,1.00,6,6,1.00,15,15,1.00,C,C
91,3,17.60,6.93,,2.25,4.20,,5.74,1.93,,2.58,0.79,,1.55,0.00,,1,1,,4,0,,4,0,,17,0,,C,A
92,3,16.71,45.86,2.74,2.17,32.35,14.91,5.94,5.53,0.93,2.54,2.41,0.95,1.53,1.51,0.99,1,1,1.00,4,4,1.00,4,4,1.00,13,13,1.00,C,C
93,3,19.91,487.89,24.50,3.47,471.71,135.78,5.61,5.70,1.02,2.56,2.44,0.95,1.61,1.55,0.96,1,1,1.00,4,4,1.00,6,6,1.00,21,21,1.00,C,C
94,3,21.06,142.37,6.76,3.11,124.31,39.91,6.96,7.15,1.03,2.98,3.02,1.02,1.98,1.97,0.99,1,1,1.00,5,5,1.00,6,6,1.00,19,19,1.00,C,C
95,3,11.48,6.22,,1.57,4.31,,3.79,1.09,,2.12,0.82,,1.13,0.00,,1,1,,3,0,,3,0,,9,0,,C,A
96,3,17.09,383.56,22.44,2.41,369.05,153.25,5.68,5.65,0.99,2.54,2.45,0.97,1.58,1.61,1.02,1,1,1.00,4,4,1.00,4,4,1.00,15,15,1.00,C,C
97,3,19.27,421.70,21.88,3.18,405.45,127.69,5.64,5.69,1.01,2.60,2.47,0.95,1.53,1.59,1.04,1,1,1.00,4,4,1.00,6,7,1.17,19,21,1.11,C,C
98,3,15.45,420.45,,2.78,414.79,,3.89,2.12,,2.08,1.23,,1.20,0.40,,1,1,,3,1,,5,3,,17,6,,C,A
99,3,22.02,265.53,12.06,3.13,245.84,78.59,7.02,7.08,1.01,3.06,2.86,0.94,2.07,1.98,0.96,1,1,1.00,5,5,1.00,6,8,1.33,21,25,1.19,C,C
100,3,20.53,70.96,3.46,3.83,54.64,14.26,5.71,5.69,1.00,2.50,2.53,1.01,1.58,1.59,1.00,1,1,1.00,4,4,1.00,7,7,1.00,21,21,1.00,C,C
101,3,24.39,489.07,20.05,4.11,469.16,114.21,7.00,7.23,1.03,3.06,2.90,0.95,1.98,1.98,1.00,1,1,1.00,5,5,1.00,7,7,1.00,25,25,1.00,C,C
102,3,22.50,449.04,19.96,3.21,428.14,133.35,7.00,7.22,1.03,3.02,2.87,0.95,1.93,1.91,0.99,1,1,1.00,5,5,1.00,6,8,1.33,23,27,1.17,C,C
103,3,19.84,65.46,3.30,2.36,47.91,20.31,7.05,7.09,1.01,2.93,2.98,1.02,1.98,2.03,1.03,1,1,1.00,5,5,1.00,5,5,1.00,17,17,1.00,C,C
104,3,17.96,432.65,24.09,2.75,416.92,151.67,5.71,5.53,0.97,2.50,2.52,1.01,1.57,1.57,1.01,1,1,1.00,4,4,1.00,5,6,1.20,17,19,1.12,C,C
105,3,10.25,41.46,4.04,2.39,33.68,14.07,2.82,2.82,1.00,1.58,1.66,1.04,0.80,0.77,0.97,1,1,1.00,2,2,1.00,4,4,1.00,9,9,1.00,C,C
106,3,23.20,482.61,20.80,3.79,462.93,122.07,7.04,6.98,0.99,2.99,2.94,0.98,2.03,1.88,0.93,1,1,1.00,5,5,1.00,7,8,1.14,23,25,1.09,C,C
107,3,15.80,387.65,24.53,3.31,376.48,113.75,3.91,3.84,0.98,2.01,2.08,1.04,1.23,1.25,1.02,1,1,1.00,3,3,1.00,6,4,0.67,17,13,0.76,C,C
108,3,14.13,434.24,30.72,2.90,423.38,146.21,3.86,3.88,1.01,2.11,2.01,0.96,1.17,1.12,0.96,1,1,1.00,3,3,1.00,5,5,1.00,13,13,1.00,C,C
109,3,15.54,53.46,3.44,1.95,39.66,20.29,5.62,5.53,0.98,2.49,2.55,1.02,1.59,1.56,0.98,1,1,1.00,4,4,1.00,4,4,1.00,13,13,1.00,C,C
110,3,20.73,45.44,,3.29,36.40,,7.25,4.51,,2.90,1.75,,1.97,0.80,,1,1,,5,2,,6,2,,17,6,,C,A
111,3,20.26,349.80,17.27,3.77,334.50,88.81,5.59,5.77,1.03,2.48,2.55,1.03,1.61,1.59,0.99,1,1,1.00,4,4,1.00,7,5,0.71,21,17,0.81,C,C
112,3,17.53,6.39,,4.31,4.42,,3.96,1.15,,2.09,0.81,,1.16,0.00,,1,1,,3,0,,6,0,,19,0,,C,A
113,3,17.01,6.99,,2.47,4.23,,5.69,1.90,,2.50,0.85,,1.54,0.00,,1,1,,4,0,,5,0,,15,0,,C,A
114,3,12.20,342.63,28.09,3.19,333.37,104.60,2.72,2.80,1.03,1.62,1.64,1.01,0.76,0.76,1.00,1,1,1.00,2,2,1.00,5,5,1.00,13,13,1.00,C,C
115,3,26.16,7.71,,3.47,4.19,,8.49,2.64,,3.48,0.87,,2.32,0.00,,1,1,,6,0,,7,0,,27,0,,C,A
116,3,23.89,364.15,15.24,3.93,344.11,87.62,7.13,7.12,1.00,2.95,2.97,1.01,1.96,1.97,1.01,1,1,1.00,5,5,1.00,7,7,1.00,25,25,1.00,C,C
117,3,19.05,477.21,,3.18,468.24,,5.61,3.91,,2.50,1.67,,1.65,0.79,,1,1,,4,2,,6,4,,19,8,,C,A
118,3,10.98,15.59,,2.46,13.59,,2.89,1.18,,1.56,0.81,,0.81,0.00,,1,1,,2,0,,4,1,,11,0,,C,A
119,3,21.87,205.30,9.39,3.08,185.60,60.29,7.21,7.08,0.98,2.97,3.01,1.01,1.95,1.92,0.98,1,1,1.00,5,5,1.00,6,8,1.33,21,25,1.19,C,C
120,3,30.28,453.43,14.98,4.10,426.25,104.05,10.01,9.95,0.99,3.95,3.96,1.00,2.71,2.73,1.01,1,1,1.00,7,7,1.00,8,10,1.25,29,33,1.14,C,C
121,3,19.23,263.43,13.70,2.49,246.88,99.05,7.19,7.14,0.99,2.94,2.98,1.01,1.96,1.92,0.98,1,1,1.00,5,5,1.00,5,5,1.00,15,15,1.00,C,C
122,3,14.39,448.43,31.15,3.43,439.04,128.02,3.81,3.74,0.98,2.05,1.97,0.96,1.13,1.11,0.98,1,1,1.00,3,3,1.00,6,4,0.67,13,9,0.69,C,C
123,3,11.43,6.11,,1.63,4.26,,3.91,1.04,,2.04,0.81,,1.17,0.00,,1,1,,3,0,,3,0,,9,0,,C,A
124,3,19.31,111.90,5.80,2.53,95.63,37.83,6.92,6.93,1.00,3.03,2.91,0.96,1.98,1.93,0.97,1,1,1.00,5,5,1.00,5,5,1.00,15,15,1.00,C,C
125,3,24.56,417.15,16.98,4.15,397.20,95.60,7.08,7.15,1.01,2.95,2.91,0.99,1.98,1.89,0.96,1,1,1.00,5,5,1.00,8,8,1.00,25,25,1.00,C,C
126,3,24.77,7.75,,3.03,4.33,,8.48,2.59,,3.53,0.82,,2.34,0.00,,1,1,,6,0,,6,0,,23,0,,C,A
127,3,26.80,7.54,,5.37,4.46,,6.89,2.26,,2.91,0.81,,1.96,0.00,,1,1,,5,0,,8,0,,29,0,,C,A
128,3,33.00,31.19,,5.39,20.34,,9.87,5.15,,3.92,1.63,,2.81,0.78,,1,1,,7,2,,10,2,,33,10,,C,A
129,3,19.75,35.31,,3.36,28.76,,5.79,2.95,,2.48,1.21,,1.55,0.38,,1,1,,4,1,,6,3,,21,6,,C,A
130,3,26.41,47.85,,5.33,37.51,,7.09,4.43,,3.05,1.78,,1.97,0.83,,1,1,,5,2,,8,4,,27,10,,C,A
131,3,16.07,592.92,36.90,2.16,579.17,268.65,5.70,5.79,1.02,2.51,2.57,1.02,1.47,1.49,1.01,1,1,1.00,4,4,1.00,4,4,1.00,13,13,1.00,C,C
132,3,4.58,39.14,8.55,0.54,34.94,64.27,1.78,1.85,1.04,1.15,1.23,1.07,0.40,0.40,0.98,1,1,1.00,1,1,1.00,1,1,1.00,2,2,1.00,C,C
133,3,14.06,362.39,25.78,2.65,351.36,132.38,3.82,3.76,0.98,2.12,2.15,1.01,1.17,1.17,0.99,1,1,1.00,3,3,1.00,5,5,1.00,13,13,1.00,C,C
134,3,12.51,6.16,,2.01,4.28,,3.84,1.10,,2.06,0.77,,1.17,0.00,,1,1,,3,0,,4,0,,11,0,,C,A
135,3,22.55,7.52,,3.33,4.30,,7.03,2.33,,2.85,0.88,,1.96,0.00,,1,1,,5,0,,6,0,,23,0,,C,A
136,3,17.85,405.15,22.70,2.65,390.18,147.50,5.63,5.75,1.02,2.51,2.46,0.98,1.54,1.53,0.99,1,1,1.00,4,4,1.00,5,5,1.00,17,17,1.00,C,C
137,3,21.50,38.12,,4.96,31.63,,5.57,2.92,,2.46,1.23,,1.56,0.41,,1,1,,4,1,,7,3,,21,6,,C,A
138,3,21.19,260.85,12.31,3.05,242.22,79.29,7.16,7.23,1.01,2.90,2.97,1.02,1.92,1.91,0.99,1,1,1.00,5,5,1.00,6,7,1.17,19,21,1.11,C,C
139,3,19.33,84.33,,3.30,78.35,,5.69,2.92,,2.59,1.28,,1.57,0.38,,1,1,,4,1,,6,3,,19,4,,C,A
140,3,19.39,16.67,,3.25,10.78,,5.69,2.89,,2.61,1.28,,1.62,0.42,,1,1,,4,1,,6,1,,19,4,,C,A
141,3,9.79,447.64,45.70,1.83,439.21,239.37,2.74,2.82,1.03,1.65,1.66,1.00,0.82,0.75,0.92,1,1,1.00,2,2,1.00,3,4,1.33,9,11,1.22,C,C
142,3,14.62,49.85,3.41,2.99,38.16,12.76,3.78,3.88,1.02,2.13,2.08,0.98,1.16,1.23,1.06,1,1,1.00,3,3,1.00,5,5,1.00,15,15,1.00,C,C
143,3,13.23,156.58,11.84,2.39,143.78,60.09,3.69,3.76,1.02,2.02,2.07,1.02,1.12,1.21,1.08,1,1,1.00,3,3,1.00,4,6,1.50,13,17,1.31,C,C
144,3,19.36,65.50,3.38,3.54,49.92,14.09,5.65,5.60,0.99,2.47,2.43,0.99,1.59,1.56,0.98,1,1,1.00,4,4,1.00,6,6,1.00,19,19,1.00,C,C
145,3,30.35,101.94,3.36,4.09,74.52,18.24,9.94,9.82,0.99,3.98,3.86,0.97,2.71,2.74,1.01,1,1,1.00,7,7,1.00,8,10,1.25,29,33,1.14,C,C
146,3,33.73,8.64,,4.35,4.29,,11.58,3.52,,4.45,0.82,,3.06,0.00,,1,1,,8,0,,9,0,,31,0,,C,A
