Trial Number,Complexity Level,Run-time zooming,Run-time non_zooming,Run-time Ratio,Refined Planning Time - zooming,Refined Planning Time - non_zooming,Refined Planning Time - Ratio,Abstract Planning Time - zooming,Abstract Planning Time - non_zooming,Abstract Planning Time - Ratio,Diagnosing - zooming,Diagnosing - non_zooming,Diagnosing - Ratio,Inferring -zooming, Inferring - non_zooming,Inferring - Ratio,# Abstract Plans - zooming,# Abstract Plans - non_zooming,# Abstract Plans - Ratio,# Abstract Actions - zooming,# Abstract Actions - non_zooming,# Abstract Actions - Ratio,# Refined Plans - zooming,# Refined Plans - non_zooming,# Refined Plans - Ratio,# Refined Actions - zooming,# Refined Actions - non_zooming,# Refined Actions - Ratio,Complete Run - zooming,Complete Run - non_zooming
12,2,10.83,12.43,1.15,1.74,3.51,2.02,3.78,3.70,0.98,1.97,1.97,1.00,1.08,1.03,0.95,1,1,1.00,3,3,1.00,4,4,1.00,11,11,1.00,C,C
13,2,13.23,15.32,1.16,1.48,3.98,2.70,5.59,5.40,0.96,2.56,2.39,0.93,1.37,1.31,0.96,1,1,1.00,4,4,1.00,4,4,1.00,11,11,1.00,C,C
14,2,9.50,11.06,1.16,1.23,2.86,2.32,3.69,3.78,1.02,2.10,2.01,0.96,1.05,1.03,0.98,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
15,2,4.69,4.84,1.03,0.40,0.69,1.75,1.83,1.75,0.96,1.21,1.20,0.99,0.35,0.34,0.99,1,1,1.00,1,1,1.00,1,1,1.00,4,4,1.00,C,C
16,2,14.42,16.63,1.15,2.04,4.76,2.34,5.64,5.45,0.97,2.43,2.45,1.01,1.45,1.42,0.98,1,1,1.00,4,4,1.00,5,5,1.00,13,13,1.00,C,C
17,2,15.59,17.92,1.15,1.88,4.17,2.21,6.75,6.88,1.02,2.93,2.79,0.95,1.75,1.74,1.00,1,1,1.00,5,5,1.00,5,5,1.00,11,11,1.00,C,C
18,2,16.42,18.25,1.11,2.00,4.17,2.08,7.08,6.82,0.96,2.85,2.92,1.03,1.73,1.72,0.99,1,1,1.00,5,5,1.00,5,5,1.00,13,13,1.00,C,C
19,2,7.36,7.71,1.05,0.86,1.38,1.60,2.81,2.73,0.97,1.59,1.60,1.01,0.71,0.69,0.97,1,1,1.00,2,2,1.00,2,2,1.00,6,6,1.00,C,C
20,2,10.65,12.30,1.16,1.70,3.43,2.02,3.74,3.69,0.99,1.97,1.96,0.99,1.06,1.01,0.95,1,1,1.00,3,3,1.00,4,4,1.00,11,11,1.00,C,C
21,2,9.50,10.18,1.07,1.31,2.10,1.60,3.72,3.64,0.98,2.00,2.02,1.01,1.07,1.05,0.99,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
22,2,9.97,15.26,1.53,1.23,6.59,5.37,3.80,3.77,0.99,2.06,2.02,0.98,1.05,1.07,1.02,1,1,1.00,3,3,1.00,3,3,1.00,9,9,1.00,C,C
23,2,7.48,9.29,1.24,1.30,2.96,2.28,2.66,2.72,1.02,1.55,1.61,1.03,0.68,0.66,0.97,1,1,1.00,2,2,1.00,3,3,1.00,7,7,1.00,C,C
24,2,9.25,10.54,1.14,1.17,2.52,2.15,3.72,3.78,1.01,1.91,1.95,1.02,1.05,0.99,0.95,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
25,2,7.26,7.75,1.07,0.83,1.44,1.72,2.82,2.72,0.97,1.64,1.57,0.96,0.70,0.72,1.03,1,1,1.00,2,2,1.00,2,2,1.00,7,7,1.00,C,C
26,2,13.25,14.28,1.08,1.58,2.77,1.76,5.50,5.49,1.00,2.47,2.48,1.00,1.39,1.34,0.96,1,1,1.00,4,4,1.00,4,4,1.00,11,11,1.00,C,C
27,2,14.03,15.43,1.10,1.88,3.52,1.87,5.45,5.49,1.01,2.45,2.52,1.03,1.48,1.36,0.92,1,1,1.00,4,4,1.00,5,5,1.00,13,13,1.00,C,C
28,2,13.04,14.37,1.10,1.66,2.86,1.72,5.38,5.46,1.01,2.38,2.46,1.03,1.40,1.43,1.02,1,1,1.00,4,4,1.00,4,4,1.00,11,11,1.00,C,C
29,2,12.43,14.63,1.18,1.51,3.40,2.26,5.38,5.54,1.03,2.33,2.49,1.07,1.37,1.39,1.01,1,1,1.00,4,4,1.00,4,4,1.00,9,9,1.00,C,C
30,2,10.50,13.05,1.24,1.59,4.03,2.54,3.72,3.68,0.99,1.95,2.01,1.03,1.03,1.07,1.04,1,1,1.00,3,3,1.00,4,4,1.00,11,11,1.00,C,C
31,2,7.49,7.76,1.04,0.89,1.46,1.63,2.93,2.74,0.93,1.65,1.55,0.94,0.69,0.70,1.02,1,1,1.00,2,2,1.00,2,2,1.00,6,6,1.00,C,C
32,2,6.89,7.30,1.06,0.87,1.44,1.65,2.76,2.73,0.99,1.61,1.60,0.99,0.69,0.70,1.01,1,1,1.00,2,2,1.00,2,2,1.00,4,4,1.00,C,C
33,2,17.13,19.71,1.15,2.41,4.82,2.00,6.99,7.01,1.00,2.84,3.00,1.06,1.79,1.79,1.00,1,1,1.00,5,5,1.00,6,6,1.00,15,15,1.00,C,C
34,2,15.63,17.95,1.15,1.95,4.28,2.19,6.81,6.81,1.00,2.88,2.91,1.01,1.68,1.77,1.06,1,1,1.00,5,5,1.00,5,5,1.00,11,11,1.00,C,C
35,2,12.87,14.62,1.14,1.59,3.48,2.18,5.54,5.51,0.99,2.53,2.48,0.98,1.33,1.38,1.04,1,1,1.00,4,4,1.00,4,4,1.00,9,9,1.00,C,C
36,2,4.59,4.93,1.07,0.44,0.71,1.63,1.73,1.77,1.02,1.18,1.22,1.03,0.36,0.35,0.98,1,1,1.00,1,1,1.00,1,1,1.00,4,4,1.00,C,C
37,2,7.83,9.08,1.16,1.34,2.83,2.12,2.90,2.77,0.96,1.59,1.55,0.97,0.73,0.64,0.88,1,1,1.00,2,2,1.00,3,3,1.00,7,7,1.00,C,C
38,2,14.26,16.80,1.18,2.00,4.17,2.08,5.38,5.53,1.03,2.40,2.47,1.03,1.45,1.49,1.03,1,1,1.00,4,4,1.00,5,5,1.00,15,15,1.00,C,C
39,2,4.61,4.79,1.04,0.46,0.68,1.48,1.66,1.71,1.03,1.19,1.22,1.03,0.37,0.34,0.93,1,1,1.00,1,1,1.00,1,1,1.00,4,4,1.00,C,C
40,2,14.36,17.27,1.20,1.96,4.72,2.41,5.40,5.63,1.04,2.42,2.44,1.01,1.40,1.42,1.01,1,1,1.00,4,4,1.00,5,5,1.00,15,15,1.00,C,C
41,2,17.19,23.45,1.36,2.44,8.76,3.59,7.03,7.03,1.00,2.80,2.97,1.06,1.75,1.69,0.97,1,1,1.00,5,5,1.00,6,6,1.00,15,15,1.00,C,C
42,2,9.79,11.19,1.14,1.19,2.53,2.13,3.72,3.81,1.03,2.08,2.09,1.00,1.02,1.01,1.00,1,1,1.00,3,3,1.00,3,3,1.00,9,9,1.00,C,C
43,2,7.37,7.89,1.07,0.93,1.34,1.44,2.85,2.81,0.99,1.53,1.71,1.12,0.70,0.72,1.03,1,1,1.00,2,2,1.00,2,2,1.00,6,6,1.00,C,C
44,2,12.84,14.64,1.14,1.68,3.49,2.08,5.42,5.54,1.02,2.44,2.42,0.99,1.38,1.36,0.99,1,1,1.00,4,4,1.00,4,4,1.00,9,9,1.00,C,C
45,2,8.04,8.92,1.11,1.25,2.19,1.75,2.83,2.70,0.95,1.54,1.62,1.05,0.67,0.67,1.00,1,1,1.00,2,2,1.00,3,3,1.00,9,9,1.00,C,C
46,2,9.81,14.86,1.52,1.14,6.41,5.62,3.78,3.66,0.97,1.97,2.01,1.02,1.07,1.04,0.96,1,1,1.00,3,3,1.00,3,3,1.00,9,9,1.00,C,C
47,2,6.93,8.38,1.21,0.84,2.44,2.91,2.85,2.73,0.96,1.65,1.67,1.01,0.70,0.69,0.98,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
48,2,6.74,7.39,1.10,0.90,1.42,1.57,2.68,2.85,1.06,1.53,1.62,1.06,0.71,0.67,0.94,1,1,1.00,2,2,1.00,2,2,1.00,4,4,1.00,C,C
49,2,9.85,10.46,1.06,1.19,2.02,1.70,3.77,3.61,0.96,2.02,2.09,1.04,1.04,1.10,1.06,1,1,1.00,3,3,1.00,3,3,1.00,9,9,1.00,C,C
50,2,15.81,18.28,1.16,2.00,4.61,2.31,6.92,6.87,0.99,2.88,2.88,1.00,1.76,1.70,0.96,1,1,1.00,5,5,1.00,5,5,1.00,11,11,1.00,C,C
51,2,8.25,8.96,1.09,1.28,2.14,1.68,2.81,2.80,1.00,1.63,1.57,0.97,0.71,0.72,1.01,1,1,1.00,2,2,1.00,3,3,1.00,9,9,1.00,C,C
52,2,6.76,7.77,1.15,0.82,1.88,2.29,2.71,2.75,1.01,1.63,1.63,1.00,0.68,0.65,0.95,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
53,2,9.48,10.36,1.09,1.20,2.16,1.80,3.66,3.69,1.01,2.07,2.05,0.99,1.07,1.06,0.99,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
54,2,9.19,11.31,1.23,1.21,3.26,2.69,3.55,3.68,1.04,2.06,2.05,1.00,1.06,0.98,0.93,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
55,2,16.40,18.75,1.14,1.97,4.69,2.38,6.99,6.70,0.96,2.96,2.93,0.99,1.70,1.72,1.02,1,1,1.00,5,5,1.00,5,5,1.00,13,13,1.00,C,C
56,2,16.34,17.87,1.09,2.00,3.60,1.80,6.90,6.99,1.01,2.85,2.90,1.02,1.84,1.71,0.93,1,1,1.00,5,5,1.00,5,5,1.00,13,13,1.00,C,C
57,2,14.15,15.52,1.10,2.06,3.65,1.78,5.62,5.42,0.96,2.35,2.51,1.07,1.39,1.43,1.03,1,1,1.00,4,4,1.00,5,5,1.00,13,13,1.00,C,C
58,2,14.18,20.44,1.44,2.05,8.06,3.94,5.59,5.74,1.03,2.42,2.55,1.06,1.38,1.46,1.06,1,1,1.00,4,4,1.00,5,5,1.00,13,13,1.00,C,C
59,2,11.78,12.45,1.06,1.84,3.45,1.87,4.03,3.67,0.91,2.27,2.06,0.91,1.21,1.02,0.84,1,1,1.00,3,3,1.00,4,4,1.00,11,11,1.00,C,C
60,2,8.15,9.46,1.16,1.31,2.69,2.06,2.75,2.74,1.00,1.58,1.55,0.98,0.66,0.68,1.03,1,1,1.00,2,2,1.00,3,3,1.00,9,9,1.00,C,C
61,2,10.79,12.23,1.13,1.68,3.22,1.92,3.74,3.79,1.01,2.01,1.93,0.96,1.05,1.08,1.03,1,1,1.00,3,3,1.00,4,4,1.00,11,11,1.00,C,C
62,2,7.01,7.23,1.03,0.89,1.37,1.55,2.75,2.74,1.00,1.73,1.57,0.91,0.70,0.66,0.94,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
63,2,7.43,8.54,1.15,0.94,2.23,2.36,2.78,2.80,1.01,1.66,1.54,0.93,0.69,0.69,1.01,1,1,1.00,2,2,1.00,2,2,1.00,7,7,1.00,C,C
64,2,11.05,13.59,1.23,1.63,4.13,2.53,3.83,3.80,0.99,1.94,1.99,1.03,1.00,1.06,1.06,1,1,1.00,3,3,1.00,4,4,1.00,13,13,1.00,C,C
65,2,12.67,14.43,1.14,1.60,3.45,2.16,5.54,5.46,0.98,2.35,2.33,0.99,1.38,1.42,1.02,1,1,1.00,4,4,1.00,4,4,1.00,9,9,1.00,C,C
66,2,11.57,12.66,1.09,1.60,3.27,2.04,3.83,3.60,0.94,2.06,2.00,0.97,1.17,1.08,0.92,1,1,1.00,3,3,1.00,4,4,1.00,13,13,1.00,C,C
67,2,9.90,10.86,1.10,1.16,2.22,1.92,3.85,3.80,0.99,2.06,2.00,0.97,1.07,1.03,0.96,1,1,1.00,3,3,1.00,3,3,1.00,9,9,1.00,C,C
68,2,4.69,4.81,1.02,0.40,0.66,1.64,1.79,1.78,0.99,1.28,1.15,0.90,0.34,0.34,1.00,1,1,1.00,1,1,1.00,1,1,1.00,4,4,1.00,C,C
69,2,14.09,16.25,1.15,2.02,4.21,2.08,5.49,5.46,1.00,2.44,2.46,1.01,1.40,1.41,1.00,1,1,1.00,4,4,1.00,5,5,1.00,13,13,1.00,C,C
70,2,9.26,11.09,1.20,1.26,2.90,2.30,3.70,3.85,1.04,1.95,2.01,1.03,1.06,1.01,0.95,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
71,2,6.81,8.29,1.22,0.90,2.46,2.74,2.62,2.79,1.07,1.67,1.53,0.92,0.70,0.65,0.93,1,1,1.00,2,2,1.00,2,2,1.00,5,5,1.00,C,C
72,2,7.93,8.50,1.07,1.36,2.14,1.58,2.86,2.75,0.96,1.64,1.56,0.95,0.67,0.67,1.00,1,1,1.00,2,2,1.00,3,3,1.00,7,7,1.00,C,C
73,2,16.95,19.29,1.14,2.43,4.77,1.96,6.84,6.90,1.01,2.85,2.83,0.99,1.70,1.71,1.00,1,1,1.00,5,5,1.00,6,6,1.00,15,15,1.00,C,C
74,2,10.75,11.86,1.10,1.67,2.87,1.72,3.79,3.80,1.00,2.03,1.96,0.97,1.01,1.06,1.05,1,1,1.00,3,3,1.00,4,4,1.00,11,11,1.00,C,C
75,2,16.88,22.72,1.35,2.34,7.99,3.42,6.71,7.05,1.05,2.88,2.78,0.96,1.76,1.76,1.00,1,1,1.00,5,5,1.00,6,6,1.00,15,15,1.00,C,C
76,2,16.04,17.84,1.11,1.89,3.49,1.85,6.74,7.00,1.04,2.88,2.99,1.04,1.76,1.71,0.97,1,1,1.00,5,5,1.00,5,5,1.00,13,13,1.00,C,C
77,2,9.48,11.26,1.19,1.19,3.16,2.66,3.79,3.73,0.99,2.04,2.01,0.99,1.05,1.04,0.99,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
78,2,10.69,11.67,1.09,1.69,2.80,1.66,3.73,3.69,0.99,2.00,1.99,0.99,1.05,1.03,0.98,1,1,1.00,3,3,1.00,4,4,1.00,11,11,1.00,C,C
79,2,11.09,12.27,1.11,1.63,2.80,1.71,3.68,3.79,1.03,2.01,2.07,1.03,1.03,1.09,1.06,1,1,1.00,3,3,1.00,4,4,1.00,13,13,1.00,C,C
80,2,11.05,12.62,1.14,1.56,3.23,2.06,3.69,3.71,1.00,2.02,2.00,0.99,1.08,1.03,0.96,1,1,1.00,3,3,1.00,4,4,1.00,13,13,1.00,C,C
81,2,7.67,9.41,1.23,1.28,3.07,2.39,2.73,2.71,0.99,1.57,1.57,1.00,0.68,0.69,1.02,1,1,1.00,2,2,1.00,3,3,1.00,7,7,1.00,C,C
82,2,9.44,10.26,1.09,1.30,2.06,1.58,3.84,3.74,0.97,2.01,2.09,1.04,0.98,1.01,1.03,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
83,2,9.31,10.95,1.18,1.21,2.94,2.44,3.81,3.63,0.95,1.94,2.00,1.03,0.99,1.02,1.03,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
84,2,12.82,14.50,1.13,1.65,3.45,2.10,5.51,5.55,1.01,2.45,2.46,1.00,1.38,1.36,0.98,1,1,1.00,4,4,1.00,4,4,1.00,9,9,1.00,C,C
85,2,11.17,12.62,1.13,1.65,3.14,1.90,3.71,3.75,1.01,2.02,2.01,1.00,1.07,1.02,0.95,1,1,1.00,3,3,1.00,4,4,1.00,13,13,1.00,C,C
86,2,11.18,12.24,1.10,1.61,2.78,1.73,3.72,3.83,1.03,2.12,1.93,0.91,1.03,1.05,1.01,1,1,1.00,3,3,1.00,4,4,1.00,13,13,1.00,C,C
87,2,7.14,7.91,1.11,0.87,1.45,1.67,2.71,2.75,1.02,1.57,1.67,1.07,0.70,0.68,0.98,1,1,1.00,2,2,1.00,2,2,1.00,7,7,1.00,C,C
88,2,7.26,7.81,1.07,0.86,1.42,1.65,2.74,2.75,1.01,1.57,1.61,1.02,0.72,0.72,1.00,1,1,1.00,2,2,1.00,2,2,1.00,6,6,1.00,C,C
89,2,16.00,17.70,1.11,2.06,4.15,2.01,6.97,6.87,0.99,2.89,2.85,0.99,1.75,1.68,0.96,1,1,1.00,5,5,1.00,5,5,1.00,11,11,1.00,C,C
90,2,11.20,12.56,1.12,1.68,3.16,1.88,3.74,3.74,1.00,2.05,2.04,1.00,1.07,1.04,0.97,1,1,1.00,3,3,1.00,4,4,1.00,13,13,1.00,C,C
91,2,10.01,11.94,1.19,1.23,3.43,2.78,3.86,3.69,0.95,2.12,1.98,0.93,1.03,1.06,1.03,1,1,1.00,3,3,1.00,3,3,1.00,9,9,1.00,C,C
92,2,9.33,11.16,1.20,1.22,3.17,2.61,3.75,3.67,0.98,1.98,2.00,1.01,0.99,1.04,1.05,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
93,2,14.09,19.35,1.37,1.99,7.27,3.65,5.40,5.63,1.04,2.51,2.41,0.96,1.42,1.40,0.99,1,1,1.00,4,4,1.00,5,5,1.00,13,13,1.00,C,C
94,2,9.24,10.57,1.14,1.23,2.56,2.08,3.72,3.71,1.00,1.95,1.98,1.01,1.00,1.01,1.00,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
95,2,9.42,13.83,1.47,1.12,5.72,5.10,3.73,3.76,1.01,2.11,1.91,0.91,1.04,1.07,1.03,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
96,2,9.49,10.71,1.13,1.28,2.46,1.92,3.79,3.76,0.99,2.01,2.03,1.01,0.99,1.01,1.03,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
97,2,13.01,17.54,1.35,1.66,6.56,3.96,5.53,5.51,1.00,2.55,2.35,0.92,1.40,1.37,0.98,1,1,1.00,4,4,1.00,4,4,1.00,9,9,1.00,C,C
98,2,10.87,12.18,1.12,1.64,3.18,1.94,3.81,3.72,0.98,2.02,1.99,0.99,1.07,1.08,1.01,1,1,1.00,3,3,1.00,4,4,1.00,11,11,1.00,C,C
99,2,9.25,10.40,1.12,1.25,2.10,1.69,3.73,3.91,1.05,1.92,1.99,1.03,1.02,1.06,1.04,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
100,2,15.84,18.46,1.16,1.96,4.74,2.41,7.03,6.88,0.98,2.87,2.95,1.03,1.71,1.68,0.98,1,1,1.00,5,5,1.00,5,5,1.00,11,11,1.00,C,C
101,2,14.40,16.33,1.13,2.05,4.16,2.03,5.66,5.63,0.99,2.53,2.45,0.97,1.49,1.43,0.96,1,1,1.00,4,4,1.00,5,5,1.00,13,13,1.00,C,C
102,2,17.87,19.98,1.12,2.47,4.88,1.97,6.92,6.78,0.98,2.93,2.85,0.97,1.80,1.80,1.00,1,1,1.00,5,5,1.00,6,6,1.00,17,17,1.00,C,C
103,2,7.31,8.75,1.20,0.84,2.23,2.66,2.75,2.82,1.03,1.62,1.63,1.01,0.74,0.70,0.95,1,1,1.00,2,2,1.00,2,2,1.00,7,7,1.00,C,C
104,2,18.82,25.33,1.35,2.48,8.95,3.60,8.25,8.24,1.00,3.30,3.35,1.02,2.06,2.10,1.02,1,1,1.00,6,6,1.00,6,6,1.00,13,13,1.00,C,C
105,2,16.10,17.39,1.08,1.99,3.57,1.79,7.05,6.83,0.97,2.93,2.95,1.01,1.76,1.77,1.01,1,1,1.00,5,5,1.00,5,5,1.00,11,11,1.00,C,C
106,2,17.69,20.16,1.14,2.39,4.95,2.08,6.91,6.98,1.01,2.98,2.98,1.00,1.73,1.74,1.00,1,1,1.00,5,5,1.00,6,6,1.00,17,17,1.00,C,C
107,2,13.29,14.94,1.12,1.51,3.43,2.27,5.49,5.47,1.00,2.54,2.38,0.94,1.40,1.46,1.04,1,1,1.00,4,4,1.00,4,4,1.00,11,11,1.00,C,C
108,2,13.98,20.26,1.45,1.99,8.44,4.23,5.58,5.44,0.97,2.41,2.40,1.00,1.34,1.36,1.01,1,1,1.00,4,4,1.00,5,5,1.00,13,13,1.00,C,C
109,2,4.14,4.59,1.11,0.40,0.72,1.79,1.72,1.87,1.09,1.20,1.19,0.99,0.38,0.34,0.88,1,1,1.00,1,1,1.00,1,1,1.00,2,2,1.00,C,C
110,2,4.25,4.50,1.06,0.49,0.71,1.45,1.71,1.80,1.05,1.25,1.18,0.94,0.38,0.37,0.97,1,1,1.00,1,1,1.00,1,1,1.00,2,2,1.00,C,C
111,2,17.18,20.14,1.17,2.44,5.57,2.28,6.95,6.85,0.99,2.84,2.87,1.01,1.78,1.74,0.98,1,1,1.00,5,5,1.00,6,6,1.00,15,15,1.00,C,C
112,2,4.63,4.81,1.04,0.44,0.67,1.53,1.72,1.73,1.00,1.21,1.21,1.00,0.32,0.35,1.08,1,1,1.00,1,1,1.00,1,1,1.00,4,4,1.00,C,C
113,2,9.29,11.05,1.19,1.15,2.92,2.54,3.81,3.73,0.98,1.94,2.08,1.07,1.05,1.04,0.99,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
114,2,14.49,16.51,1.14,2.09,4.26,2.04,5.49,5.46,0.99,2.46,2.41,0.98,1.36,1.38,1.02,1,1,1.00,4,4,1.00,5,5,1.00,15,15,1.00,C,C
115,2,10.94,12.02,1.10,1.64,2.84,1.73,3.91,3.86,0.99,2.02,2.00,0.99,1.05,1.06,1.00,1,1,1.00,3,3,1.00,4,4,1.00,11,11,1.00,C,C
116,2,10.71,11.80,1.10,1.63,2.80,1.72,3.76,3.77,1.00,2.00,2.00,1.00,1.05,1.03,0.98,1,1,1.00,3,3,1.00,4,4,1.00,11,11,1.00,C,C
117,2,9.37,10.74,1.15,1.25,2.60,2.08,3.70,3.71,1.00,2.00,2.05,1.03,1.05,1.04,0.98,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
118,2,7.38,8.45,1.14,0.82,1.91,2.32,2.70,2.81,1.04,1.72,1.66,0.97,0.78,0.74,0.95,1,1,1.00,2,2,1.00,2,2,1.00,7,7,1.00,C,C
119,2,17.20,23.58,1.37,2.37,8.99,3.79,6.99,6.89,0.99,2.82,2.80,0.99,1.79,1.81,1.01,1,1,1.00,5,5,1.00,6,6,1.00,15,15,1.00,C,C
120,2,14.12,16.54,1.17,2.04,4.46,2.19,5.55,5.59,1.01,2.39,2.39,1.00,1.39,1.42,1.02,1,1,1.00,4,4,1.00,5,5,1.00,13,13,1.00,C,C
121,2,9.87,10.77,1.09,1.20,2.14,1.79,3.78,3.76,0.99,1.98,2.03,1.03,1.09,1.03,0.94,1,1,1.00,3,3,1.00,3,3,1.00,9,9,1.00,C,C
122,2,4.59,4.92,1.07,0.41,0.67,1.65,1.77,1.76,0.99,1.21,1.22,1.01,0.33,0.40,1.20,1,1,1.00,1,1,1.00,1,1,1.00,4,4,1.00,C,C
123,2,9.30,11.42,1.23,1.18,3.10,2.63,3.80,3.81,1.00,1.98,2.04,1.03,1.02,1.08,1.06,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
124,2,9.75,10.65,1.09,1.19,2.14,1.80,3.73,3.84,1.03,1.98,1.95,0.99,1.01,1.02,1.01,1,1,1.00,3,3,1.00,3,3,1.00,9,9,1.00,C,C
125,2,9.63,11.43,1.19,1.30,3.34,2.57,3.76,3.72,0.99,2.02,1.98,0.98,1.09,1.05,0.96,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
126,2,13.26,14.46,1.09,1.60,2.72,1.70,5.48,5.63,1.03,2.44,2.53,1.04,1.43,1.40,0.98,1,1,1.00,4,4,1.00,4,4,1.00,11,11,1.00,C,C
127,2,9.30,10.04,1.08,1.22,2.08,1.71,3.72,3.68,0.99,1.94,1.98,1.02,1.03,1.01,0.97,1,1,1.00,3,3,1.00,3,3,1.00,7,7,1.00,C,C
128,2,14.11,16.42,1.16,1.95,4.19,2.14,5.58,5.65,1.01,2.45,2.56,1.05,1.43,1.40,0.98,1,1,1.00,4,4,1.00,5,5,1.00,13,13,1.00,C,C
129,2,13.18,14.96,1.14,1.56,3.40,2.18,5.41,5.48,1.01,2.44,2.49,1.02,1.38,1.42,1.02,1,1,1.00,4,4,1.00,4,4,1.00,11,11,1.00,C,C
130,2,8.16,10.14,1.24,1.29,3.24,2.50,2.67,2.78,1.04,1.63,1.62,0.99,0.70,0.69,0.99,1,1,1.00,2,2,1.00,3,3,1.00,9,9,1.00,C,C
131,2,7.31,7.86,1.07,0.86,1.39,1.62,2.69,2.71,1.01,1.61,1.66,1.03,0.74,0.71,0.96,1,1,1.00,2,2,1.00,2,2,1.00,7,7,1.00,C,C
132,2,14.24,15.53,1.09,1.95,3.49,1.79,5.59,5.60,1.00,2.50,2.47,0.99,1.48,1.40,0.95,1,1,1.00,4,4,1.00,5,5,1.00,13,13,1.00,C,C
