Trial Number,Complexity Level,Run-time zooming,Run-time non_zooming,Run-time Ratio,Refined Planning Time - zooming,Refined Planning Time - non_zooming,Refined Planning Time - Ratio,Abstract Planning Time - zooming,Abstract Planning Time - non_zooming,Abstract Planning Time - Ratio,Diagnosing - zooming,Diagnosing - non_zooming,Diagnosing - Ratio,Inferring -zooming, Inferring - non_zooming,Inferring - Ratio,# Abstract Plans - zooming,# Abstract Plans - non_zooming,# Abstract Plans - Ratio,# Abstract Actions - zooming,# Abstract Actions - non_zooming,# Abstract Actions - Ratio,# Refined Plans - zooming,# Refined Plans - non_zooming,# Refined Plans - Ratio,# Refined Actions - zooming,# Refined Actions - non_zooming,# Refined Actions - Ratio,Complete Run - zooming,Complete Run - non_zooming
1,5,24.91,,,4.34,,,4.87,,,2.56,,,1.43,,,1,,,3,,,5,,,13,,,C,
2,5,45.84,,,10.13,,,7.13,,,3.17,,,1.96,,,1,,,4,,,11,,,25,,,C,
3,5,19.80,,,2.97,,,4.82,,,2.72,,,1.47,,,1,,,3,,,3,,,8,,,C,
4,5,80.42,,,18.29,,,11.70,,,5.08,,,3.53,,,1,,,6,,,12,,,37,,,C,
5,5,59.65,,,15.28,,,7.97,,,3.73,,,2.21,,,1,,,4,,,12,,,29,,,C,
6,5,37.37,,,5.29,,,7.10,,,3.30,,,1.92,,,1,,,4,,,6,,,23,,,C,
7,5,44.63,,,6.57,,,6.95,,,3.12,,,2.01,,,1,,,4,,,6,,,29,,,C,
8,5,39.82,,,8.84,,,4.76,,,2.50,,,1.50,,,1,,,3,,,9,,,25,,,C,
9,5,41.06,,,3.72,,,10.58,,,4.35,,,2.89,,,1,,,6,,,6,,,21,,,C,
10,5,41.93,,,5.13,,,10.52,,,4.40,,,2.75,,,1,,,6,,,6,,,21,,,C,
11,5,58.91,,,13.20,,,6.81,,,3.13,,,2.08,,,1,,,4,,,12,,,37,,,C,
12,5,28.07,,,6.81,,,3.52,,,2.06,,,1.00,,,1,,,2,,,7,,,17,,,C,
13,5,52.86,,,9.76,,,10.67,,,4.44,,,2.94,,,1,,,6,,,9,,,27,,,C,
14,5,59.50,,,9.69,,,8.78,,,3.89,,,2.53,,,1,,,5,,,10,,,37,,,C,
15,5,46.83,,,8.26,,,7.02,,,3.12,,,2.01,,,1,,,4,,,9,,,29,,,C,
16,5,54.57,,,10.70,,,8.87,,,3.80,,,2.49,,,1,,,5,,,12,,,31,,,C,
17,5,69.16,,,11.50,,,14.30,,,5.79,,,3.95,,,1,,,8,,,11,,,37,,,C,
18,5,31.60,,,5.63,,,4.88,,,2.60,,,1.49,,,1,,,3,,,4,,,19,,,C,
19,5,59.99,,,12.14,,,8.95,,,3.77,,,2.49,,,1,,,5,,,12,,,35,,,C,
20,5,45.17,,,6.18,,,10.93,,,4.46,,,2.92,,,1,,,6,,,7,,,23,,,C,
21,5,39.32,,,4.63,,,6.91,,,3.08,,,2.00,,,1,,,4,,,6,,,25,,,C,
22,5,19.84,,,3.31,,,4.76,,,2.62,,,1.38,,,1,,,3,,,4,,,9,,,C,
23,5,54.93,,,9.72,,,8.81,,,3.86,,,2.54,,,1,,,5,,,11,,,33,,,C,
24,5,21.55,,,3.01,,,4.64,,,2.49,,,1.45,,,1,,,3,,,4,,,11,,,C,
25,5,52.08,,,9.47,,,10.20,,,4.31,,,2.87,,,1,,,6,,,11,,,27,,,C,
26,5,51.25,,,5.15,,,12.61,,,5.14,,,3.39,,,1,,,7,,,7,,,27,,,C,
27,5,42.44,,,4.59,,,10.73,,,4.42,,,2.81,,,1,,,6,,,6,,,21,,,C,
28,5,46.70,,,7.97,,,7.14,,,3.21,,,2.03,,,1,,,4,,,9,,,29,,,C,
29,5,53.75,,,11.26,,,6.99,,,3.25,,,2.07,,,1,,,4,,,12,,,33,,,C,
30,5,59.80,,,12.19,,,8.99,,,3.75,,,2.52,,,1,,,5,,,11,,,35,,,C,
31,5,58.57,,,8.82,,,10.72,,,4.32,,,3.11,,,1,,,6,,,11,,,35,,,C,
32,5,51.27,,,8.94,,,7.01,,,3.18,,,2.12,,,1,,,4,,,10,,,33,,,C,
33,5,60.35,,,11.14,,,8.77,,,3.86,,,2.45,,,1,,,5,,,11,,,37,,,C,
34,5,37.95,,,6.82,,,7.08,,,3.28,,,1.92,,,1,,,4,,,8,,,21,,,C,
35,5,51.69,,,11.44,,,6.98,,,3.26,,,1.96,,,1,,,4,,,11,,,31,,,C,
36,5,53.45,,,9.97,,,8.93,,,3.94,,,2.51,,,1,,,5,,,12,,,31,,,C,
37,5,73.87,,,11.89,,,14.58,,,5.76,,,3.94,,,1,,,8,,,13,,,41,,,C,
38,5,40.46,,,9.13,,,6.89,,,3.26,,,1.96,,,1,,,4,,,6,,,21,,,C,
39,5,22.16,,,3.42,,,5.05,,,2.78,,,1.45,,,1,,,3,,,4,,,11,,,C,
40,5,53.55,,,11.96,,,8.87,,,3.74,,,2.40,,,1,,,5,,,13,,,29,,,C,
41,5,42.73,,,9.99,,,7.03,,,3.04,,,2.01,,,1,,,4,,,7,,,23,,,C,
42,5,87.58,,,13.39,,,16.52,,,6.58,,,4.60,,,1,,,9,,,12,,,49,,,C,
43,5,54.75,,,11.23,,,8.88,,,3.70,,,2.49,,,1,,,5,,,9,,,31,,,C,
44,5,62.97,,,8.19,,,14.42,,,5.78,,,3.99,,,1,,,8,,,9,,,33,,,C,
45,5,28.50,,,3.81,,,8.87,,,3.81,,,2.28,,,1,,,5,,,5,,,11,,,C,
46,5,48.14,,,8.48,,,8.78,,,3.80,,,2.48,,,1,,,5,,,8,,,27,,,C,
47,5,57.30,,,13.75,,,7.10,,,3.15,,,2.08,,,1,,,4,,,12,,,35,,,C,
48,5,42.89,,,5.90,,,10.45,,,4.37,,,2.87,,,1,,,6,,,8,,,21,,,C,
49,5,36.49,,,5.83,,,8.77,,,3.90,,,2.30,,,1,,,5,,,8,,,17,,,C,
50,5,52.03,,,9.70,,,6.96,,,3.20,,,2.10,,,1,,,4,,,11,,,33,,,C,
51,5,43.34,,,6.12,,,10.76,,,4.45,,,2.91,,,1,,,6,,,7,,,21,,,C,
52,5,43.57,,,7.96,,,7.10,,,3.16,,,1.95,,,1,,,4,,,10,,,25,,,C,
53,5,26.69,,,3.18,,,6.93,,,3.10,,,1.91,,,1,,,4,,,4,,,13,,,C,
54,5,53.47,,,7.17,,,12.59,,,4.92,,,3.44,,,1,,,7,,,9,,,27,,,C,
55,5,16.90,,,2.27,,,4.89,,,2.65,,,1.48,,,1,,,3,,,3,,,7,,,C,
56,5,20.23,,,3.90,,,3.60,,,2.10,,,0.96,,,1,,,2,,,5,,,11,,,C,
57,5,59.14,,,11.76,,,8.72,,,3.78,,,2.50,,,1,,,5,,,12,,,35,,,C,
58,5,84.33,,,14.45,,,14.15,,,5.83,,,4.19,,,1,,,8,,,15,,,49,,,C,
59,5,51.28,,,10.73,,,6.95,,,3.18,,,2.02,,,1,,,4,,,10,,,31,,,C,
60,5,74.85,,,16.20,,,12.32,,,4.89,,,3.55,,,1,,,7,,,13,,,41,,,C,
61,5,57.28,,,9.26,,,8.77,,,3.61,,,2.65,,,1,,,5,,,8,,,37,,,C,
62,5,66.23,,,15.24,,,8.74,,,3.93,,,2.50,,,1,,,5,,,12,,,39,,,C,
63,5,43.25,,,6.54,,,8.92,,,3.86,,,2.44,,,1,,,5,,,6,,,23,,,C,
64,5,66.23,,,9.58,,,14.27,,,5.91,,,3.98,,,1,,,8,,,12,,,35,,,C,
